Country,Total Competitions,Total Datasets,Total Codes,Total Discussions,Highest Rank,Current Rank,Current Level
"Mumbai, Maharashtra, India",1,4,8,25,314,689,Datasets Expert
"Peravali, Andhra Pradesh, India",NA,3,14,375,678,690,Notebooks Master
"Surat, Gujarat, India",5,3,8,16,684,691,Datasets Expert
