Country,Total Competitions,Total Datasets,Total Codes,Total Discussions,Highest Rank,Current Rank,Current Level
"Pune, Maharashtra, India",10,8,13,191,286,978,Datasets Expert
"Ahmedabad, Gujarat, India",19,74,61,394,387,979,Datasets Expert
"Gandhinagar, Gujarat, India",6,3,NA,53,333,981,Datasets Expert
"Bengaluru, Karnataka, India",2,4,16,941,410,982,Datasets Expert
"Seattle, Washington, United States",1,6,4,10,107,983,Datasets Expert
"İstanbul, Istanbul, Turkey",12,5,12,84,317,1017,Datasets Expert
"Gazipur, Dhaka Division, Bangladesh",22,17,56,280,174,1018,Datasets Expert
"Setif, Sétif Province, Algeria",44,4,45,572,63,984,Notebooks Master
"New Delhi, Delhi, India",3,3,12,332,231,986,Notebooks Master
"Tehran, Tehran Province, Iran",NA,3,7,284,79,987,Datasets Expert
"Yokohama, Kanagawa, Japan",56,29,36,342,743,989,Notebooks Grandmaster
"Tunis, Tunis, Tunisia",4,10,13,359,124,990,Competitions Expert
"Nagpur, Maharashtra, India",9,22,36,140,216,992,Datasets Expert
"Kharagpur, West Bengal, India",NA,14,19,5,532,993,Datasets Expert
NA,2,8,NA,NA,164,994,Datasets Expert
"Cairo, Cairo Governorate, Egypt",NA,4,18,204,571,996,Datasets Expert
"Tehran, Tehran Province, Iran",15,4,24,173,406,997,Notebooks Master
"Greater Noida, Uttar Pradesh, India",NA,6,42,107,202,1028,Datasets Expert
"New Delhi, Delhi, India",NA,3,6,168,279,1029,Datasets Expert
"Nagpur, Maharashtra, India",NA,6,11,92,345,998,Datasets Expert
"Lima, Callao Region, Peru",13,6,7,148,285,999,Datasets Expert
"Pune, Maharashtra, India",1,4,38,57,872,1000,Datasets Expert
"Kazakhstan, Almaty Province, Kazakhstan",NA,6,NA,3,357,1001,Datasets Expert
"Moscow, Russia",NA,3,16,83,959,960,Datasets Expert
"Bhagalpur, Bihar, India",13,7,68,179,486,1003,Datasets Expert
"Jaipur, Rajasthan, India",NA,5,21,651,277,1004,Notebooks Master
"Lisbon, Lisbon, Portugal",NA,3,6,2,658,1005,Datasets Expert
"Visakhapatnam, Andhra Pradesh, India",1,9,9,21,288,1006,Datasets Expert
"Sirsa, Haryana, India",3,4,2,12,531,1007,Datasets Expert
"Kanpur, Uttar Pradesh, India",3,6,16,80,445,1008,Datasets Expert
"Chattogram, Chittagong Division, Bangladesh",1,3,3,16,839,1009,Datasets Expert
"New Orleans, Louisiana, United States",NA,4,7,36,535,1046,Datasets Expert
"Bad Berka, Thuringia, Germany",4,5,NA,194,166,1048,Competitions Expert
"Paris, Île-de-France, France",25,9,5,92,205,1010,Competitions Expert
"Yokohama, Kanagawa, Japan",40,62,68,183,453,1012,Competitions Master
"Mumbai, Maharashtra, India",2,6,7,21,123,1013,Datasets Expert
"Santiago, Santiago Metropolitan Region, Chile",3,3,7,516,187,1014,Datasets Expert
"Hong Kong, Hong Kong",1,10,14,200,168,1015,Datasets Expert
"İstanbul, İstanbul, Turkey",20,5,19,114,832,1016,Notebooks Master
"Chennai, Tamil Nadu, India",37,14,27,169,232,1019,Competitions Expert
"Mumbai, Maharashtra, India",5,10,33,489,357,1020,Datasets Expert
"Delhi, Delhi, India",15,13,89,829,1010,1021,Notebooks Master
"Hyderabad, Telangana, India",1,4,6,21,713,1022,Datasets Expert
"Noida, Uttar Pradesh, India",3,9,10,278,147,1023,Datasets Expert
"Calgary, Alberta, Canada",NA,4,9,118,878,1024,Datasets Expert
"Kyiv, Ukraine",1,4,3,16,831,1025,Datasets Expert
"New Delhi, Delhi, India",NA,11,1,1,633,1026,Datasets Expert
"Kolkata, West Bengal, India",3,3,8,51,279,1027,Datasets Expert
"Karur, Tamil Nadu, India",1,6,9,81,163,1030,Datasets Expert
"Bhubaneswar, Odisha, India",6,6,10,119,355,1031,Datasets Expert
"Delhi, Delhi, India",3,7,13,39,174,1032,Datasets Expert
"Bikaner, Rajasthan, India",1,4,3,3,352,1033,Datasets Expert
"Houston, Texas, United States",NA,6,3,3,654,1034,Datasets Expert
"Bangkok, Bangkok, Thailand",NA,6,15,25,438,1035,Datasets Expert
"Dresden, Saxony, Germany",NA,5,9,4,921,1036,Datasets Expert
"Columbus, Ohio, United States",NA,6,4,91,329,1037,Datasets Expert
"Chandannagar, West Bengal, India",NA,4,13,61,808,1038,Datasets Expert
"São Paulo, State of São Paulo, Brazil",2,4,9,52,739,1039,Datasets Expert
"Anand, Gujarat, India",2,5,23,117,1031,1040,Datasets Expert
,NA,5,4,5,395,1041,Datasets Expert
"Potsdam, Brandenburg, Germany",NA,6,7,6,467,1042,Datasets Expert
"Lahore, Punjab, Pakistan",NA,4,16,111,829,1043,Datasets Expert
"Seattle, Washington, United States",NA,3,NA,NA,613,1044,Datasets Expert
"Gaza, Iowa, United States",4,7,121,58,325,1045,Datasets Expert
"Tokyo, Tokyo, Japan",29,7,8,79,345,1047,Competitions Master
NA,NA,5,1,NA,511,1049,Datasets Expert
NA,NA,5,6,90,408,1050,Datasets Expert
"Kalyani, West Bengal, India",17,5,12,234,74,1051,Notebooks Master
"Ranchi, Jharkhand, India",8,5,43,282,109,1053,Notebooks Master
"Belgrade, Serbia",2,5,6,3,1035,1054,Datasets Expert
"Tokyo, Tokyo, Japan",3,4,30,41,520,1055,Datasets Expert
"Pune, Maharashtra, India",11,3,7,17,455,1056,Datasets Expert
"Kharkiv, Kharkiv Oblast, Ukraine",16,6,25,216,395,1057,Notebooks Master
NA,3,6,31,202,200,1058,Datasets Expert
"Bengaluru, Karnataka, India",7,9,10,86,160,1059,Datasets Expert
"Islamabad, Islamabad Capital Territory, Pakistan",1,4,3,1,981,1060,Datasets Expert
"Latina, Lazio, Italy",5,8,20,4,556,1061,Datasets Expert
"Ahmedabad, Gujarat, India",15,5,5,282,289,1092,Datasets Expert
"Boston, Massachusetts, United States",NA,8,7,13,229,1093,Datasets Expert
"Chicago, Illinois, United States",2,6,25,44,101,1062,Datasets Expert
"Tel Aviv-Yafo, Tel Aviv District, Israel",1,3,9,272,134,1063,Datasets Expert
"Munshiganj, Dhaka Division, Bangladesh",10,4,17,220,359,1064,Datasets Expert
"Lucknow, Uttar Pradesh, India",NA,6,10,100,303,1065,Datasets Expert
"6th of October City, Giza Governorate, Egypt",NA,3,6,124,181,1066,Datasets Expert
"Hyderabad, Telangana, India",NA,3,1,1,734,1067,Datasets Expert
"Mumbai, Maharashtra, India",1,6,6,2,514,1068,Datasets Expert
"Bursa, Bursa, Turkey",3,4,6,59,177,1069,Datasets Expert
"Wah Cantt, Punjab, Pakistan",1,4,1,4,262,1070,Datasets Expert
NA,2,3,5,8,960,1071,Datasets Expert
"Bengaluru, Karnataka, India",1,8,10,200,213,1072,Datasets Expert
"Chennai, Tamil Nadu, India",1,3,9,175,197,1073,Datasets Expert
"Bengaluru, Karnataka, India",9,6,38,25,487,1074,Datasets Expert
"Enschede, Overijssel, Netherlands",8,9,10,4,514,1075,Datasets Expert
"Pune, Maharashtra, India",6,14,22,120,253,1076,Datasets Expert
"Hyderabad, Telangana, India",23,10,24,924,395,1077,Discussion Grandmaster
"Rio de Janeiro, State of Rio de Janeiro, Brazil",14,4,67,302,88,1078,Notebooks Master
"Hermosillo, Sonora, Mexico",NA,3,10,9,485,1079,Datasets Expert
"Helsinki, Finland",44,22,57,701,90,1116,Notebooks Master
"Lemgo, North Rhine-Westphalia, Germany",NA,6,NA,15,70,1080,Datasets Expert
"Hyderabad, Telangana, India",1,7,24,55,898,1081,Datasets Expert
"Pune, Maharashtra, India",3,4,7,103,629,1083,Datasets Expert
"Rajshahi, Rajshahi Division, Bangladesh",28,9,24,224,124,1084,Competitions Expert
"Hyderabad, Telangana, India",NA,5,8,2,960,1052,Datasets Expert
"Chicago, Illinois, United States",15,55,10,307,605,1085,Competitions Expert
"Bengaluru, Karnataka, India",13,7,22,200,165,1086,Competitions Expert
"Alexandria, Alexandria Governorate, Egypt",15,38,28,29,178,1088,Competitions Expert
"Saharanpur, Uttar Pradesh, India",5,8,20,141,423,1089,Datasets Expert
"Dehradun, Uttarakhand, India",4,4,12,254,351,1090,Datasets Expert
"Copenhagen, Denmark",NA,3,NA,NA,749,1091,Datasets Expert
"Bhubaneswar, Odisha, India",4,4,12,191,216,1094,Notebooks Master
"Faisalabad, Punjab, Pakistan",1,16,47,325,332,1095,Datasets Expert
"Mumbai, Maharashtra, India",7,13,45,64,191,1096,Datasets Expert
"Ankara, Ankara, Turkey",3,5,35,6,554,1097,Datasets Expert
"Delhi, Delhi, India",1,3,5,39,674,1098,Datasets Expert
"Accra, Greater Accra Region, Ghana",7,4,NA,6,475,1100,Datasets Expert
NA,6,5,7,108,361,1101,Datasets Expert
"Budapest, Hungary",12,3,10,158,737,1102,Datasets Expert
"Tiruppur, Tamil Nadu, India",NA,7,8,118,557,1103,Datasets Expert
"Rahim Yar Khan, Punjab, Pakistan",NA,6,20,254,247,1139,Datasets Expert
NA,NA,5,4,2,814,1104,Datasets Expert
"Vellore, Tamil Nadu, India",NA,3,6,1,436,1105,Datasets Expert
NA,2,5,11,164,318,1107,Datasets Expert
"Manhattan Beach, California, United States",NA,4,3,3,924,1108,Datasets Expert
"New York, New York, United States",4,5,6,9,523,1109,Datasets Expert
"Chelyabinsk, Chelyabinsk Oblast, Russia",53,4,19,5,1067,1110,Competitions Expert
"Shanghai, Shanghai, China",33,10,11,182,758,1111,Competitions Master
"Albany, New York, United States",12,11,43,64,897,1112,Datasets Expert
"San Diego, California, United States",35,11,48,789,31,1113,Discussion Grandmaster
"Rio de Janeiro, State of Rio de Janeiro, Brazil",3,6,30,134,764,1114,Datasets Expert
"Seoul, Seoul, South Korea",95,9,31,152,97,1115,Notebooks Master
"Melbourne, Victoria, Australia",NA,3,29,45,86,1151,Datasets Expert
"Hà Nội, Vietnam",12,64,45,491,29,1117,Competitions Master
"Chennai, Tamil Nadu, India",1,10,4,9,254,1118,Datasets Expert
"Gurugram, Haryana, India",2,7,6,125,102,1119,Datasets Expert
"Leuven, Flanders, Belgium",13,6,14,226,34,1120,Notebooks Master
"Warsaw, Masovian Voivodeship, Poland",3,11,15,2,243,1121,Datasets Expert
"New York, New York, United States",25,4,8,85,278,1082,Competitions Expert
"Kolkata, West Bengal, India",46,14,31,203,91,1122,Competitions Expert
"Chennai, Tamil Nadu, India",1,4,7,2,211,1123,Datasets Expert
"Chicago, Illinois, United States",37,4,24,228,295,1124,Notebooks Master
"Sonipat, Haryana, India",NA,4,4,1,869,1087,Datasets Expert
"Neuchâtel, Neuchâtel, Switzerland",6,9,8,15,929,1125,Datasets Expert
"Dhanbad, Jharkhand, India",NA,5,7,168,245,1126,Datasets Expert
"Dhaka, Dhaka Division, Bangladesh",2,22,35,285,177,1127,Datasets Expert
"Kolkata, West Bengal, India",5,3,59,792,258,1128,Notebooks Master
"Nazareth, Tamil Nadu, India",NA,3,10,61,698,1129,Datasets Expert
"Hyderabad, Telangana, India",37,6,27,143,561,1130,Notebooks Master
"New Delhi, Delhi, India",NA,6,6,1,597,1131,Datasets Expert
"Kolkata, West Bengal, India",NA,12,18,77,457,1132,Datasets Expert
"Rio de Janeiro, State of Rio de Janeiro, Brazil",NA,11,13,48,266,1133,Datasets Expert
"Bengaluru, Karnataka, India",1,5,14,201,196,1134,Datasets Expert
"Bengaluru, Karnataka, India",NA,6,21,297,227,1135,Datasets Expert
"New Delhi, Delhi, India",NA,6,47,291,202,1099,Notebooks Master
