Country,Total Competitions,Total Datasets,Total Codes,Total Discussions,Highest Rank,Current Rank,Current Level
"Austin, Texas, United States",7,9,28,139,299,452,Datasets Expert
"Nijmegen, Gelderland, Netherlands",21,64,46,160,205,440,Notebooks Master
"Ahmedabad, Gujarat, India",NA,10,2,9,388,453,Datasets Expert
"Gassaway, West Virginia, United States",36,17,42,338,227,465,Notebooks Master
"Nanded, Maharashtra, India",17,50,4,336,363,454,Competitions Expert
"Gurugram, Haryana, India",NA,11,70,41,295,455,Datasets Expert
"Pune, Maharashtra, India",NA,10,NA,5,356,456,Datasets Expert
"Cairo, Cairo Governorate, Egypt",NA,9,8,42,184,457,Datasets Expert
"Chennai, Tamil Nadu, India",2,6,20,429,259,467,Datasets Expert
"Coimbatore, Tamil Nadu, India",7,4,12,121,395,445,Datasets Expert
"Raipur, Chhattisgarh, India",NA,3,2,5,436,458,Datasets Expert
"Chennai, Tamil Nadu, India",1,17,20,26,187,469,Datasets Expert
"Nagpur, Maharashtra, India",NA,8,NA,5,400,459,Datasets Expert
"Indore, Madhya Pradesh, India",NA,3,11,26,445,447,Datasets Expert
NA,NA,8,NA,NA,34,461,Datasets Expert
"Paris, Île-de-France, France",61,67,45,820,151,473,Competitions Grandmaster
"Greater Noida, Uttar Pradesh, India",2,11,21,57,NA,438,Datasets Expert
"Gurugram, Haryana, India",4,10,4,206,218,464,Datasets Expert
"Islamabad, Islamabad Capital Territory, Pakistan",90,32,62,132,145,466,Competitions Expert
NA,NA,7,15,274,190,468,Datasets Expert
"Karachi, Sindh, Pakistan",1,4,16,193,466,470,Datasets Expert
"Lucknow, Uttar Pradesh, India",77,10,37,993,226,483,Competitions Expert
"Dhaka, Dhaka Division, Bangladesh",2,7,5,253,36,463,Datasets Expert
"Amsterdam, North Holland, Netherlands",11,4,2,4,412,474,Datasets Expert
"New Delhi, Delhi, India",NA,4,15,3,387,475,Datasets Expert
"Pune, Maharashtra, India",1,4,10,92,377,476,Datasets Expert
"Chicago, Illinois, United States",6,21,62,491,89,477,Datasets Expert
"Ahmedabad, Gujarat, India",3,3,2,38,288,478,Datasets Expert
"Tiruppur, Tamil Nadu, India",1,4,3,8,467,479,Datasets Expert
"Ottawa, Ontario, Canada",NA,6,5,29,360,480,Datasets Expert
"Atlanta, Georgia, United States",18,5,11,10,236,481,Datasets Expert
NA,1,10,NA,5,242,482,Datasets Expert
"Hyderabad, Telangana, India",6,11,20,90,470,472,Datasets Expert
"Pune, Maharashtra, India",1,4,29,21,370,484,Datasets Expert
"Varanasi, Uttar Pradesh, India",1,11,16,9,45,485,Datasets Expert
"Mumbai, Maharashtra, India",4,5,14,207,406,486,Datasets Expert
"Chennai, Tamil Nadu, India",NA,5,5,277,34,487,Datasets Master
"Ankara, Ankara, Turkey",2,7,13,147,422,488,Datasets Expert
"Thiruvananthapuram, Kerala, India",1,4,9,74,204,489,Datasets Expert
"6th of October City, Giza Governorate, Egypt",13,12,95,"1,545",196,507,Notebooks Master
NA,NA,5,12,6,384,490,Datasets Expert
"Moscow, Russia",4,4,2,20,484,491,Datasets Expert
"São Paulo, State of São Paulo, Brazil",NA,16,7,NA,368,492,Datasets Expert
Jammu,13,6,33,168,329,493,Datasets Expert
"Bengaluru, Karnataka, India",NA,7,5,9,299,494,Datasets Expert
NA,1,5,17,40,492,495,Datasets Expert
"Ho Chi Minh City, Ho Chi Minh City, Vietnam",NA,8,12,59,196,496,Datasets Expert
"Kolkata, West Bengal, India",1,5,10,146,472,497,Datasets Expert
"Kolkata, West Bengal, India",NA,10,14,16,429,498,Datasets Expert
"Sydney, New South Wales, Australia",2,12,13,43,277,499,Datasets Expert
"Nakhon Ratchasima, Thailand",31,80,35,838,73,500,Notebooks Master
"Moradabad, Uttar Pradesh, India",11,8,87,46,381,501,Datasets Expert
"Charlotte, North Carolina, United States",NA,3,17,487,278,502,Notebooks Master
"New Delhi, Delhi, India",NA,4,13,60,125,518,Datasets Expert
"Kanpur, Uttar Pradesh, India",13,7,27,778,57,519,Notebooks Master
"Los Angeles, California, United States",3,7,9,179,272,503,Datasets Expert
"Bengaluru, Karnataka, India",NA,8,14,367,325,504,Datasets Expert
"Santiago, Santiago Metropolitan Region, Chile",2,6,5,10,429,522,Datasets Expert
"Rawalpindi, Punjab, Pakistan",1,5,8,91,442,505,Datasets Expert
"Tehran, Tehran Province, Iran",NA,5,44,"1,079",115,506,Notebooks Master
"Sadiqabad, Punjab, Pakistan",2,7,39,297,78,508,Datasets Expert
"Haldwani, Uttarakhand, India",13,13,16,188,421,509,Datasets Expert
"Portland, Oregon, United States",2,3,3,27,279,510,Datasets Expert
"Bengaluru, Karnataka, India",2,4,14,155,NA,460,Datasets Expert
