Country,Total Competitions,Total Datasets,Total Codes,Total Discussions,Highest Rank,Current Rank,Current Level
"Kolkata, West Bengal, India",1,1,7,96,NA,NA,Discussion Expert
"Melbourne, Victoria, Australia",NA,14,31,188,268,NA,Datasets Expert
"6th of October City, Giza Governorate, Egypt",1,3,13,149,736,NA,Notebooks Expert
"Jamshedpur, Jharkhand, India",6,NA,75,171,536,NA,Notebooks Expert
"Agadir, Souss-Massa, Morocco",NA,3,2,143,NA,NA,Discussion Expert
"Moscow, Russia",3,NA,8,109,954,NA,Notebooks Expert
"Istanbul, Istanbul, Turkey",39,NA,NA,194,NA,NA,Competitions Master
"Moscow, Russia",44,NA,14,156,132,NA,Competitions Master
"Kyiv, Ukraine",36,NA,1,90,NA,NA,Competitions Master
"Bengaluru, Karnataka, India",47,1,13,191,2563,NA,Competitions Master
NA,33,NA,2,234,NA,NA,Competitions Expert
NA,26,4,15,94,312,NA,Competitions Expert
"Hyderabad, Telangana, India",1,1,4,99,NA,NA,Discussion Expert
NA,51,1,12,233,104,NA,Competitions Expert
"Stuttgart, Baden-Württemberg, Germany",6,NA,2,132,NA,NA,Discussion Expert
"Bengaluru, Karnataka, India",2,NA,2,91,NA,NA,Discussion Expert
"Tallinn, Harju County, Estonia",1,NA,10,71,733,NA,Notebooks Expert
"San José, San José Province, Costa Rica",5,1,7,110,NA,NA,Discussion Expert
"Hangzhou, Zhejiang, China",14,NA,8,163,194,NA,Competitions Master
"São Paulo, State of São Paulo, Brazil",20,NA,33,250,31,NA,Competitions Master
"Bengaluru, Karnataka, India",10,NA,20,101,NA,NA,Discussion Expert
"Pune, Maharashtra, India",2,NA,3,314,NA,NA,Discussion Expert
"Bengaluru, Karnataka, India",NA,NA,NA,95,NA,NA,Discussion Expert
"Chennai, Tamil Nadu, India",NA,5,25,228,395,NA,Notebooks Expert
"Mumbai, Maharashtra, India",NA,1,5,105,971,NA,Notebooks Expert
"Jakarta, Jakarta, Indonesia",3,NA,4,167,NA,NA,Competitions Expert
"Dublin, County Dublin, Ireland",5,15,38,193,505,NA,Notebooks Expert
"Incheon, Incheon, South Korea",5,6,59,87,431,NA,Datasets Expert
"Colombo, Western Province, Sri Lanka",NA,4,14,165,348,NA,Datasets Expert
"Raipur, Chhattisgarh, India",NA,1,9,92,1010,NA,Notebooks Expert
"Stockholm, Stockholm County, Sweden",7,7,36,275,1241,NA,Notebooks Expert
"Coimbatore, Tamil Nadu, India",NA,4,7,181,421,NA,Datasets Expert
"Cairo, Cairo Governorate, Egypt",1,NA,6,88,1077,NA,Notebooks Expert
"Thiruvananthapuram, Kerala, India",2,6,16,110,NA,NA,Discussion Expert
"Seattle, Washington, United States",10,NA,1,108,NA,NA,Competitions Expert
"Challand-saint-anselme, Valle d'Aosta, Italy",4,2,7,90,NA,NA,Discussion Expert
"Manali, Himachal Pradesh, India",1,NA,NA,114,NA,NA,Discussion Expert
"College Station, Texas, United States",NA,NA,4,75,991,NA,Notebooks Expert
"São Bernardo do Campo, State of São Paulo, Brazil",1,3,5,138,552,NA,Datasets Expert
"Chattogram, Chittagong Division, Bangladesh",21,NA,NA,78,NA,NA,Competitions Expert
"Almaty, Almaty Province, Kazakhstan",1,NA,1,80,NA,NA,Discussion Expert
"Mumbai, Maharashtra, India",NA,NA,5,91,718,NA,Notebooks Expert
"Hyderabad, Telangana, India",5,1,NA,67,NA,NA,Discussion Expert
"Bangkok, Bangkok, Thailand",1,NA,NA,137,NA,NA,Discussion Expert
"Kyoto, Kyoto, Japan",5,NA,3,76,NA,NA,Discussion Expert
"Baltimore, Maryland, United States",7,7,18,131,309,NA,Competitions Expert
"Dresden, Saxony, Germany",26,NA,9,380,8,NA,Competitions Grandmaster
"İstanbul, Istanbul, Turkey",38,1,9,123,272,NA,Notebooks Expert
"Dallas, Texas, United States",7,1,1,112,NA,NA,Competitions Expert
"Hyderabad, Telangana, India",3,NA,28,169,387,NA,Notebooks Expert
"Kyiv, Ukraine",33,1,16,171,13,NA,Competitions Expert
NA,44,62,5,97,NA,NA,Competitions Master
"London, England, United Kingdom",34,3,103,379,25,NA,Notebooks Master
"Melbourne, Victoria, Australia",15,NA,26,222,61,NA,Notebooks Master
"Bern, Canton of Bern, Switzerland",11,NA,NA,92,NA,NA,Discussion Expert
"Dhaka, Dhaka Division, Bangladesh",2,6,46,114,484,NA,Datasets Expert
"Islamabad, Islamabad Capital Territory, Pakistan",31,1,12,83,325,NA,Notebooks Expert
"Winnipeg, Manitoba, Canada",15,5,25,138,NA,NA,Competitions Expert
"Stockholm, Stockholm County, Sweden",NA,NA,NA,88,NA,NA,Discussion Expert
"Noida, Uttar Pradesh, India",2,72,19,114,NA,NA,Discussion Expert
"London, England, United Kingdom",1,2,9,121,NA,NA,Discussion Expert
"Pune, Maharashtra, India",2,NA,14,164,541,NA,Notebooks Expert
"Sahibzada Ajit Singh Nagar, Punjab, India",NA,5,24,236,114,NA,Notebooks Master
"Nizhny Novgorod, Nizhny Novgorod Oblast, Russia",6,9,6,168,NA,NA,Competitions Expert
"Bhuj, Gujarat, India",8,1,28,268,129,NA,Notebooks Master
"Delhi, Delhi, India",1,1,5,132,405,NA,Notebooks Expert
"Aberdeen, Scotland, United Kingdom",22,NA,11,92,896,NA,Competitions Expert
"Gurugram, Haryana, India",NA,3,10,135,673,NA,Datasets Expert
"Bengaluru, Karnataka, India",NA,NA,7,90,1403,NA,Notebooks Expert
"Mumbai, Maharashtra, India",5,1,19,225,273,NA,Notebooks Expert
NA,NA,3,30,143,307,NA,Notebooks Expert
"Pune, Maharashtra, India",NA,NA,5,72,1826,NA,Notebooks Expert
"Aarhus, Denmark",1,10,27,124,401,NA,Datasets Expert
"Guelmim, Guelmim-Oued Noun, Morocco",NA,NA,5,103,342,NA,Notebooks Expert
"Mumbai, Maharashtra, India",1,3,15,123,1196,NA,Notebooks Expert
"Nellore, Andhra Pradesh, India",1,3,19,132,720,NA,Datasets Expert
"Chennai, Tamil Nadu, India",5,3,20,141,549,NA,Datasets Expert
"Coimbatore, Tamil Nadu, India",1,2,1,132,NA,NA,Discussion Expert
"Durgapur, West Bengal, India",8,1,21,96,980,NA,Notebooks Expert
"Lucknow, Uttar Pradesh, India",NA,6,11,101,952,NA,Datasets Expert
"Bengaluru, Karnataka, India",15,3,2,82,NA,NA,Competitions Expert
"Kanpur, Uttar Pradesh, India",NA,NA,5,66,866,NA,Notebooks Expert
"Kannur, Kerala, India",2,1,8,71,1231,NA,Notebooks Expert
"Dhaka, Dhaka Division, Bangladesh",NA,7,14,85,886,NA,Datasets Expert
"Adelaide, South Australia, Australia",6,NA,1,119,NA,NA,Competitions Expert
,151,31,87,161,95,NA,Competitions Master
NA,61,NA,5,125,NA,NA,Competitions Expert
"Moscow, Russia",19,NA,1,159,NA,NA,Competitions Master
"Athens, Greece",19,NA,23,190,149,NA,Notebooks Expert
"Copenhagen, Denmark",5,NA,13,108,23,NA,Notebooks Expert
"Mumbai, Maharashtra, India",4,NA,1,70,NA,NA,Discussion Expert
"Dandong, Liaoning, China",1,2,2,138,NA,NA,Discussion Expert
"Edmond, Oklahoma, United States",6,3,17,101,420,NA,Notebooks Expert
"Sydney, New South Wales, Australia",11,2,18,309,32,NA,Notebooks Master
"Honolulu, Hawaii, United States",26,NA,1,132,NA,NA,Competitions Master
"Los Angeles, California, United States",5,NA,1,130,NA,NA,Discussion Expert
"Santa Clara, California, United States",6,7,13,92,111,NA,Competitions Expert
Taiwan,26,1,1,180,NA,NA,Competitions Master
"Cambridge, Massachusetts, United States",1,NA,NA,141,NA,NA,Discussion Expert
"Heidelberg, Baden-Württemberg, Germany",14,NA,24,318,76,NA,Competitions Expert
"Coimbatore, Tamil Nadu, India",NA,2,10,126,413,NA,Notebooks Expert
"Paris, Île-de-France, France",1,NA,2,82,NA,NA,Discussion Expert
"Seongnam-si, Gyeonggi-do, South Korea",11,NA,15,232,238,NA,Competitions Expert
"Hyderabad, Telangana, India",2,5,14,234,355,NA,Notebooks Expert
"Warangal, Telangana, India",20,13,17,79,664,NA,Datasets Expert
"Vellore, Tamil Nadu, India",NA,1,3,76,NA,NA,Discussion Expert
"Bengaluru, Karnataka, India",7,32,30,222,448,NA,Notebooks Expert
"Bengaluru, Karnataka, India",1,4,9,91,NA,NA,Discussion Expert
"Bengaluru, Karnataka, India",1,NA,NA,221,NA,NA,Discussion Expert
"Udupi, Karnataka, India",1,NA,NA,68,NA,NA,Discussion Expert
"Natal, State of Rio Grande do Norte, Brazil",2,7,24,94,718,NA,Datasets Expert
"Chhatarpur, Madhya Pradesh, India",35,2,6,135,NA,NA,Discussion Expert
"İzmir, Izmir, Turkey",4,NA,7,218,163,NA,Notebooks Expert
"Coimbatore, Tamil Nadu, India",NA,1,6,96,NA,NA,Discussion Expert
"Chandigarh, Chandigarh, India",NA,1,14,127,NA,NA,Discussion Expert
"Hyderabad, Telangana, India",4,1,4,128,NA,NA,Discussion Expert
"Ranchi, Jharkhand, India",7,1,11,131,442,NA,Notebooks Expert
"Surat, Gujarat, India",1,3,6,114,454,NA,Datasets Expert
"Karur, Tamil Nadu, India",1,6,9,81,632,NA,Datasets Expert
"Bengaluru, Karnataka, India",NA,NA,8,96,1010,NA,Notebooks Expert
"Athens, Greece",85,NA,17,161,NA,NA,Competitions Master
"Tübingen, Baden-Württemberg, Germany",46,NA,15,280,217,NA,Competitions Expert
"London, England, United Kingdom",9,NA,NA,177,NA,NA,Competitions Expert
NA,160,1,NA,141,NA,NA,Competitions Expert
"Tokyo, Tokyo, Japan",52,12,20,110,NA,NA,Competitions Expert
"São Paulo, State of São Paulo, Brazil",18,3,43,773,12,NA,Notebooks Grandmaster
"Corvallis, Oregon, United States",13,4,29,212,105,NA,Competitions Expert
"Warsaw, Masovian Voivodeship, Poland",14,NA,3,102,NA,NA,Competitions Master
"Seattle, Washington, United States",16,NA,3,148,NA,NA,Competitions Expert
"Mumbai, Maharashtra, India",7,19,27,182,128,NA,Notebooks Master
"Munich, Bavaria, Germany",5,NA,25,193,114,NA,Competitions Expert
"Barcelona, Catalonia, Spain",NA,NA,NA,122,NA,NA,Discussion Expert
"Jaipur, Rajasthan, India",26,NA,15,175,405,NA,Notebooks Expert
"Duhok, Kurdistan Region, Iraq",5,NA,8,217,332,NA,Notebooks Expert
"New Delhi, Delhi, India",8,1,9,237,273,NA,Notebooks Expert
"São Bernardo do Campo, State of São Paulo, Brazil",1,2,19,156,373,NA,Notebooks Expert
"Cairo, Cairo Governorate, Egypt",6,3,6,104,NA,NA,Discussion Expert
"Bengaluru, Karnataka, India",NA,1,15,127,1032,NA,Notebooks Expert
"New Delhi, Delhi, India",1,3,5,80,426,NA,Datasets Expert
"Kozhikode, Kerala, India",7,NA,7,113,NA,NA,Discussion Expert
"Chelyabinsk, Chelyabinsk Oblast, Russia",2,2,8,229,363,NA,Notebooks Expert
"Pratapgarh, Uttar Pradesh, India",7,8,19,93,743,NA,Datasets Expert
