Country,Total Competitions,Total Datasets,Total Codes,Total Discussions,Highest Rank,Current Rank,Current Level
"Madurai, Tamil Nadu, India",51,15,61,666,115,NA,Notebooks Master
"Tokyo, Tokyo, Japan",28,NA,4,101,NA,NA,Competitions Master
"New York, New York, United States",11,NA,3,355,NA,NA,Competitions Master
"Tashkent, Tashkent Region, Uzbekistan",41,1,21,457,927,NA,Notebooks Expert
"Kolkata, West Bengal, India",20,10,39,405,86,NA,Notebooks Master
"Gwacheon-si, Gyeonggi-do, South Korea",40,25,7,299,NA,NA,Competitions Master
"Paris, Île-de-France, France",41,NA,3,151,NA,NA,Competitions Master
"Bengaluru, Karnataka, India",2,4,16,959,719,NA,Datasets Expert
"Bengaluru, Karnataka, India",73,4,5,230,871,NA,Competitions Expert
"Cumilla, Chittagong Division, Bangladesh",29,29,56,456,376,NA,Datasets Expert
"Saitama, Saitama, Japan",8,2,212,815,NA,41,Notebooks Master
"Peravali, Andhra Pradesh, India",1,3,14,436,203,NA,Notebooks Master
NA,23,1,10,824,353,NA,Competitions Master
"Chandannagar, West Bengal, India",5,5,15,658,129,NA,Notebooks Master
"Osaka, Osaka, Japan",11,2,9,120,129,NA,Competitions Expert
"Seattle, Washington, United States",8,1,17,350,363,NA,Competitions Master
NA,NA,20,16,646,210,NA,Notebooks Master
"Bahawalpur, Punjab, Pakistan",NA,7,21,171,176,NA,Datasets Master
"Bengaluru, Karnataka, India",NA,17,10,369,1538,NA,Datasets Expert
"Bahawalpur, Punjab, Pakistan",NA,3,11,99,224,NA,Notebooks Master
"New York, New York, United States",6,2,6,310,280,NA,Notebooks Expert
"St. Gallen, St. Gallen, Switzerland",22,25,24,250,NA,NA,Competitions Master
NA,54,NA,2,260,NA,NA,Competitions Grandmaster
"New York, New York, United States",37,30,5,160,120,NA,Competitions Grandmaster
"Chennai, Tamil Nadu, India",34,109,28,NA,85,NA,Discussion Master
"Tokyo, Tokyo, Japan",8,4,5,322,NA,NA,Competitions Grandmaster
"Campina Grande, State of Paraíba, Brazil",35,37,58,"1,180",40,NA,Notebooks Grandmaster
"Moscow, Russia",7,1,14,656,115,NA,Notebooks Master
NA,1,NA,NA,404,NA,NA,Discussion Expert
"Guangzhou, Guangdong Province, China",36,24,16,168,NA,NA,Competitions Grandmaster
"Hsinchu, Taiwan",68,84,23,276,58,NA,Competitions Grandmaster
NA,NA,1,13,569,NA,247,Notebooks Master
Japan,47,99,41,119,124,NA,Competitions Grandmaster
"Bengaluru, Karnataka, India",NA,5,5,765,520,NA,Datasets Expert
"Ho Chi Minh City, Ho Chi Minh City, Vietnam",NA,NA,11,521,165,NA,Notebooks Master
NA,26,7,37,250,297,NA,Notebooks Expert
"Lahore, Punjab, Pakistan",NA,NA,9,505,352,NA,Notebooks Expert
"Volos, Greece",225,9,17,863,718,NA,Competitions Grandmaster
NA,7,2,13,171,659,NA,Competitions Master
"Sacramento, California, United States",38,8,91,575,55,NA,Notebooks Grandmaster
"Mumbai, Maharashtra, India",17,215,17,576,143,NA,Datasets Grandmaster
"Kyiv, Ukraine",7,6,53,250,412,NA,Competitions Expert
NA,2,NA,31,843,186,NA,Notebooks Master
"Aswan, Aswan Governorate, Egypt",4,1,15,471,285,NA,Notebooks Master
"Seoul, Seoul, South Korea",63,16,33,591,45,NA,Notebooks Master
"Beirut, Beirut Governorate, Lebanon",5,4,41,"1,193",40,NA,Notebooks Master
"Hyderabad, Telangana, India",16,NA,3,361,NA,NA,Competitions Expert
"Kyiv, Ukraine",29,6,2,233,NA,NA,Competitions Grandmaster
"Saint Petersburg, Russia",16,3,17,344,29,NA,Notebooks Master
"Madrid, Community of Madrid, Spain",8,4,25,"1,646",27,NA,Notebooks Grandmaster
"New Delhi, Delhi, India",NA,7,11,342,243,NA,Notebooks Master
"Tokyo, Tokyo, Japan",44,10,29,290,11,NA,Competitions Grandmaster
"Chemnitz, Saxony, Germany",NA,NA,5,152,581,NA,Notebooks Expert
"Beijing, Beijing, China",12,148,9,175,NA,NA,Competitions Master
"Karachi, Sindh, Pakistan",NA,11,15,866,171,NA,Notebooks Master
"Warsaw, Masovian Voivodeship, Poland",44,4,9,333,NA,NA,Competitions Grandmaster
"Shanghai, Shanghai, China",27,9,8,406,452,NA,Competitions Master
"Fukuoka, Fukuoka, Japan",30,30,24,71,211,NA,Competitions Master
"Brisbane, Queensland, Australia",16,7,41,93,193,NA,Notebooks Master
"London, England, United Kingdom",13,NA,NA,282,NA,NA,Competitions Expert
"Tokyo, Tokyo, Japan",17,NA,5,85,504,NA,Competitions Master
"Singapore, Singapore",36,23,17,575,100,NA,Notebooks Master
"Frankfurt, Hesse, Germany",11,1,37,228,31,NA,Notebooks Grandmaster
"Gassaway, West Virginia, United States",37,17,42,341,135,NA,Notebooks Master
"Kolkata, West Bengal, India",13,34,67,322,58,NA,Notebooks Master
"Lviv, Lviv Oblast, Ukraine",76,24,16,274,211,NA,Competitions Master
NA,12,48,22,246,2077,NA,Competitions Master
"Bogotá, Bogota, Colombia",4,3,10,391,NA,467,Datasets Expert
"Tokyo, Tokyo, Japan",62,8,64,114,329,NA,Competitions Grandmaster
"İstanbul, İstanbul, Turkey",46,17,23,"2,411",35,NA,Datasets Grandmaster
"Dhaka, Dhaka Division, Bangladesh",9,8,14,203,831,NA,Notebooks Expert
"Chandigarh, Punjab, India",NA,1,3,418,NA,NA,Discussion Expert
"Selangor, Malaysia",22,5,17,356,248,NA,Notebooks Master
"Delhi, Delhi, India",5,9,19,522,1617,NA,Datasets Expert
"Sohawa, Punjab, Pakistan",NA,7,8,315,1806,NA,Datasets Expert
"Charlotte, North Carolina, United States",22,26,77,379,236,NA,Datasets Expert
"Seoul, Seoul, South Korea",23,10,15,498,126,NA,Competitions Master
"San Diego, California, United States",30,16,15,371,62,NA,Competitions Grandmaster
"Salt Lake City, Utah, United States",10,16,28,407,257,NA,Datasets Expert
"Seoul, Seoul, South Korea",4,1,11,490,238,NA,Notebooks Master
NA,2,1,15,352,247,NA,Notebooks Expert
"Menlo Park, California, United States",54,374,18,237,118,NA,Competitions Grandmaster
"Detroit, Michigan, United States",31,3,7,145,1089,NA,Competitions Master
"College Station, Texas, United States",33,64,22,288,NA,NA,Competitions Grandmaster
"Chakwal, Punjab, Pakistan",1,NA,8,309,NA,725,Notebooks Expert
"New York, New York, United States",26,3,11,329,1042,NA,Competitions Expert
"San Diego, California, United States",11,NA,6,234,NA,NA,Discussion Expert
"New York, New York, United States",17,7,23,530,142,NA,Notebooks Master
"Athens, Greece",46,41,16,493,575,NA,Competitions Master
"Saint Petersburg, Russia",24,15,17,168,204,NA,Competitions Expert
NA,60,6,27,647,1469,NA,Competitions Expert
"Earth, Texas, United States",14,16,14,131,517,NA,Competitions Expert
"Mumbai, Maharashtra, India",4,1,23,934,291,NA,Notebooks Expert
"Lille, Hauts-de-France, France",4,NA,NA,72,NA,NA,Discussion Expert
"El-Mahalla El-Kubra, Gharbia Governorate, Egypt",1,6,12,455,248,NA,Datasets Master
"Ahmedabad, Gujarat, India",14,34,76,370,125,NA,Datasets Expert
"Nowhere Else, Tasmania, Australia",10,3,NA,101,NA,NA,Competitions Master
"Lausanne, Vaud, Switzerland",8,7,14,127,178,NA,Competitions Expert
"Nanded, Maharashtra, India",17,50,4,336,NA,NA,Competitions Expert
,1,NA,NA,672,NA,NA,Discussion Expert
NA,NA,9,15,532,NA,162,Notebooks Master
"Noida, Uttar Pradesh, India",17,8,29,554,83,NA,Notebooks Master
"Gurugram, Haryana, India",18,27,29,458,69,NA,Notebooks Master
NA,6,NA,NA,71,NA,NA,Competitions Master
"Thane, Maharashtra, India",5,6,9,326,1378,NA,Datasets Expert
"Hangu, Khyber Pakhtunkhwa, Pakistan",NA,8,14,178,NA,260,Notebooks Master
"Toronto, Ontario, Canada",12,36,21,357,861,NA,Competitions Expert
"Montreal, Quebec, Canada",7,7,20,209,NA,150,Notebooks Master
"Paris, Île-de-France, France",41,6,12,438,288,NA,Competitions Master
"Mashhad, Razavi Khorasan Province, Iran",NA,8,9,436,NA,216,Datasets Expert
"Kansas City, Missouri, United States",2,1,8,"1,102",109,NA,Notebooks Expert
"Moscow, Russia",1,NA,5,379,285,NA,Notebooks Expert
"Kyoto, Kyoto, Japan",25,33,8,100,971,NA,Competitions Master
NA,1,1,6,405,946,NA,Notebooks Expert
NA,1,6,NA,299,NA,NA,Discussion Expert
NA,13,NA,NA,"1,200",NA,NA,Discussion Master
"Quimper, Brittany, France",59,2,46,"1,461",3,NA,Notebooks Grandmaster
"Gran, Innlandet, Norway",9,NA,NA,269,NA,NA,Competitions Grandmaster
"Beijing, Beijing, China",15,23,14,85,NA,NA,Competitions Master
"Taunsa, Punjab, Pakistan",NA,8,NA,126,NA,NA,Datasets Expert
"New Delhi, Delhi, India",NA,16,20,442,NA,348,Datasets Expert
"Seoul, Seoul, South Korea",26,NA,9,212,430,NA,Competitions Grandmaster
"Zhuhai, Guangdong Province, China",26,47,8,190,NA,NA,Competitions Master
"Tokyo, Tokyo, Japan",29,NA,7,271,NA,NA,Competitions Expert
"Tehran, Tehran Province, Iran",NA,5,19,503,265,NA,Datasets Expert
"Cologne, North Rhine-Westphalia, Germany",25,23,40,254,18,NA,Notebooks Grandmaster
"Minsk, Minsk Region, Belarus",26,2,1,126,NA,NA,Competitions Grandmaster
NA,11,6,15,170,503,NA,Notebooks Expert
"Suwon-si, Gyeonggi-do, South Korea",5,3,15,425,162,NA,Notebooks Master
"Montreal, Quebec, Canada",43,26,158,"1,181",79,NA,Notebooks Grandmaster
"Munich, Bavaria, Germany",19,2,25,590,276,NA,Competitions Master
