Country,Total Competitions,Total Datasets,Total Codes,Total Discussions,Highest Rank,Current Rank,Current Level
"Tabriz, East Azerbaijan Province, Iran",5,NA,11,142,422,NA,Notebooks Expert
"Delhi, Delhi, India",1,5,7,118,1086,NA,Notebooks Expert
"Howrah, West Bengal, India",6,9,17,96,1620,NA,Datasets Expert
NA,1,NA,10,112,695,NA,Notebooks Expert
NA,16,1,6,204,NA,NA,Competitions Master
"Saint Petersburg, Russia",30,NA,3,104,NA,NA,Competitions Grandmaster
"Chelyabinsk, Chelyabinsk Oblast, Russia",14,NA,1,138,NA,NA,Competitions Expert
"Atlanta, Georgia, United States",22,3,18,417,230,NA,Competitions Master
"São Paulo, State of São Paulo, Brazil",38,NA,3,95,NA,NA,Competitions Master
"Pune, Maharashtra, India",10,8,13,191,1213,NA,Datasets Expert
"Casablanca, Casablanca-Settat, Morocco",NA,NA,9,142,821,NA,Notebooks Expert
"Beijing, Beijing, China",26,NA,5,168,801,NA,Competitions Expert
"Paris, Île-de-France, France",NA,8,11,203,300,NA,Datasets Expert
"Kazan, Republic of Tatarstan, Russia",3,1,3,84,NA,NA,Discussion Expert
"Bengaluru, Karnataka, India",NA,1,15,328,191,NA,Notebooks Expert
"Dhaka, Dhaka Division, Bangladesh",3,1,7,99,414,NA,Notebooks Expert
"Gurugram, Haryana, India",3,NA,12,365,225,NA,Notebooks Master
"Haldwani, Uttarakhand, India",15,1,5,94,2826,NA,Notebooks Expert
"Almora, Uttarakhand, India",NA,NA,6,220,465,NA,Notebooks Expert
NA,1,1,3,114,NA,NA,Discussion Expert
"Chandannagar, West Bengal, India",NA,4,13,61,1545,NA,Datasets Expert
"Peshawar, Khyber Pakhtunkhwa, Pakistan",NA,NA,4,172,NA,NA,Discussion Expert
"Kolkata, West Bengal, India",1,3,18,137,271,NA,Notebooks Master
"Lahore, Punjab, Pakistan",NA,4,16,111,2079,NA,Datasets Expert
"New Delhi, Delhi, India",10,NA,65,220,64,NA,Notebooks Master
"Sorocaba, State of São Paulo, Brazil",6,NA,8,86,953,NA,Notebooks Expert
"New Delhi, Delhi, India",2,33,1,204,NA,NA,Datasets Expert
"Seoul, Seoul, South Korea",95,9,31,152,79,NA,Notebooks Master
"Paris, Île-de-France, France",23,74,7,191,218,NA,Competitions Grandmaster
"Chennai, Tamil Nadu, India",13,10,37,341,293,NA,Datasets Expert
"Singapore, Singapore",5,5,10,175,NA,NA,Discussion Expert
"Sofia, Sofia City Province, Bulgaria",2,7,2,123,NA,NA,Datasets Expert
"Belo Horizonte, State of Minas Gerais, Brazil",2,3,13,94,1112,NA,Notebooks Expert
"Montreal, Quebec, Canada",8,NA,NA,252,NA,NA,Competitions Expert
"New York, New York, United States",1,NA,20,392,131,NA,Notebooks Master
"Ahmedabad, Gujarat, India",3,3,9,101,976,NA,Datasets Expert
"Hyderabad, Telangana, India",15,5,NA,158,NA,NA,Discussion Expert
NA,1,1,12,197,216,NA,Notebooks Expert
"Moscow, Russia",2,2,11,119,NA,2080,Notebooks Expert
"Ottawa, Ontario, Canada",NA,NA,1,123,NA,NA,Discussion Expert
NA,NA,3,8,103,2059,NA,Datasets Expert
"Barcelona, Catalonia, Spain",6,NA,12,94,909,NA,Notebooks Expert
"Bengaluru, Karnataka, India",1,8,10,200,1014,NA,Datasets Expert
"Amherst, Massachusetts, United States",38,4,70,391,9,NA,Notebooks Grandmaster
"Shenzhen, Guangdong Province, China",5,NA,5,139,NA,NA,Competitions Expert
NA,2,NA,3,65,NA,NA,Discussion Expert
"San Jose, California, United States",1,NA,NA,269,NA,NA,Discussion Expert
"Hyderabad, Telangana, India",6,7,11,244,724,NA,Datasets Expert
NA,6,NA,2,70,NA,NA,Competitions Expert
"Bologna, Emilia-Romagna, Italy",14,1,30,245,312,NA,Notebooks Expert
"Gazipur, Dhaka Division, Bangladesh",22,17,56,280,137,NA,Datasets Expert
"Ahmedabad, Gujarat, India",4,NA,19,410,776,NA,Notebooks Expert
"Perth, Western Australia, Australia",12,6,75,187,293,NA,Datasets Expert
NA,8,NA,1,125,NA,NA,Competitions Expert
"Chandler, Texas, United States",NA,112,NA,129,NA,NA,Discussion Expert
"Moscow, Russia",25,11,88,297,163,NA,Competitions Expert
"Bengaluru, Karnataka, India",NA,22,18,174,1227,NA,Datasets Expert
"Kochi, Kerala, India",3,16,15,246,97,NA,Notebooks Master
NA,9,NA,NA,90,NA,NA,Discussion Expert
"Hyderabad, Telangana, India",NA,5,NA,136,NA,NA,Datasets Expert
"Thiruvananthapuram, Kerala, India",NA,3,13,190,407,NA,Datasets Expert
NA,13,5,22,130,276,NA,Notebooks Master
"Hyderabad, Telangana, India",51,16,27,166,694,NA,Competitions Expert
"New Delhi, Delhi, India",16,NA,13,127,1465,NA,Competitions Expert
"Rosice, South Moravian Region, Czechia",10,11,20,192,555,NA,Competitions Expert
"Osaka, Osaka, Japan",57,40,46,149,162,NA,Competitions Master
"Munich, Bavaria, Germany",32,7,9,86,1067,NA,Competitions Master
"Fayetteville, Arkansas, United States",55,10,7,210,444,NA,Competitions Master
"Hildesheim, Lower Saxony, Germany",8,NA,6,146,NA,NA,Discussion Expert
"New Delhi, Delhi, India",NA,4,11,308,302,NA,Datasets Expert
NA,12,4,48,502,124,NA,Notebooks Master
"Los Altos, California, United States",5,1,2,152,NA,NA,Competitions Expert
"Sreemangal, Sylhet Division, Bangladesh",16,9,2,182,NA,NA,Competitions Expert
"Blumenau, State of Santa Catarina, Brazil",1,4,6,288,NA,NA,Discussion Expert
"Viçosa, State of Minas Gerais, Brazil",3,31,292,220,640,NA,Notebooks Expert
"Pune, Maharashtra, India",1,NA,6,301,720,NA,Notebooks Expert
"Ranchi, Jharkhand, India",NA,2,NA,250,NA,NA,Discussion Expert
"Honolulu, Hawaii, United States",2,NA,4,114,NA,NA,Discussion Expert
NA,2,NA,24,84,NA,NA,Discussion Expert
"Bengaluru, Karnataka, India",15,4,91,516,25,NA,Notebooks Master
"Singapore, Singapore",43,22,44,155,600,NA,Datasets Expert
"Paris, Île-de-France, France",21,2,7,91,NA,NA,Competitions Expert
"Karachi, Sindh, Pakistan",3,5,18,392,305,NA,Datasets Expert
"Visakhapatnam, Andhra Pradesh, India",28,10,16,447,40,NA,Notebooks Master
"Hong Kong, Hong Kong",1,10,14,200,939,NA,Datasets Expert
"Pune, Maharashtra, India",4,15,12,110,977,NA,Datasets Expert
"Exeter, England, United Kingdom",NA,3,11,295,625,NA,Notebooks Expert
"Chandigarh, Punjab, India",10,5,21,477,103,NA,Notebooks Master
"Kharkiv, Kharkiv Oblast, Ukraine",3,3,20,97,828,NA,Datasets Expert
"Mangalore, Karnataka, India",27,5,12,182,182,NA,Notebooks Master
"New Delhi, Delhi, India",44,1,24,719,92,NA,Notebooks Master
"İstanbul, İstanbul, Turkey",NA,NA,NA,195,NA,NA,Discussion Expert
"Banswara, Rajasthan, India",5,NA,11,271,146,NA,Notebooks Expert
"Jaipur, Rajasthan, India",9,1,31,105,1170,NA,Notebooks Expert
"Singapore, Singapore",5,1,14,106,848,NA,Notebooks Expert
"Thiruvananthapuram, Kerala, India",2,1,11,175,710,NA,Notebooks Expert
"Karachi, Sindh, Pakistan",NA,28,3,153,NA,NA,Discussion Expert
"Mumbai, Maharashtra, India",1,19,NA,120,NA,NA,Discussion Expert
"Pune, Maharashtra, India",4,2,9,114,716,NA,Notebooks Expert
"Moscow, Russia",12,NA,2,52,NA,NA,Discussion Expert
"Gurugram, Haryana, India",NA,16,30,145,649,NA,Datasets Expert
"Sydney, New South Wales, Australia",1,NA,NA,77,NA,NA,Discussion Expert
"Chennai, Tamil Nadu, India",1,3,9,175,750,NA,Datasets Expert
"Menlo Park, California, United States",34,2,4,500,NA,NA,Competitions Master
NA,31,5,10,199,NA,NA,Competitions Grandmaster
"Dundee, Scotland, United Kingdom",37,5,14,136,1928,NA,Competitions Master
"London, England, United Kingdom",9,NA,13,112,1771,NA,Notebooks Expert
NA,NA,NA,3,86,NA,NA,Discussion Expert
"England, United Kingdom",3,2,3,99,NA,NA,Discussion Expert
"Montreal, Quebec, Canada",5,3,4,199,NA,NA,Competitions Master
