Country,Total Competitions,Total Datasets,Total Codes,Total Discussions,Highest Rank,Current Rank,Current Level
"Minsk, Minsk Region, Belarus",43,74,53,135,97,NA,Notebooks Master
"Montreal, Quebec, Canada",18,2,13,207,1074,NA,Competitions Expert
"Bath, England, United Kingdom",12,NA,7,277,197,NA,Notebooks Expert
"Mumbai, Maharashtra, India",4,2,5,106,848,NA,Notebooks Expert
"Kolkata, West Bengal, India",NA,3,5,202,449,NA,Notebooks Expert
"Tel Aviv-Yafo, Tel Aviv District, Israel",NA,4,21,191,615,NA,Datasets Expert
"Moscow, Russia",6,1,7,207,NA,NA,Discussion Expert
NA,NA,3,7,165,700,NA,Datasets Expert
NA,108,NA,45,174,54,NA,Notebooks Master
NA,105,NA,NA,426,NA,NA,Competitions Expert
"Rockville, Maryland, United States",2,NA,1,79,NA,NA,Discussion Expert
"Novosibirsk, Novosibirsk Oblast, Russia",16,NA,9,245,174,NA,Competitions Expert
"Hanoi, Hanoi, Vietnam",81,5,17,137,52,NA,Competitions Grandmaster
"Antibes, Provence-Alpes-Côte d'Azur, France",13,4,16,88,640,NA,Notebooks Expert
"Bengaluru, Karnataka, India",28,4,13,192,1096,NA,Competitions Expert
"Cork, County Cork, Ireland",29,3,11,231,1734,NA,Notebooks Expert
"Seoul, Seoul, South Korea",47,9,8,108,2233,NA,Competitions Expert
"Gurugram, Haryana, India",4,4,8,124,544,NA,Datasets Expert
NA,22,NA,24,102,726,NA,Notebooks Expert
"Greater Noida, Uttar Pradesh, India",NA,3,7,404,291,NA,Datasets Expert
NA,3,6,3,150,NA,NA,Discussion Expert
NA,10,NA,NA,142,NA,NA,Competitions Expert
"Kochi, Kerala, India",6,1,10,158,885,NA,Notebooks Expert
"Chandigarh, Chandigarh, India",5,12,4,130,NA,NA,Datasets Expert
"Puducherry, Puducherry, India",5,1,9,186,599,NA,Notebooks Expert
"Buenos Aires, Buenos Aires, Argentina",NA,NA,9,140,1945,NA,Notebooks Expert
"Bengaluru, Karnataka, India",43,3,10,305,406,NA,Competitions Expert
"Breda, North Brabant, Netherlands",6,2,8,387,86,NA,Notebooks Expert
"Mumbai, Maharashtra, India",1,13,19,123,927,NA,Datasets Expert
"New York, New York, United States",55,20,5,335,NA,NA,Competitions Expert
"Vijayawada, Andhra Pradesh, India",6,6,23,209,622,NA,Datasets Expert
"Delhi, Delhi, India",10,NA,7,224,726,NA,Notebooks Expert
"Karachi, Sindh, Pakistan",1,4,9,117,1347,NA,Datasets Expert
"Seoul, Seoul, South Korea",8,3,15,102,872,NA,Notebooks Expert
"Aurangabad, Maharashtra, India",1,4,3,154,NA,NA,Discussion Expert
NA,15,2,3,72,NA,NA,Discussion Expert
"Srikakulam, Andhra Pradesh, India",3,5,7,105,NA,NA,Datasets Expert
"Pamplona, Navarre, Spain",15,NA,13,239,121,NA,Competitions Master
"Tokyo, Tokyo, Japan",62,122,24,162,472,NA,Competitions Grandmaster
"Rio de Janeiro, State of Rio de Janeiro, Brazil",14,4,67,302,118,NA,Notebooks Master
"Gurugram, Haryana, India",2,5,37,849,110,NA,Notebooks Master
"Mumbai, Maharashtra, India",5,10,33,489,253,NA,Datasets Expert
"İstanbul, İstanbul, Turkey",4,NA,5,110,1041,NA,Notebooks Expert
"Lucknow, Uttar Pradesh, India",4,3,14,206,421,NA,Notebooks Expert
"Ho Chi Minh City, Ho Chi Minh City, Vietnam",12,21,46,323,NA,NA,Discussion Expert
"Kolkata, West Bengal, India",2,NA,14,298,155,NA,Notebooks Master
"Tbilisi, Tbilisi, Georgia",6,5,4,133,NA,NA,Discussion Expert
"Beijing, Beijing, China",26,12,11,82,451,NA,Competitions Master
NA,15,NA,14,119,1502,NA,Notebooks Expert
"Ahmedabad, Gujarat, India",NA,1,5,182,878,NA,Notebooks Expert
"Pune, Maharashtra, India",3,1,7,122,NA,NA,Discussion Expert
,12,7,13,123,1175,NA,Notebooks Expert
"Amritsar, Punjab, India",1,NA,5,125,NA,NA,Discussion Expert
"Karachi, Sindh, Pakistan",1,4,16,193,605,NA,Datasets Expert
,26,NA,3,461,NA,NA,Competitions Expert
"Houston, Texas, United States",9,NA,5,179,NA,NA,Competitions Expert
"Ambala, Haryana, India",NA,1,51,173,NA,231,Notebooks Expert
"Nagoya, Aichi, Japan",43,13,5,131,NA,NA,Competitions Master
NA,32,3,19,145,929,NA,Notebooks Expert
"Feni, Chittagong Division, Bangladesh",20,6,35,312,268,NA,Notebooks Master
"Lisbon, Lisbon, Portugal",2,1,5,138,NA,NA,Discussion Expert
"Millbrae, California, United States",9,6,NA,103,NA,NA,Discussion Expert
"Baku, Azerbaijan",5,NA,9,100,509,NA,Notebooks Expert
"Ernakulam, Kerala, India",NA,6,8,134,375,NA,Datasets Expert
"Rajshahi, Rajshahi Division, Bangladesh",1,3,3,117,NA,NA,Discussion Expert
"Taipei, Taiwan",34,1,33,204,176,NA,Competitions Master
"New Delhi, Delhi, India",2,4,27,161,155,NA,Notebooks Master
"Berlin, Berlin, Germany",4,NA,1,291,NA,NA,Discussion Expert
"Boston, Massachusetts, United States",3,2,4,231,NA,NA,Competitions Expert
"Moscow, Russia",11,NA,7,150,162,NA,Notebooks Expert
NA,9,10,9,129,931,NA,Datasets Expert
"Pune, Maharashtra, India",1,6,25,197,503,NA,Datasets Expert
"Pune, Maharashtra, India",1,4,5,127,NA,NA,Discussion Expert
"Pune, Maharashtra, India",1,6,12,103,1273,NA,Datasets Expert
"Toronto, Ontario, Canada",64,NA,5,267,NA,NA,Competitions Grandmaster
NA,18,NA,1,302,NA,NA,Competitions Expert
"Hà Nội, Vietnam",12,64,45,491,79,NA,Competitions Master
"Sydney, New South Wales, Australia",14,5,1,180,NA,NA,Competitions Expert
"Wrocław, Lower Silesian Voivodeship, Poland",23,NA,5,105,2996,NA,Competitions Expert
"Porbandar, Gujarat, India",2,1,7,139,1475,NA,Notebooks Expert
"Ranchi, Jharkhand, India",NA,1,5,89,NA,NA,Discussion Expert
"Karachi, Sindh, Pakistan",2,19,8,80,324,NA,Datasets Expert
"Bengaluru, Karnataka, India",2,6,13,90,1021,NA,Datasets Expert
"Toronto, Ontario, Canada",NA,4,6,127,703,NA,Datasets Expert
"Kochi, Kerala, India",7,1,14,619,223,NA,Notebooks Master
"Prague, Prague, Czechia",18,16,15,256,165,NA,Competitions Expert
"Chengdu, Sichuan, China",41,7,25,213,1748,NA,Competitions Master
NA,10,7,22,102,613,NA,Notebooks Expert
"Shenzhen, Guangdong Province, China",38,1,NA,403,NA,NA,Competitions Grandmaster
"Paris, Île-de-France, France",18,1,17,234,123,NA,Notebooks Master
"Essen, North Rhine-Westphalia, Germany",32,4,31,177,819,NA,Competitions Expert
NA,4,NA,1,129,NA,NA,Discussion Expert
"Navi Mumbai, Maharashtra, India",1,1,13,353,345,NA,Notebooks Expert
"New Delhi, Delhi, India",7,NA,NA,66,NA,NA,Discussion Expert
"Edmonton, Alberta, Canada",1,3,3,189,NA,NA,Datasets Expert
"Boise, Idaho, United States",50,NA,6,365,NA,NA,Competitions Master
"Shanghai, Shanghai, China",33,10,11,182,345,NA,Competitions Master
"Tokyo, Tokyo, Japan",29,10,3,90,NA,NA,Competitions Grandmaster
"Madrid, Community of Madrid, Spain",12,NA,1,175,NA,NA,Competitions Expert
"Phagwara, Punjab, India",1,5,19,459,263,NA,Datasets Expert
"Warangal, Telangana, India",23,8,23,122,1128,NA,Notebooks Expert
"Bengaluru, Karnataka, India",NA,NA,2,104,NA,NA,Discussion Expert
"Howrah, West Bengal, India",6,1,12,431,339,NA,Notebooks Expert
"Roorkee, Uttarakhand, India",9,6,5,267,NA,NA,Datasets Expert
"Thiruvananthapuram, Kerala, India",13,1,15,277,404,NA,Competitions Expert
"Kawasaki, Kanagawa, Japan",9,8,17,125,846,NA,Datasets Expert
,11,2,NA,102,NA,NA,Discussion Expert
"Coimbatore, Tamil Nadu, India",9,4,12,125,969,NA,Datasets Expert
"Chennai, Tamil Nadu, India",2,NA,1,107,NA,NA,Discussion Expert
NA,2,1,NA,92,NA,NA,Discussion Expert
"Panama City, Panama, Panama",1,1,1,93,NA,NA,Discussion Expert
"İstanbul, İstanbul, Turkey",2,NA,15,88,778,NA,Notebooks Expert
"Orvault, Pays de la Loire, France",388,"1,236",142,102,332,NA,Competitions Master
"Bydgoszcz, Kuyavian-Pomeranian Voivodeship, Poland",105,NA,61,439,63,NA,Competitions Expert
"Paris, Île-de-France, France",1,NA,19,582,248,NA,Notebooks Master
"Surabaya, East Java, Indonesia",13,6,5,92,1589,NA,Datasets Expert
"Hyderabad, Telangana, India",4,2,3,309,NA,NA,Discussion Expert
"Lyon, Auvergne-Rhône-Alpes, France",56,9,29,335,1119,NA,Notebooks Expert
"Turin, Piedmont, Italy",1,4,7,338,635,NA,Datasets Expert
NA,2,2,11,142,1192,NA,Notebooks Expert
"Hamedan, Hamadan Province, Iran",NA,7,8,112,421,NA,Datasets Expert
"Seattle, Washington, United States",68,4,9,77,1823,NA,Competitions Expert
"Mumbai, Maharashtra, India",3,NA,7,157,2326,NA,Notebooks Expert
"San José, San José Province, Costa Rica",19,NA,12,720,75,NA,Notebooks Master
NA,66,16,65,255,113,NA,Notebooks Master
"Dhaka, Dhaka Division, Bangladesh",2,12,18,221,323,NA,Datasets Master
"Seoul, Seoul, South Korea",2,1,17,97,2267,NA,Notebooks Expert
"Bengaluru, Karnataka, India",45,3,1,284,NA,NA,Competitions Expert
NA,1,NA,5,113,1508,NA,Notebooks Expert
,23,4,29,131,1158,NA,Notebooks Expert
"Damoh, Madhya Pradesh, India",25,1,30,159,292,NA,Competitions Expert
"Novi Sad, Vojvodina, Serbia",6,4,23,115,202,NA,Notebooks Master
"Greensboro, North Carolina, United States",NA,1,5,152,1493,NA,Notebooks Expert
"Mysuru, Karnataka, India",3,NA,NA,90,NA,NA,Discussion Expert
NA,NA,3,3,85,NA,NA,Datasets Expert
NA,2,NA,NA,122,NA,NA,Discussion Expert
NA,NA,3,22,141,265,NA,Notebooks Master
"Paderborn, North Rhine-Westphalia, Germany",1,NA,6,114,712,NA,Notebooks Expert
"Shanghai, Shanghai, China",16,6,1,125,NA,NA,Competitions Master
"Boston, Massachusetts, United States",49,1,24,821,12,NA,Competitions Master
NA,44,NA,NA,111,NA,NA,Competitions Expert
"Chennai, Tamil Nadu, India",9,23,30,298,582,NA,Datasets Master
"Kobe, Hyogo, Japan",56,24,"1,272",NA,22,NA,Datasets Expert
"Bengaluru, Karnataka, India",22,3,22,344,604,NA,Competitions Expert
"Noida, Uttar Pradesh, India",3,3,7,151,731,NA,Notebooks Expert
"Tunis, Tunis, Tunisia",3,NA,10,123,472,NA,Notebooks Expert
"Berlin, Berlin, Germany",9,1,12,143,2574,NA,Notebooks Expert
"Alexandria, Alexandria Governorate, Egypt",NA,NA,13,513,205,NA,Notebooks Master
"Palo Alto, California, United States",NA,5,2,79,NA,NA,Discussion Expert
"Meta, Missouri, United States",15,33,55,104,457,NA,Datasets Expert
NA,20,1,3,75,NA,NA,Competitions Expert
"Palo Alto, California, United States",2,4,3,188,NA,NA,Datasets Expert
"El Jem, Mahdia, Tunisia",2,6,31,214,318,NA,Datasets Expert
"Tabriz, East Azerbaijan Province, Iran",NA,NA,24,161,302,NA,Notebooks Expert
,1,3,NA,75,NA,NA,Datasets Expert
"Groningen, Groningen, Netherlands",6,3,4,83,NA,NA,Discussion Expert
"Varanasi, Uttar Pradesh, India",17,5,10,526,48,NA,Competitions Expert
"Houston, Texas, United States",51,NA,21,239,NA,NA,Competitions Expert
"Beijing, Beijing, China",29,13,8,83,NA,NA,Competitions Grandmaster
"Toronto, Ontario, Canada",13,1,4,213,NA,NA,Competitions Expert
"Toronto, Ontario, Canada",14,11,4,529,NA,NA,Discussion Expert
"Dubai, Dubai, United Arab Emirates",3,1,8,213,NA,NA,Discussion Expert
NA,4,1,7,87,NA,NA,Discussion Expert
"Hyderabad, Telangana, India",61,2,2,194,NA,NA,Competitions Expert
"Bengaluru, Karnataka, India",NA,1,1,86,NA,NA,Discussion Expert
"Frankfurt, Hessen, Germany",1,NA,20,430,329,NA,Notebooks Expert
"Bengaluru, Karnataka, India",NA,NA,7,88,NA,NA,Discussion Expert
NA,3,4,15,157,1601,NA,Notebooks Expert
NA,110,1,75,"1,477",14,NA,Competitions Grandmaster
NA,7,NA,7,163,341,NA,Competitions Master
"Vancouver, British Columbia, Canada",18,NA,1,90,NA,NA,Competitions Master
NA,5,NA,11,102,989,NA,Notebooks Expert
"İstanbul, İstanbul, Turkey",8,22,18,312,115,NA,Datasets Master
NA,15,15,15,146,47,NA,Competitions Expert
"Courbevoie, Île-de-France, France",5,1,16,103,512,NA,Notebooks Expert
"New Delhi, Delhi, India",3,3,12,332,175,NA,Notebooks Master
"Tbilisi, Tbilisi, Georgia",1,1,6,156,2149,NA,Notebooks Expert
"Porto Alegre, State of Rio Grande do Sul, Brazil",4,2,10,97,274,NA,Notebooks Expert
"New York, New York, United States",4,7,8,185,NA,NA,Datasets Expert
"Fuzhou, Fujian, China",27,67,21,417,NA,NA,Competitions Master
"Hildesheim, Lower Saxony, Germany",NA,2,9,268,536,NA,Notebooks Expert
"Lima, Callao Region, Peru",13,6,7,148,572,NA,Datasets Expert
Jammu,13,6,33,166,429,NA,Datasets Expert
NA,NA,NA,12,152,539,NA,Notebooks Expert
"New York, New York, United States",16,3,3,105,NA,NA,Competitions Expert
"Cádiz, Andalusia, Spain",47,NA,6,129,NA,NA,Competitions Expert
"San Francisco, California, United States",5,7,12,191,2969,NA,Notebooks Expert
"Princeton, New Jersey, United States",34,NA,7,115,2112,NA,Competitions Master
"London, England, United Kingdom",NA,1,5,120,1616,NA,Notebooks Expert
"Vladikavkaz, North Ossetia–Alania Republic, Russia",8,1,NA,126,NA,NA,Competitions Expert
"Karachi, Sindh, Pakistan",NA,NA,6,305,586,NA,Notebooks Expert
NA,26,NA,NA,90,NA,NA,Competitions Expert
"İstanbul, İstanbul, Turkey",1,NA,3,130,NA,NA,Discussion Expert
"Mumbai, Maharashtra, India",1,4,8,92,740,NA,Notebooks Expert
NA,8,16,19,128,120,NA,Notebooks Master
,5,3,2,103,NA,NA,Discussion Expert
NA,26,3,17,117,1126,NA,Notebooks Expert
"Frankfurt, Hesse, Germany",34,2,11,127,272,NA,Competitions Expert
"Tokyo, Tokyo, Japan",28,NA,6,156,NA,NA,Competitions Grandmaster
"Gainesville, Florida, United States",14,5,7,129,1601,NA,Competitions Expert
"Yerevan, Yerevan, Armenia",19,1,2,125,NA,NA,Discussion Expert
"Yokohama, Kanagawa, Japan",40,87,30,100,90,NA,Competitions Grandmaster
"Singapore, Singapore",115,195,60,481,28,NA,Notebooks Grandmaster
"Ghaziabad, Uttar Pradesh, India",16,18,18,243,403,NA,Datasets Master
"Toronto, Ontario, Canada",20,1,1,294,NA,NA,Competitions Expert
"Budapest, Hungary",29,81,36,180,157,NA,Notebooks Master
"São Paulo, State of São Paulo, Brazil",NA,NA,2,78,NA,NA,Discussion Expert
"Munshiganj, Dhaka Division, Bangladesh",10,4,17,220,501,NA,Datasets Expert
"Kolkata, West Bengal, India",2,1,8,142,734,NA,Notebooks Expert
"Chicago, Illinois, United States",38,15,10,103,656,NA,Notebooks Expert
"Seoul, Seoul, South Korea",18,9,5,55,1911,NA,Datasets Expert
"Amman, Amman Governorate, Jordan",NA,1,21,267,1169,NA,Notebooks Expert
"Karachi, Sindh, Pakistan",3,1,12,160,635,NA,Notebooks Expert
"Hangzhou, Zhejiang, China",5,6,14,89,608,NA,Datasets Expert
"Karachi, Sindh, Pakistan",NA,16,19,112,1245,NA,Notebooks Expert
NA,2,NA,4,126,NA,NA,Discussion Expert
"Brasília, Federal District, Brazil",16,9,4,107,NA,NA,Competitions Expert
"Santa Clara, California, United States",10,NA,19,290,NA,NA,Competitions Master
"Hyderabad, Telangana, India",5,NA,7,213,NA,NA,Discussion Expert
"Santiago, Santiago Metropolitan Region, Chile",3,3,7,516,606,NA,Datasets Expert
"San Jose, California, United States",9,6,19,337,98,NA,Competitions Master
NA,7,4,17,235,119,NA,Datasets Expert
"Singapore, Singapore",12,14,6,180,NA,NA,Competitions Expert
,2,NA,21,119,801,NA,Notebooks Expert
"Moscow, Russia",58,NA,4,365,NA,NA,Competitions Expert
