Country,Total Competitions,Total Datasets,Total Codes,Total Discussions,Highest Rank,Current Rank,Current Level
"Chennai, Tamil Nadu, India",4,1,8,192,62,NA,Notebooks Expert
"Buffalo, New York, United States",4,NA,9,189,NA,NA,Discussion Expert
"New Delhi, Delhi, India",1,3,48,189,NA,NA,Discussion Expert
"Guangzhou, Guangdong Province, China",10,1,1,158,NA,NA,Competitions Expert
"Renningen, Baden-Württemberg, Germany",3,NA,NA,201,NA,NA,Competitions Expert
"Boston, Massachusetts, United States",1,NA,6,124,199,NA,Notebooks Expert
"São Paulo, State of São Paulo, Brazil",8,4,19,111,70,NA,Notebooks Expert
"Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",6,NA,NA,119,NA,NA,Competitions Expert
"Bengaluru, Karnataka, India",NA,NA,1,134,NA,NA,Discussion Expert
"Sundsvall, Västernorrland County, Sweden",10,NA,NA,78,NA,NA,Discussion Expert
"Bazpur, Uttarakhand, India",7,2,6,92,505,NA,Notebooks Expert
"Bergen, Vestland, Norway",NA,NA,6,170,NA,NA,Discussion Expert
"Moscow, Russia",10,NA,2,78,NA,NA,Discussion Expert
"Warsaw, Masovian Voivodeship, Poland",NA,NA,13,111,345,NA,Notebooks Expert
"Noida, Uttar Pradesh, India",NA,NA,1,63,NA,NA,Discussion Expert
"Los Angeles, California, United States",3,NA,NA,92,NA,NA,Discussion Expert
NA,81,NA,3,204,NA,NA,Competitions Master
NA,20,NA,9,133,220,NA,Competitions Master
"Oakland, California, United States",NA,1,35,173,NA,NA,Discussion Expert
NA,22,1,1,136,NA,NA,Competitions Grandmaster
"Nashville, Tennessee, United States",5,2,9,353,NA,NA,Competitions Expert
"New York, New York, United States",24,NA,8,141,242,NA,Competitions Expert
"Mumbai, Maharashtra, India",1,2,25,259,10,NA,Notebooks Master
"Bengaluru, Karnataka, India",128,3,13,69,38,NA,Notebooks Master
"Moscow, Russia",4,NA,1,100,NA,NA,Discussion Expert
"San Francisco, California, United States",23,NA,NA,188,NA,NA,Competitions Master
"Bengaluru, Karnataka, India",4,1,25,173,NA,NA,Discussion Expert
"Gurugram, Haryana, India",7,2,15,126,116,NA,Notebooks Expert
"New York, New York, United States",3,NA,6,231,NA,NA,Discussion Expert
"Jammu, Himachal Pradesh, India",5,NA,1,168,NA,NA,Discussion Expert
"Shanghai, Shanghai, China",2,NA,5,132,83,NA,Notebooks Expert
"Stavanger, Rogaland, Norway",22,NA,NA,78,NA,NA,Competitions Expert
"Philadelphia, Pennsylvania, United States",10,1,4,106,NA,NA,Competitions Expert
"Ambala, Haryana, India",11,1,14,199,1628,NA,Notebooks Expert
"Bengaluru, Karnataka, India",NA,NA,NA,105,NA,NA,Discussion Expert
"Paris, Île-de-France, France",7,1,3,183,NA,NA,Competitions Expert
"Curitiba, State of Paraná, Brazil",1,NA,NA,80,NA,NA,Discussion Expert
"Saint Petersburg, Russia",2,16,9,82,773,NA,Datasets Expert
"Mymensingh, Dhaka Division, Bangladesh",NA,NA,NA,149,NA,NA,Discussion Expert
"Kanazawa, Ishikawa, Japan",16,NA,NA,73,NA,NA,Discussion Expert
NA,28,NA,1,207,NA,NA,Competitions Grandmaster
"Singapore, Singapore",34,NA,32,174,NA,NA,Competitions Master
"Bern, Canton of Bern, Switzerland",22,1,2,220,NA,NA,Competitions Master
"Worcester, Massachusetts, United States",5,NA,9,149,NA,NA,Discussion Expert
"London, England, United Kingdom",43,NA,11,168,NA,NA,Competitions Expert
"Santiago, Santiago Metropolitan Region, Chile",43,NA,27,144,95,NA,Competitions Grandmaster
"Arizona, United States",39,1,13,227,32,NA,Competitions Expert
NA,13,1,7,146,NA,NA,Competitions Expert
"Gurugram, Haryana, India",52,NA,38,115,134,NA,Competitions Master
NA,7,NA,6,101,NA,NA,Discussion Expert
"Bengaluru, Karnataka, India",1,1,8,111,115,NA,Notebooks Expert
"Mountain View, California, United States",2,3,32,194,63,NA,Notebooks Master
"Khairpur, Sindh, Pakistan",6,4,3,334,NA,NA,Discussion Expert
"Buenos Aires, Buenos Aires, Argentina",11,NA,27,261,NA,NA,Competitions Expert
"Cambridge, Massachusetts, United States",28,NA,NA,102,NA,NA,Competitions Master
"Karlsruhe, Baden-Württemberg, Germany",7,NA,NA,270,NA,NA,Competitions Master
"London, England, United Kingdom",1,NA,2,335,NA,NA,Discussion Expert
"Rotterdam, South Holland, Netherlands",8,NA,NA,98,NA,NA,Competitions Expert
"Bengaluru, Karnataka, India",3,2,8,127,133,NA,Notebooks Expert
"Paris, Île-de-France, France",15,1,6,330,NA,NA,Competitions Expert
"Paris, Île-de-France, France",3,NA,NA,147,NA,NA,Discussion Expert
"Kolkata, West Bengal, India",1,NA,3,123,NA,NA,Discussion Expert
"New Delhi, Delhi, India",1,3,12,150,411,NA,Notebooks Expert
NA,6,NA,1,82,NA,NA,Discussion Expert
"İstanbul, İstanbul, Turkey",3,5,2,93,NA,NA,Discussion Expert
"Mountain View, California, United States",14,NA,5,131,NA,NA,Competitions Expert
"Bengaluru, Karnataka, India",9,NA,NA,142,NA,NA,Discussion Expert
"Sydney, New South Wales, Australia",7,2,331,342,NA,NA,Competitions Expert
"Dubai, Dubai, United Arab Emirates",6,18,24,232,345,NA,Competitions Master
NA,54,NA,1,242,NA,NA,Competitions Master
"Singapore, Singapore",41,NA,5,328,NA,NA,Competitions Grandmaster
"Palo Alto, California, United States",NA,NA,229,294,13,NA,Notebooks Master
"Bengaluru, Karnataka, India",33,NA,8,132,124,NA,Notebooks Expert
"Stavanger, Rogaland, Norway",20,NA,13,278,58,NA,Competitions Expert
"London, England, United Kingdom",9,NA,7,134,274,NA,Notebooks Expert
"New Delhi, Delhi, India",13,NA,20,121,135,NA,Notebooks Expert
"Beijing, Beijing, China",12,NA,3,191,NA,NA,Competitions Master
Canada,5,NA,10,152,143,NA,Notebooks Expert
"Vancouver, British Columbia, Canada",3,NA,10,141,105,NA,Notebooks Expert
"Virginia Beach, Virginia, United States",10,NA,18,279,115,NA,Notebooks Expert
"Chennai, Tamil Nadu, India",15,NA,6,122,297,NA,Competitions Expert
"Bordeaux, Nouvelle-Aquitaine, France",24,NA,16,214,71,NA,Notebooks Master
"Boston, Massachusetts, United States",8,11,22,202,7,NA,Notebooks Master
"Los Angeles, California, United States",67,NA,3,117,NA,NA,Competitions Expert
"Denver, Colorado, United States",15,1,8,176,208,NA,Notebooks Expert
"Lisbon, Lisbon, Portugal",15,NA,2,128,NA,NA,Competitions Expert
"Hanover, Lower Saxony, Germany",19,NA,9,132,137,NA,Notebooks Expert
"Amsterdam, North Holland, Netherlands",3,1,1,102,NA,NA,Competitions Expert
"İzmir, Izmir, Turkey",3,NA,23,231,122,NA,Notebooks Master
"Magdeburg, Saxony-Anhalt, Germany",1,3,14,184,77,NA,Notebooks Master
"Washington, District of Columbia, United States",4,NA,4,114,NA,NA,Discussion Expert
"Cagliari, Sardinia, Italy",NA,3,7,112,299,NA,Notebooks Expert
"Moscow, Russia",2,NA,NA,99,NA,NA,Discussion Expert
"Jerusalem, Jerusalem District, Israel",4,NA,10,142,162,NA,Notebooks Expert
"Vancouver, British Columbia, Canada",3,2,7,141,123,NA,Notebooks Expert
"Seattle, Washington, United States",26,NA,NA,101,NA,NA,Competitions Master
"Burlington, North Carolina, United States",30,NA,1,111,NA,NA,Competitions Expert
"Toronto, Ontario, Canada",22,NA,NA,131,NA,NA,Competitions Grandmaster
NA,17,NA,4,153,NA,NA,Competitions Expert
"Bengaluru, Karnataka, India",11,NA,NA,92,NA,NA,Competitions Expert
NA,9,4,46,275,4,NA,Competitions Expert
"Stavanger, Rogaland, Norway",1,2,2,81,NA,NA,Discussion Expert
"Toronto, Ontario, Canada",2,3,49,221,26,NA,Notebooks Master
"Stockholm, Stockholm County, Sweden",8,NA,2,142,NA,NA,Competitions Expert
"Warsaw, Masovian Voivodeship, Poland",32,NA,23,90,79,NA,Competitions Master
"London, England, United Kingdom",12,NA,29,308,1,NA,Notebooks Grandmaster
"Frankfurt, Hessen, Germany",20,NA,24,161,12,NA,Competitions Expert
"San Diego, California, United States",NA,NA,1,83,NA,NA,Discussion Expert
"Paris, Île-de-France, France",3,4,12,146,963,NA,Notebooks Expert
"Austin, Texas, United States",13,3,11,102,546,NA,Notebooks Expert
"Barishal, Barisal Division, Bangladesh",5,9,35,174,90,NA,Notebooks Expert
"Istanbul, Istanbul, Turkey",NA,NA,33,853,4,NA,Notebooks Grandmaster
"Ranchi, Jharkhand, India",11,NA,30,118,NA,NA,Discussion Expert
"Hyderabad, Telangana, India",5,NA,1,150,NA,NA,Discussion Expert
"Tokyo, Tokyo, Japan",11,1,31,124,275,NA,Notebooks Expert
"Gurugram, Haryana, India",NA,NA,7,71,332,NA,Notebooks Expert
"Tiruchirappalli, Tamil Nadu, India",2,NA,1,143,NA,NA,Discussion Expert
NA,16,NA,7,161,NA,NA,Competitions Grandmaster
NA,68,NA,13,351,NA,NA,Competitions Grandmaster
"Mountain View, California, United States",20,NA,1,343,NA,NA,Discussion Expert
"San Mateo, California, United States",77,1,23,306,14,NA,Competitions Master
"St. Louis, Missouri, United States",42,NA,NA,228,NA,NA,Competitions Expert
"New York, New York, United States",35,NA,10,197,NA,NA,Competitions Grandmaster
"Germiston, Gauteng, South Africa",103,NA,7,272,NA,NA,Competitions Expert
NA,28,NA,20,101,29,NA,Competitions Expert
,21,NA,7,264,NA,NA,Competitions Master
NA,21,NA,15,156,6,NA,Competitions Expert
NA,13,NA,18,124,1,NA,Competitions Master
NA,64,NA,42,165,223,NA,Competitions Master
"London, England, United Kingdom",4,1,5,78,NA,NA,Discussion Expert
NA,19,NA,8,149,NA,NA,Competitions Master
"Philadelphia, Pennsylvania, United States",20,NA,40,163,8,NA,Notebooks Master
"Tianjin, Tianjin, China",9,NA,4,123,NA,NA,Competitions Expert
"New York, New York, United States",1,NA,21,243,123,NA,Notebooks Expert
"Claremont, California, United States",2,2,20,168,85,NA,Notebooks Expert
"Chennai, Tamil Nadu, India",6,NA,13,169,154,NA,Notebooks Expert
"Ghent, Flanders, Belgium",2,NA,4,197,NA,NA,Competitions Expert
NA,12,NA,3,112,NA,NA,Competitions Master
"Taipei, Taiwan",9,4,27,148,94,NA,Notebooks Expert
"London, England, United Kingdom",3,NA,6,122,217,NA,Notebooks Expert
"Visakhapatnam, Andhra Pradesh, India",10,3,6,163,NA,NA,Discussion Expert
NA,NA,1,11,185,NA,NA,Discussion Expert
"Seville, Andalusia, Spain",61,NA,2,236,NA,NA,Competitions Grandmaster
"Derp, North Brabant, Netherlands",46,NA,15,133,176,NA,Competitions Expert
NA,1,5,NA,200,NA,NA,Discussion Expert
NA,9,NA,NA,102,NA,NA,Competitions Grandmaster
NA,107,NA,21,172,43,NA,Competitions Grandmaster
"Los Angeles, California, United States",19,NA,1,147,NA,NA,Competitions Master
NA,25,NA,13,242,15,NA,Competitions Grandmaster
"Seattle, Washington, United States",24,NA,NA,382,NA,NA,Competitions Grandmaster
"Pisa, Tuscany, Italy",30,1,5,128,NA,NA,Competitions Master
NA,16,NA,7,80,298,NA,Competitions Grandmaster
"Maine, Maine, United States",88,NA,26,218,14,NA,Competitions Expert
"Dublin, County Dublin, Ireland",12,NA,2,220,NA,NA,Competitions Expert
NA,11,2,2,237,NA,NA,Competitions Expert
"Madrid, Community of Madrid, Spain",25,NA,3,108,NA,NA,Competitions Master
"Milwaukee, Wisconsin, United States",1,NA,32,210,9,NA,Notebooks Expert
"Bengaluru, Karnataka, India",10,3,13,164,28,NA,Competitions Expert
NA,13,NA,6,152,NA,NA,Competitions Master
"New York, New York, United States",25,NA,75,113,1,NA,Competitions Master
"Oxford, England, United Kingdom",8,NA,2,146,NA,NA,Competitions Master
"Santa Clara, California, United States",12,NA,5,159,NA,NA,Competitions Expert
"Belo Horizonte, State of Minas Gerais, Brazil",19,NA,4,90,NA,NA,Competitions Expert
"Berlin, Berlin, Germany",NA,3,357,188,299,NA,Notebooks Expert
"Seattle, Washington, United States",15,NA,2,204,NA,NA,Competitions Expert
"Marrakesh, Marrakesh-Safi, Morocco",19,NA,5,176,NA,NA,Competitions Expert
"Maputo, Maputo, Mozambique",16,NA,40,224,NA,NA,Competitions Expert
"Atlanta, Georgia, United States",2,1,8,223,8,NA,Notebooks Expert
"London, England, United Kingdom",4,NA,5,99,NA,NA,Discussion Expert
"Amsterdam, North Holland, Netherlands",7,NA,15,169,88,NA,Competitions Expert
NA,19,NA,9,121,38,NA,Competitions Master
"Tempe, Arizona, United States",4,NA,11,140,NA,NA,Discussion Expert
NA,NA,5,5,171,NA,NA,Discussion Expert
NA,23,NA,NA,365,NA,NA,Competitions Grandmaster
NA,31,NA,1,272,NA,NA,Competitions Expert
NA,6,NA,1,242,NA,NA,Discussion Expert
NA,49,NA,NA,539,NA,NA,Competitions Grandmaster
NA,38,3,7,198,NA,NA,Competitions Master
"Hyderabad, Telangana, India",164,NA,27,265,NA,NA,Competitions Master
NA,1,NA,NA,305,NA,NA,Discussion Expert
NA,14,NA,4,219,NA,NA,Competitions Expert
NA,8,NA,5,113,10,NA,Competitions Master
NA,35,NA,1,257,NA,NA,Competitions Master
NA,7,NA,4,220,NA,NA,Competitions Master
"Mountain View, California, United States",21,NA,19,178,NA,NA,Competitions Master
NA,10,NA,NA,83,NA,NA,Competitions Master
NA,12,NA,2,116,NA,NA,Competitions Expert
NA,11,NA,2,147,NA,NA,Competitions Master
NA,NA,NA,NA,141,NA,NA,Discussion Expert
"Philadelphia, Pennsylvania, United States",3,10,186,155,14,NA,Datasets Expert
"Montpellier, Occitanie, France",4,NA,3,567,NA,NA,Discussion Expert
,19,NA,6,236,NA,NA,Competitions Master
"Texas, United States",11,NA,18,157,66,NA,Notebooks Expert
NA,3,NA,NA,263,NA,NA,Discussion Expert
NA,16,NA,NA,190,NA,NA,Competitions Master
NA,21,NA,NA,226,NA,NA,Competitions Grandmaster
NA,6,1,116,382,15,NA,Competitions Expert
NA,4,NA,2,173,NA,NA,Discussion Expert
NA,18,NA,NA,167,NA,NA,Competitions Master
NA,NA,NA,NA,168,NA,NA,Discussion Expert
NA,19,NA,NA,139,NA,NA,Competitions Master
NA,2,NA,NA,316,NA,NA,Discussion Expert
"Hilversum, North Holland, Netherlands",24,NA,11,107,NA,NA,Competitions Expert
NA,12,NA,NA,157,NA,NA,Competitions Master
NA,14,NA,NA,197,NA,NA,Competitions Master
NA,19,NA,NA,156,NA,NA,Competitions Expert
"Seattle, Washington, United States",36,NA,1,122,NA,NA,Competitions Master
NA,37,NA,NA,95,NA,NA,Competitions Grandmaster
NA,NA,NA,NA,167,NA,NA,Discussion Expert
NA,40,NA,5,156,NA,NA,Competitions Expert
NA,15,NA,1,154,NA,NA,Competitions Master
NA,17,NA,1,189,NA,NA,Competitions Expert
NA,2,NA,3,235,NA,NA,Discussion Expert
