Country,Total Competitions,Total Datasets,Total Codes,Total Discussions,Highest Rank,Current Rank,Current Level
"Bengaluru, Karnataka, India",NA,8,14,367,657,NA,Datasets Expert
"Karachi, Sindh, Pakistan",NA,22,46,236,655,NA,Datasets Expert
"Algiers, Algiers Province, Algeria",28,NA,21,128,346,NA,Notebooks Master
"Busan, Busan, South Korea",15,15,33,218,106,NA,Notebooks Master
"Campinas, State of São Paulo, Brazil",NA,11,51,124,160,NA,Notebooks Master
,7,7,20,267,191,NA,Notebooks Master
"Riyadh, Riyadh Province, Saudi Arabia",NA,NA,67,166,NA,NA,Discussion Expert
"Kolkata, West Bengal, India",14,6,12,330,1324,NA,Datasets Expert
"Thrissur, Kerala, India",1,1,4,135,NA,NA,Discussion Expert
NA,8,4,13,208,1230,NA,Datasets Expert
"Dhaka, Dhaka Division, Bangladesh",6,NA,9,183,NA,NA,Discussion Expert
"Kanpur, Uttar Pradesh, India",NA,NA,5,127,1686,NA,Notebooks Expert
"New York, New York, United States",19,2,110,303,445,NA,Notebooks Expert
"Chennai, Tamil Nadu, India",14,19,24,309,411,NA,Notebooks Master
"Vancouver, Washington, United States",11,14,11,664,136,NA,Datasets Expert
"Kuwait City, Al Asimah Governate, Kuwait",2,8,NA,106,NA,NA,Datasets Expert
"Chennai, Tamil Nadu, India",3,2,9,138,1055,NA,Notebooks Expert
"Mangalore, Karnataka, India",1,1,23,257,268,NA,Notebooks Expert
"Westford, Massachusetts, United States",60,NA,8,377,205,NA,Competitions Expert
"Prague, Prague, Czechia",20,11,18,76,NA,NA,Competitions Master
"Wrocław, Lower Silesian Voivodeship, Poland",11,NA,1,"1,024",NA,NA,Competitions Expert
"Paris, Île-de-France, France",12,1,7,127,NA,NA,Discussion Expert
"Petaling Jaya, Selangor, Malaysia",6,44,77,547,179,NA,Notebooks Master
"Athens, Greece",NA,3,7,516,303,NA,Datasets Expert
"Los Angeles, California, United States",3,7,9,179,713,NA,Datasets Expert
"Xi'an, Shaanxi, China",19,1,1,108,NA,NA,Competitions Master
"Patna, Bihar, India",NA,NA,11,162,NA,436,Notebooks Master
"Cambridge, England, United Kingdom",4,2,3,263,NA,NA,Discussion Expert
"Tokyo, Tokyo, Japan",20,5,6,174,1795,NA,Competitions Master
"Guildford, England, United Kingdom",76,5,120,613,1,NA,Competitions Grandmaster
"Nagpur, Maharashtra, India",30,6,11,278,NA,NA,Competitions Expert
"Albany, New York, United States",2,1,10,175,1197,NA,Notebooks Expert
"Ankara, Ankara, Turkey",1,7,13,147,580,NA,Datasets Expert
"Charlotte, North Carolina, United States",22,13,31,264,56,NA,Notebooks Master
"Pune, Maharashtra, India",4,9,18,267,220,NA,Notebooks Master
NA,NA,NA,6,130,1207,NA,Notebooks Expert
"Mumbai, Maharashtra, India",2,1,6,154,2680,NA,Notebooks Expert
"Sydney, New South Wales, Australia",3,1,15,140,844,NA,Competitions Expert
"Redwood City, California, United States",13,NA,17,588,43,NA,Competitions Master
"Moscow, Russia",129,14,89,357,1,NA,Competitions Grandmaster
"Phoenix, Arizona, United States",50,1,2,103,NA,NA,Competitions Grandmaster
"İstanbul, İstanbul, Turkey",12,11,42,867,54,NA,Notebooks Grandmaster
"Chennai, Tamil Nadu, India",6,6,6,326,141,NA,Datasets Expert
NA,1,3,9,281,580,NA,Datasets Expert
NA,5,10,51,269,509,NA,Datasets Expert
"Bengaluru, Karnataka, India",NA,8,27,480,117,NA,Datasets Master
"Bengaluru, Karnataka, India",9,NA,13,159,1199,NA,Notebooks Expert
"Ahmedabad, Gujarat, India",15,5,5,282,417,NA,Datasets Expert
"Mumbai, Maharashtra, India",4,11,20,416,182,NA,Notebooks Master
"Taipei, Taiwan",7,87,35,101,102,NA,Competitions Expert
NA,35,2,1,148,NA,NA,Competitions Master
"Beijing, China",29,5,1,131,NA,NA,Competitions Grandmaster
"Baghdad, Baghdad Governorate, Iraq",1,6,8,117,355,NA,Datasets Master
"Bath, England, United Kingdom",8,9,10,364,920,NA,Notebooks Expert
"Frankfurt, Hesse, Germany",11,5,46,436,73,NA,Notebooks Master
"Isa Town, Central Governorate, Bahrain",21,NA,8,335,981,NA,Competitions Expert
"Cairo, Cairo Governorate, Egypt",NA,4,18,203,673,NA,Datasets Expert
"Can Tho, Cần Thơ, Vietnam",15,1,2,75,NA,NA,Competitions Expert
"New Delhi, Delhi, India",15,NA,6,162,1349,NA,Notebooks Expert
NA,6,6,11,161,1008,NA,Datasets Expert
"Royal Palm Beach, Florida, United States",5,NA,NA,396,NA,NA,Discussion Expert
"Seattle, Washington, United States",148,NA,25,899,94,NA,Discussion Grandmaster
"Chicago, Illinois, United States",15,55,10,307,299,NA,Competitions Expert
"Mumbai, Maharashtra, India",4,5,14,215,1713,NA,Datasets Expert
"Delhi, Delhi, India",5,NA,20,369,65,NA,Notebooks Grandmaster
"Dhaka, Dhaka Division, Bangladesh",NA,NA,13,198,408,NA,Notebooks Master
"San José, San José Province, Costa Rica",19,3,69,219,604,NA,Notebooks Expert
"Belgrade, Serbia",NA,2,4,256,NA,NA,Discussion Expert
"Seoul, Seoul, South Korea",3,4,11,240,274,NA,Notebooks Master
NA,4,37,27,732,172,NA,Notebooks Master
,NA,5,9,170,2212,NA,Datasets Expert
"Guangzhou, Guangdong Province, China",52,35,52,160,145,NA,Competitions Master
"Barcelona, Catalonia, Spain",8,5,3,81,NA,NA,Competitions Expert
"Tehran, Tehran Province, Iran",2,12,18,136,NA,455,Datasets Expert
"Belo Horizonte, State of Minas Gerais, Brazil",27,4,12,152,621,NA,Competitions Master
"Florida City, Florida, United States",7,15,20,306,72,NA,Datasets Master
"Busan, Busan, South Korea",15,16,9,207,NA,NA,Competitions Expert
,31,2,19,188,744,NA,Competitions Expert
"Medellín, Antioquia, Colombia",5,NA,12,202,519,NA,Notebooks Expert
"Hyderabad, Telangana, India",1,5,10,162,680,NA,Datasets Master
"Haldwani, Uttarakhand, India",13,13,16,188,409,NA,Datasets Expert
"Paris, Île-de-France, France",27,NA,NA,NA,NA,NA,NA
