Country,Total Competitions,Total Datasets,Total Codes,Total Discussions,Highest Rank,Current Rank,Current Level
"Belfast, Northern Ireland, United Kingdom",2,6,11,137,404,NA,Datasets Expert
"Bengaluru, Karnataka, India",NA,4,28,137,491,NA,Notebooks Expert
"Kharkiv, Kharkiv Oblast, Ukraine",16,6,25,216,120,NA,Notebooks Master
"Cupertino, California, United States",11,NA,NA,218,NA,NA,Competitions Expert
"Rajshahi, Rajshahi Division, Bangladesh",5,5,16,100,691,NA,Datasets Expert
"Timișoara, Timiș County, Romania",NA,2,11,160,697,NA,Notebooks Expert
"Surat, Gujarat, India",NA,2,4,127,NA,NA,Discussion Expert
"Singapore, Singapore",1,5,9,180,NA,NA,Discussion Expert
"Kyiv, Ukraine",2,3,5,133,1494,NA,Datasets Expert
NA,1,NA,4,139,NA,NA,Discussion Expert
"Delhi, Delhi, India",2,2,1,172,NA,NA,Discussion Expert
"Noida, Uttar Pradesh, India",NA,3,4,110,NA,NA,Datasets Expert
"Jaipur, Rajasthan, India",NA,28,13,179,178,NA,Notebooks Master
"Greater Noida, Uttar Pradesh, India",1,8,7,168,898,NA,Datasets Expert
NA,7,20,28,123,1153,NA,Notebooks Expert
"Bengaluru, Karnataka, India",6,2,6,115,1210,NA,Notebooks Expert
"Hyderabad, Telangana, India",16,1,9,78,1186,NA,Notebooks Expert
"Bengaluru, Karnataka, India",NA,NA,11,180,216,NA,Notebooks Master
NA,NA,NA,22,132,648,NA,Notebooks Expert
"Pune, Maharashtra, India",1,NA,2,92,NA,NA,Discussion Expert
"Mumbai, Maharashtra, India",53,4,6,103,648,NA,Competitions Expert
"Melbourne, Victoria, Australia",10,NA,1,366,NA,NA,Discussion Expert
"Tours, Centre-Val de Loire, France",29,NA,2,712,NA,NA,Competitions Expert
"Fairfax, Virginia, United States",8,5,39,186,242,NA,Notebooks Expert
"Newport Beach, California, United States",7,9,13,130,262,NA,Notebooks Expert
"Stuttgart, Baden-Württemberg, Germany",21,7,30,194,451,NA,Notebooks Expert
"Durgapur, West Bengal, India",11,2,37,216,217,NA,Notebooks Master
"Sheffield, England, United Kingdom",5,3,2,163,NA,NA,Discussion Expert
"Gurugram, Haryana, India",2,7,6,125,497,NA,Datasets Expert
"Cairo, Cairo Governorate, Egypt",14,NA,1,97,NA,NA,Competitions Expert
"Guwahati, Assam, India",3,NA,NA,154,NA,NA,Discussion Expert
"Vancouver, British Columbia, Canada",3,3,9,273,1769,NA,Notebooks Expert
"Glastonbury, Connecticut, United States",NA,1,15,257,96,NA,Notebooks Expert
"Thrissur, Kerala, India",5,NA,15,124,1053,NA,Notebooks Expert
"Puerto Princesa, MIMAROPA, Philippines",35,2,36,147,403,NA,Notebooks Expert
"Delhi, Delhi, India",NA,1,5,178,NA,NA,Discussion Expert
"Dhaka, Dhaka Division, Bangladesh",1,1,12,202,148,NA,Notebooks Master
"İstanbul, Istanbul, Turkey",4,17,51,281,845,NA,Datasets Expert
"Budapest, Hungary",2,NA,1,90,NA,NA,Discussion Expert
"Chennai, Tamil Nadu, India",1,NA,5,80,NA,NA,Discussion Expert
"Tunis, Tunis, Tunisia",1,3,4,140,NA,NA,Discussion Expert
NA,1,2,5,147,764,NA,Notebooks Expert
"Jashore, Khulna Division, Bangladesh",17,NA,45,205,189,NA,Notebooks Expert
"Riga, Latvia",NA,3,1,79,NA,NA,Datasets Expert
"Naihati, West Bengal, India",7,2,13,131,908,NA,Notebooks Expert
"Kyiv, Ukraine",NA,3,6,131,935,NA,Notebooks Expert
"Kolkata, West Bengal, India",2,1,9,106,1448,NA,Notebooks Expert
"Faridabad, Haryana, India",2,5,18,234,344,NA,Datasets Expert
"Tampa, Florida, United States",3,1,4,93,NA,NA,Discussion Expert
"Tehran, Tehran Province, Iran",NA,25,85,175,322,NA,Notebooks Expert
"São Paulo, State of São Paulo, Brazil",NA,4,19,105,NA,NA,Discussion Expert
NA,2,NA,1,73,NA,NA,Discussion Expert
"Jupiter, Florida, United States",41,1,11,98,NA,NA,Competitions Expert
"McLean, Virginia, United States",42,1,7,110,74,NA,Competitions Expert
"Hadano, Kanagawa, Japan",2,NA,1,158,NA,NA,Discussion Expert
"Kraków, Lesser Poland Voivodeship, Poland",20,NA,4,232,NA,NA,Competitions Expert
"Dublin, County Dublin, Ireland",4,4,6,125,1133,NA,Competitions Expert
"Zürich, Zurich, Switzerland",4,NA,12,139,355,NA,Notebooks Expert
"Hiroshima, Hiroshima, Japan",190,17,58,184,373,NA,Competitions Expert
"São Paulo, State of São Paulo, Brazil",17,11,3,155,NA,NA,Competitions Expert
"Riyadh, Riyadh Province, Saudi Arabia",NA,2,16,174,NA,NA,Discussion Expert
"Chennai, Tamil Nadu, India",18,2,18,174,337,NA,Notebooks Expert
"Modi'in-Maccabim-Re'ut, Center District, Israel",8,2,7,126,246,NA,Competitions Expert
"Yokohama, Kanagawa, Japan",29,16,1,121,NA,NA,Competitions Master
"Pamplona, Navarre, Spain",7,NA,2,122,NA,NA,Discussion Expert
"Hamburg, Hamburg, Germany",10,NA,2,87,NA,NA,Discussion Expert
NA,1,NA,8,115,1352,NA,Notebooks Expert
"İstanbul, Istanbul, Turkey",12,5,12,84,1607,NA,Datasets Expert
NA,41,1,16,128,NA,NA,Competitions Master
"Tunis, Tunis, Tunisia",8,4,9,93,563,NA,Competitions Expert
"Mumbai, Maharashtra, India",NA,2,1,192,NA,NA,Discussion Expert
"New Delhi, Delhi, India",4,3,10,157,451,NA,Datasets Expert
"Bengaluru, Karnataka, India",10,13,18,78,596,NA,Datasets Expert
"Yaoundé, Centre, Cameroon",4,5,36,209,545,NA,Notebooks Expert
"Hanover, New Hampshire, United States",9,2,51,312,180,NA,Notebooks Expert
"Bengaluru, Karnataka, India",NA,1,6,157,598,NA,Notebooks Expert
"Dublin, County Dublin, Ireland",10,4,22,192,616,NA,Datasets Expert
"Delhi, Delhi, India",11,3,7,112,NA,NA,Discussion Expert
"Bangkok, Bangkok, Thailand",NA,NA,6,90,966,NA,Notebooks Expert
"Basel, Basel City, Switzerland",6,5,11,122,NA,NA,Discussion Expert
"Los Olivos, Lima Region, Peru",5,1,13,138,510,NA,Notebooks Expert
"Khammam, Telangana, India",NA,4,4,124,NA,NA,Discussion Expert
"İzmir, İzmir, Turkey",NA,3,2,113,NA,NA,Datasets Expert
"New York, New York, United States",3,1,8,182,348,NA,Notebooks Expert
"New Delhi, Delhi, India",1,NA,4,94,NA,NA,Discussion Expert
"Aurangabad, Maharashtra, India",NA,NA,5,106,968,NA,Notebooks Expert
"Columbus, Ohio, United States",NA,6,4,91,NA,NA,Datasets Expert
NA,NA,NA,NA,72,NA,NA,Discussion Expert
"Tehran, Tehran Province, Iran",NA,NA,6,103,1331,NA,Notebooks Expert
NA,39,NA,8,190,NA,NA,Competitions Grandmaster
"Christchurch, Canterbury, New Zealand",25,3,5,199,NA,NA,Competitions Master
"London, England, United Kingdom",7,5,13,113,433,NA,Competitions Expert
"Amsterdam, North Holland, Netherlands",19,NA,16,211,151,NA,Competitions Expert
"Toulouse, Occitanie, France",8,NA,3,84,NA,NA,Discussion Expert
"Antwerp, Flanders, Belgium",9,5,11,105,904,NA,Datasets Expert
"İstanbul, Istanbul, Turkey",20,4,15,103,583,NA,Notebooks Expert
"Rostov-on-Don, Rostov Oblast, Russia",27,2,10,236,999,NA,Competitions Expert
"Mumbai, Maharashtra, India",22,1,9,135,1507,NA,Competitions Expert
"Karachi, Sindh, Pakistan",2,1,9,119,909,NA,Notebooks Expert
"Istanbul, Istanbul, Turkey",NA,6,8,143,628,NA,Datasets Expert
"London, England, United Kingdom",2,4,14,187,84,NA,Datasets Expert
"Singapore, Singapore",15,NA,14,174,138,NA,Notebooks Expert
"Hyderabad, Telangana, India",10,2,11,91,1333,NA,Notebooks Expert
"Alexandria, Virginia, United States",9,16,19,183,502,NA,Datasets Master
"Ariana, Ariana, Tunisia",10,3,15,101,1122,NA,Notebooks Expert
"Kolkata, West Bengal, India",3,2,4,132,NA,NA,Discussion Expert
NA,2,NA,NA,138,NA,NA,Discussion Expert
"Hanoi, Hanoi, Vietnam",8,1,12,143,356,NA,Notebooks Master
"Bengaluru, Karnataka, India",3,1,8,112,758,NA,Notebooks Expert
"Chennai, Tamil Nadu, India",35,1,16,114,1918,NA,Notebooks Expert
"Stuttgart, Baden-Württemberg, Germany",4,1,5,88,NA,NA,Discussion Expert
"Moncton, New Brunswick, Canada",22,49,28,416,NA,NA,Discussion Expert
"Mumbai, Maharashtra, India",1,4,6,87,867,NA,Datasets Expert
"Lucknow, Uttar Pradesh, India",NA,1,3,93,NA,NA,Discussion Expert
"Crateús, State of Ceará, Brazil",NA,3,17,218,586,NA,Notebooks Expert
"Chandigarh, Chandigarh, India",14,NA,NA,129,NA,NA,Discussion Expert
"Hyderabad, Telangana, India",2,25,18,190,636,NA,Datasets Expert
"Coimbatore, Tamil Nadu, India",5,5,8,108,NA,NA,Datasets Expert
"Mogalturu, Andhra Pradesh, India",2,3,7,181,490,NA,Datasets Expert
"New Delhi, Delhi, India",36,12,18,161,313,NA,Competitions Expert
"Delhi, Delhi, India",NA,NA,4,191,NA,NA,Discussion Expert
"İstanbul, İstanbul, Turkey",1,1,9,116,539,NA,Notebooks Expert
"İstanbul, İstanbul, Turkey",NA,3,6,133,930,NA,Datasets Expert
"Durg, Chhattisgarh, India",1,2,7,65,1133,NA,Notebooks Expert
"Hyderabad, Telangana, India",4,NA,2,122,NA,NA,Discussion Expert
NA,6,5,7,108,876,NA,Datasets Expert
"Houten, Utrecht, Netherlands",1,NA,NA,136,NA,NA,Discussion Expert
"Sirsa, Haryana, India",4,2,8,128,866,NA,Notebooks Expert
"Ulm, Baden-Württemberg, Germany",30,NA,10,142,69,NA,Competitions Master
"Paris, Île-de-France, France",15,3,40,419,11,NA,Competitions Master
"Bengaluru, Karnataka, India",17,7,10,181,NA,NA,Competitions Expert
"Philadelphia, Pennsylvania, United States",15,12,49,186,296,NA,Competitions Expert
"Ho Chi Minh City, Ho Chi Minh City, Vietnam",78,3,6,106,98,NA,Competitions Grandmaster
"Colombo, Western Province, Sri Lanka",1,NA,10,414,74,NA,Notebooks Master
"Taoyuan, Taoyuan City, Taiwan",11,18,6,139,NA,NA,Competitions Expert
"New Delhi, Delhi, India",11,NA,NA,132,NA,NA,Discussion Expert
"Kraków, Lesser Poland Voivodeship, Poland",31,2,2,207,NA,NA,Competitions Master
"Sunnyvale, California, United States",5,NA,27,464,63,NA,Notebooks Master
"Bengaluru, Karnataka, India",1,16,24,360,32,NA,Notebooks Master
"Udaipur, Rajasthan, India",45,56,8,134,146,NA,Competitions Master
"Valencia, Valencian Community, Spain",NA,8,9,71,2658,NA,Datasets Expert
"Baton Rouge, Louisiana, United States",2,NA,NA,99,NA,NA,Discussion Expert
"Chandigarh, Chandigarh, India",6,NA,25,177,430,NA,Notebooks Expert
"Madison, Wisconsin, United States",3,9,13,97,2378,NA,Datasets Expert
"Delhi, Delhi, India",11,5,9,145,NA,NA,Discussion Expert
"Sikar, Rajasthan, India",37,5,4,211,NA,NA,Competitions Expert
"Mangalore, Karnataka, India",NA,2,19,90,708,NA,Notebooks Expert
"Bellevue, Nebraska, United States",6,1,11,126,2208,NA,Notebooks Expert
"Pune, Maharashtra, India",3,4,7,103,1396,NA,Datasets Expert
"New Delhi, Delhi, India",4,1,9,79,545,NA,Notebooks Expert
"Vadodara, Gujarat, India",6,2,10,326,84,NA,Notebooks Master
"Basel, Basel City, Switzerland",7,3,4,83,NA,NA,Discussion Expert
"Busan, Busan, South Korea",11,NA,40,302,216,NA,Competitions Expert
"İzmit, Kocaeli, Turkey",NA,1,5,91,738,NA,Notebooks Expert
"İstanbul, İstanbul, Turkey",1,NA,9,82,3045,NA,Notebooks Expert
"Faridabad, Haryana, India",2,NA,NA,90,NA,NA,Discussion Expert
"Chandigarh, Chandigarh, India",11,19,39,231,476,NA,Notebooks Expert
"Bratislava, Bratislava Region, Slovakia",NA,1,11,240,490,NA,Notebooks Expert
"Navi Mumbai, Maharashtra, India",1,NA,24,101,650,NA,Notebooks Expert
"Munich, Bavaria, Germany",5,NA,3,120,NA,NA,Discussion Expert
"Jaipur, Rajasthan, India",1,2,10,190,646,NA,Notebooks Expert
"Gothenburg, Västra Götaland County, Sweden",NA,NA,NA,232,NA,NA,Discussion Expert
"Shikohabad, Uttar Pradesh, India",2,1,2,113,NA,NA,Discussion Expert
"Delhi, Delhi, India",3,1,6,102,1348,NA,Notebooks Expert
NA,1,NA,6,118,662,NA,Notebooks Expert
"St Andrews, Scotland, United Kingdom",1,NA,11,141,475,NA,Notebooks Expert
"Perth, Scotland, United Kingdom",4,3,13,192,NA,NA,Discussion Expert
"Buenos Aires, Buenos Aires, Argentina",NA,2,11,165,709,NA,Notebooks Expert
"Mumbai, Maharashtra, India",11,6,10,126,669,NA,Notebooks Expert
"Valsad, Gujarat, India",3,5,7,155,NA,NA,Discussion Expert
"Bhubaneswar, Odisha, India",NA,2,6,131,984,NA,Notebooks Expert
"Tiruppur, Tamil Nadu, India",NA,4,10,161,696,NA,Notebooks Expert
"Noida, Uttar Pradesh, India",2,2,13,128,850,NA,Notebooks Expert
"Ajmer, Rajasthan, India",2,NA,7,108,1070,NA,Notebooks Expert
"Rosenheim, Bavaria, Germany",2,NA,11,98,NA,NA,Discussion Expert
"İstanbul, İstanbul, Turkey",NA,1,6,89,942,NA,Notebooks Expert
"Islamabad, Islamabad Capital Territory, Pakistan",NA,4,7,80,1217,NA,Datasets Expert
NA,1,NA,NA,79,NA,NA,Discussion Expert
"Bangkok, Bangkok, Thailand",13,6,48,422,158,NA,Notebooks Expert
"Dublin, County Dublin, Ireland",14,NA,2,69,NA,NA,Competitions Master
"Kazakhstan, Almaty Province, Kazakhstan",14,1,20,187,NA,NA,Competitions Expert
"Santiago, Santiago Metropolitan Region, Chile",4,NA,2,146,NA,NA,Competitions Expert
NA,8,NA,1,363,NA,NA,Discussion Expert
"New Delhi, Delhi, India",17,NA,3,95,NA,NA,Discussion Expert
"Navi Mumbai, Maharashtra, India",1,NA,8,152,1178,NA,Notebooks Expert
"Hangzhou, Zhejiang, China",40,12,4,102,NA,NA,Competitions Master
"Paris, Île-de-France, France",1,NA,37,157,561,NA,Notebooks Expert
NA,12,5,27,139,40,NA,Notebooks Grandmaster
"Tokyo, Tokyo, Japan",20,2,12,125,109,NA,Competitions Master
"Bengaluru, Karnataka, India",NA,7,13,147,798,NA,Notebooks Expert
"Ahmedabad, Gujarat, India",4,2,16,315,252,NA,Notebooks Expert
"New Delhi, Delhi, India",1,1,6,143,NA,NA,Discussion Expert
"Dramaga, West Java, Indonesia",19,6,20,167,NA,NA,Discussion Expert
"New Delhi, Delhi, India",17,NA,14,124,1192,NA,Notebooks Expert
"İstanbul, İstanbul, Turkey",4,NA,8,109,1806,NA,Notebooks Expert
"Budapest, Hungary",1,1,3,81,NA,NA,Discussion Expert
"New Delhi, Delhi, India",NA,1,6,124,977,NA,Notebooks Expert
NA,2,9,9,116,297,NA,Datasets Expert
"Deggendorf, Bavaria, Germany",1,NA,4,144,NA,NA,Discussion Expert
"Patna, Bihar, India",1,NA,3,77,NA,NA,Discussion Expert
"Sylhet, Sylhet Division, Bangladesh",2,5,30,228,NA,NA,Discussion Expert
"Noisy-le-Grand, Île-de-France, France",12,5,21,102,833,NA,Datasets Expert
"Agra, Uttar Pradesh, India",5,NA,3,102,NA,NA,Discussion Expert
"Gurugram, Haryana, India",NA,NA,26,128,1282,NA,Notebooks Expert
"Crac'h, Brittany, France",NA,NA,1,167,NA,NA,Discussion Expert
"Kolkata, West Bengal, India",3,1,20,158,549,NA,Notebooks Expert
"Chattogram, Chittagong Division, Bangladesh",1,NA,17,134,672,NA,Notebooks Expert
"Mansoura, Dakahlia Governorate, Egypt",5,4,17,163,524,NA,Datasets Expert
"Haldwani, Uttarakhand, India",NA,2,4,73,NA,NA,Discussion Expert
"New Delhi, Delhi, India",5,NA,24,238,522,NA,Notebooks Expert
"6th of October City, Giza Governorate, Egypt",NA,3,6,124,1081,NA,Datasets Expert
"Udupi, Karnataka, India",1,1,11,116,1802,NA,Notebooks Expert
"New Delhi, Delhi, India",NA,NA,8,165,347,NA,Notebooks Expert
NA,NA,1,NA,83,NA,NA,Discussion Expert
"İstanbul, İstanbul, Turkey",NA,96,222,238,148,NA,Datasets Expert
"Horsham, England, United Kingdom",63,1,43,312,6,NA,Competitions Master
"Pune, Maharashtra, India",2,NA,NA,110,NA,NA,Discussion Expert
"Shanghai, Shanghai, China",24,14,1,163,NA,NA,Competitions Expert
"Beijing, Beijing, China",60,4,52,161,272,NA,Competitions Expert
"New York, New York, United States",6,NA,3,96,NA,NA,Discussion Expert
"Warsaw, Masovian Voivodeship, Poland",9,NA,4,213,NA,NA,Competitions Master
