Country,Total Competitions,Total Datasets,Total Codes,Total Discussions,Highest Rank,Current Rank,Current Level
"Barcelona, Catalonia, Spain",1,1,9,68,585,4088,Notebooks Expert
"São Paulo, State of São Paulo, Brazil",1,3,7,42,629,4089,Datasets Expert
"Minsk, Minsk Region, Belarus",43,NA,10,50,308,4090,Competitions Expert
"Cagliari, Sardinia, Italy",NA,3,7,112,299,4091,Notebooks Expert
"New Delhi, Delhi, India",9,3,7,48,698,4092,Notebooks Expert
"Bengaluru, Karnataka, India",2,NA,13,26,816,4093,Notebooks Expert
"Fes, Fez-Meknès, Morocco",31,5,28,350,896,4094,Competitions Expert
"Jaipur, Rajasthan, India",NA,NA,8,11,1064,4095,Notebooks Expert
"New Delhi, Delhi, India",2,1,7,8,1568,4096,Notebooks Expert
"Tunis, Tunis, Tunisia",NA,4,5,3,845,4097,Notebooks Expert
"Odisha, Odisha, India",2,1,10,37,479,4098,Notebooks Expert
"İstanbul, İstanbul, Turkey",9,NA,5,17,1272,4099,Notebooks Expert
"Hyderabad, Telangana, India",1,NA,8,246,509,4100,Notebooks Expert
"Pune, Maharashtra, India",6,1,17,45,637,4101,Notebooks Expert
"Khulna, Khulna Division, Bangladesh",NA,6,24,2,951,4102,Notebooks Expert
"Tenali, Andhra Pradesh, India",NA,3,11,19,986,4103,Notebooks Expert
"Balıkesir, Balikesir, Turkey",NA,NA,10,14,437,4104,Notebooks Expert
"Cork, County Cork, Ireland",1,NA,6,29,1816,4105,Notebooks Expert
"Eskişehir, Eskisehir, Turkey",1,NA,6,60,427,4106,Notebooks Expert
"Pune, Maharashtra, India",2,NA,17,113,766,3679,Notebooks Expert
"Bengaluru, Karnataka, India",1,NA,6,12,344,4108,Notebooks Expert
"Noida, Uttar Pradesh, India",1,1,10,17,1176,4109,Notebooks Expert
"Chennai, Tamil Nadu, India",3,2,6,9,1147,4145,Notebooks Expert
"İstanbul, İstanbul, Turkey",5,1,7,10,1033,4110,Notebooks Expert
"Ranchi, Jharkhand, India",1,NA,6,144,1054,4111,Notebooks Expert
"Gothenburg, Västra Götaland County, Sweden",NA,NA,10,6,1124,4146,Notebooks Expert
"Dombivli, Maharashtra, India",NA,1,7,4,1323,4112,Notebooks Expert
"İstanbul, İstanbul, Turkey",2,1,11,18,1101,4113,Notebooks Expert
"Vancouver, British Columbia, Canada",14,NA,7,48,345,4114,Competitions Master
NA,57,NA,17,50,39,4115,Competitions Grandmaster
NA,10,NA,67,168,95,4073,Notebooks Expert
"Austin, Texas, United States",98,5,17,151,6,4116,Competitions Grandmaster
"Tübingen, Baden-Württemberg, Germany",46,NA,15,280,217,4117,Competitions Expert
"Hyderabad, Telangana, India",4,NA,10,65,75,4119,Notebooks Expert
"İstanbul, Istanbul, Turkey",37,1,9,123,272,4120,Notebooks Expert
"Erlangen, Bavaria, Germany",12,NA,24,24,1749,4122,Notebooks Expert
"New Brunswick, New Jersey, United States",8,NA,23,327,262,4123,Competitions Expert
"Kochi, Kerala, India",NA,1,6,8,424,4124,Notebooks Expert
"Stockholm, Stockholm County, Sweden",3,NA,6,42,209,4125,Notebooks Expert
"Porto, Porto District, Portugal",5,2,13,40,2205,4126,Notebooks Expert
"Chennai, Tamil Nadu, India",15,NA,6,122,297,4127,Competitions Expert
"Karnal, Haryana, India",5,1,8,69,1985,4129,Notebooks Expert
"Bengaluru, Karnataka, India",NA,NA,12,23,265,4130,Notebooks Expert
"Tel Aviv-Yafo, Tel Aviv District, Israel",18,NA,7,31,506,4131,Notebooks Expert
"Bengaluru, Karnataka, India",1,1,5,8,1120,4132,Notebooks Expert
"Seoul, Seoul, South Korea",6,9,7,13,1055,4133,Datasets Expert
"Gurugram, Haryana, India",15,11,18,90,915,4134,Notebooks Expert
"Dhanbad, Jharkhand, India",9,3,7,7,1567,4135,Datasets Expert
"Delhi, Delhi, India",1,1,8,6,938,4136,Notebooks Expert
"Vadodara, Gujarat, India",3,3,13,57,702,4137,Notebooks Expert
"Dramaga, West Java, Indonesia",19,6,20,167,1353,4138,Datasets Expert
"Bengaluru, Karnataka, India",13,NA,7,13,2421,4139,Notebooks Expert
"Mumbai, Maharashtra, India",8,NA,10,36,1167,4140,Notebooks Expert
"Tokyo, Tokyo, Japan",12,NA,5,4,683,4141,Notebooks Expert
"Gunupur, Odisha, India",NA,3,5,27,640,4142,Notebooks Expert
"Bengaluru, Karnataka, India",NA,1,5,26,496,4143,Notebooks Expert
"Zhuhai, Guangdong Province, China",NA,2,8,25,902,4144,Notebooks Expert
"Kobe, Hyogo, Japan",NA,2,8,13,1237,4147,Notebooks Expert
"Delhi, Delhi, India",NA,2,6,9,967,4148,Notebooks Expert
"Mumbai, Maharashtra, India",NA,NA,5,21,1120,4149,Notebooks Expert
"New Orleans, Louisiana, United States",17,NA,7,115,421,4150,Competitions Master
"San Francisco, California, United States",7,3,6,14,140,4186,Notebooks Expert
"Cologne, North Rhine-Westphalia, Germany",2,NA,8,50,27,4152,Notebooks Expert
"Bengaluru, Karnataka, India",10,2,10,31,1227,4121,Competitions Expert
"Thessaloniki, Greece",19,2,47,48,4081,4153,Notebooks Expert
"Kyiv, Ukraine",8,NA,9,55,108,4154,Notebooks Expert
"Hyderabad, Telangana, India",32,2,16,64,568,4155,Competitions Expert
"İstanbul, İstanbul, Turkey",20,NA,10,56,114,4156,Competitions Expert
"Delhi, Delhi, India",6,2,12,28,487,4157,Notebooks Expert
"Anchorage, Alaska, United States",2,1,12,97,88,4158,Notebooks Expert
"Tel Aviv-Yafo, Tel Aviv District, Israel",24,1,17,20,94,4198,Notebooks Expert
"Tokyo, Tokyo, Japan",3,NA,7,10,309,4159,Notebooks Expert
Germany,7,NA,22,33,67,4160,Notebooks Expert
"San Francisco, California, United States",5,1,11,1,491,4161,Notebooks Expert
"Hyderabad, Telangana, India",NA,2,7,195,903,4162,Notebooks Expert
"New York, New York, United States",2,NA,15,40,256,4163,Notebooks Expert
"Pune, Maharashtra, India",7,1,10,33,274,4164,Notebooks Expert
NA,21,NA,5,33,486,4165,Competitions Expert
"Gurugram, Haryana, India",2,NA,8,20,2152,4166,Notebooks Expert
"Seattle, Washington, United States",1,NA,30,59,137,4167,Notebooks Expert
"Boston, Massachusetts, United States",1,NA,6,124,199,4168,Notebooks Expert
"Austin, Texas, United States",54,1,12,465,340,4169,Competitions Master
"Hyderabad, Telangana, India",2,5,14,234,355,4170,Notebooks Expert
"Eindhoven, North Brabant, Netherlands",2,NA,9,288,311,4171,Notebooks Expert
"Chandannagar, West Bengal, India",NA,1,7,42,1411,4172,Notebooks Expert
"Warangal, Telangana, India",20,11,13,79,664,4173,Datasets Expert
NA,4,NA,7,63,1085,4174,Notebooks Expert
"Delhi, Delhi, India",NA,NA,5,1,808,4175,Notebooks Expert
"Bengaluru, Karnataka, India",NA,2,11,174,996,4176,Notebooks Expert
"Bengaluru, Karnataka, India",3,1,6,18,449,4177,Notebooks Expert
"Bengaluru, Karnataka, India",NA,1,7,32,416,4178,Notebooks Expert
"Melbourne, Victoria, Australia",1,NA,9,18,1229,4179,Notebooks Expert
"İstanbul, Istanbul, Turkey",NA,NA,10,27,3143,4180,Notebooks Expert
"Jodhpur, Rajasthan, India",NA,NA,1,1,830,4181,Notebooks Expert
"Goiânia, State of Goiás, Brazil",NA,NA,5,6,2139,4182,Notebooks Expert
"Durg, Chhattisgarh, India",1,2,9,1,1687,4183,Notebooks Expert
Netherlands,101,NA,41,823,4,4151,Competitions Master
"Utrecht, Utrecht, Netherlands",19,6,13,92,184,4184,Notebooks Expert
NA,64,NA,42,165,223,4185,Competitions Master
"Briviesca, Castile and León, Spain",7,NA,16,31,36,4187,Notebooks Expert
"Dallas, Texas, United States",8,NA,10,26,97,4188,Notebooks Expert
NA,9,4,46,275,4,4189,Competitions Expert
"Orlando, Florida, United States",5,2,22,106,30,4190,Notebooks Expert
"New York, New York, United States",6,NA,9,79,38,4191,Notebooks Expert
"Philadelphia, Pennsylvania, United States",4,2,10,7,174,4192,Notebooks Expert
"Buffalo, New York, United States",2,14,6,65,69,4193,Notebooks Expert
"New Delhi, Delhi, India",13,NA,20,121,135,4194,Notebooks Expert
"Dallas, Texas, United States",6,1,49,55,29,4195,Notebooks Expert
"Seattle, Washington, United States",1,NA,6,25,195,4196,Notebooks Expert
"Brussels, Brussels, Belgium",95,12,25,151,646,4197,Competitions Expert
"Dnipro, Dnipropetrovsk Oblast, Ukraine",26,NA,9,6,381,4199,Notebooks Expert
NA,51,1,12,233,104,4200,Competitions Expert
NA,6,NA,6,10,258,4201,Notebooks Expert
"Tokyo, Tokyo, Japan",18,NA,9,46,614,4202,Competitions Expert
"Madrid, Community of Madrid, Spain",17,3,24,65,42,4203,Competitions Expert
"Aachen, North Rhine-Westphalia, Germany",8,NA,10,38,251,4228,Notebooks Expert
"Kollam, Kerala, India",13,5,19,94,439,4204,Notebooks Expert
"Hyderabad, Telangana, India",5,1,27,8,504,4205,Notebooks Expert
"Manchester, England, United Kingdom",2,2,8,66,781,4206,Notebooks Expert
"Rome, Lazio, Italy",5,3,4,161,353,4207,Notebooks Expert
"Ghaziabad, Uttar Pradesh, India",3,2,13,7,439,4208,Notebooks Expert
"Vancouver, British Columbia, Canada",2,NA,5,28,643,4209,Notebooks Expert
"Bengaluru, Karnataka, India",NA,NA,6,17,542,4210,Notebooks Expert
"Bengaluru, Karnataka, India",NA,NA,6,22,480,4211,Notebooks Expert
"Jaipur, Rajasthan, India",3,1,6,18,2481,4212,Notebooks Expert
"Bengaluru, Karnataka, India",14,NA,6,80,829,4213,Notebooks Expert
NA,1,3,6,36,664,4214,Datasets Expert
"Panchkula, Haryana, India",1,NA,5,14,919,4215,Notebooks Expert
NA,1,NA,13,22,23,4216,Notebooks Expert
"Warsaw, Masovian Voivodeship, Poland",25,NA,5,35,48,4217,Competitions Master
"Bellevue, Washington, United States",28,NA,10,375,27,4218,Competitions Master
"New York, New York, United States",24,NA,8,141,242,4244,Competitions Expert
"Paris, Île-de-France, France",15,3,40,419,11,4219,Competitions Master
Taiwan,1,NA,20,13,223,4245,Notebooks Expert
"Berlin, Berlin, Germany",5,NA,16,12,52,4220,Notebooks Expert
"Seoul, Seoul, South Korea",1,1,13,59,121,4221,Notebooks Expert
"West Lafayette, Indiana, United States",5,NA,21,15,173,4222,Notebooks Expert
India,4,2,25,133,201,4223,Notebooks Expert
"Cherkasy, Cherkasy Oblast, Ukraine",4,NA,19,25,87,4224,Competitions Expert
NA,19,NA,9,121,38,4225,Competitions Master
"Auckland, Auckland, New Zealand",NA,NA,7,43,75,4226,Notebooks Expert
"Denver, Colorado, United States",15,1,8,176,208,4227,Notebooks Expert
NA,NA,NA,12,5,242,4229,Notebooks Expert
"Gwalior, Madhya Pradesh, India",4,NA,7,8,624,4230,Notebooks Expert
"Bazpur, Uttarakhand, India",7,2,6,92,505,4231,Notebooks Expert
"Delhi, Delhi, India",1,1,5,132,405,4232,Notebooks Expert
"Noida, Uttar Pradesh, India",3,1,8,16,722,4233,Notebooks Expert
"New Delhi, Delhi, India",2,NA,6,3,436,4234,Notebooks Expert
"Nagpur, Maharashtra, India",3,NA,8,2,547,4235,Notebooks Expert
"Saharsa, Bihar, India",NA,3,5,52,678,4236,Datasets Expert
"Cebu City, Central Visayas, Philippines",14,2,13,86,161,4237,Notebooks Expert
"Derp, North Brabant, Netherlands",46,NA,15,133,176,4238,Competitions Expert
NA,22,NA,14,67,954,4239,Competitions Master
NA,8,NA,5,113,10,4240,Competitions Master
"Fremont, California, United States",26,1,13,16,133,4241,Competitions Expert
NA,21,NA,15,156,6,4242,Competitions Expert
NA,23,NA,13,21,106,4243,Notebooks Expert
"Chennai, Tamil Nadu, India",18,NA,6,14,224,4246,Notebooks Expert
"London, England, United Kingdom",9,NA,7,134,274,4247,Notebooks Expert
"Hanoi, Hanoi, Vietnam",2,18,17,39,2287,4264,Datasets Expert
"Cincinnati, Ohio, United States",1,1,23,28,254,4248,Notebooks Expert
"Noida, Uttar Pradesh, India",3,1,20,24,867,4249,Notebooks Expert
"Vadodara, Gujarat, India",NA,1,7,12,243,4250,Notebooks Expert
"Chelyabinsk, Chelyabinsk Oblast, Russia",2,2,8,229,363,4251,Notebooks Expert
"Hyderabad, Telangana, India",1,8,6,6,610,4252,Notebooks Expert
NA,109,1,75,"1,477",14,4253,Competitions Grandmaster
"San Mateo, California, United States",77,1,23,306,14,4254,Competitions Master
NA,107,NA,21,172,43,4255,Competitions Grandmaster
NA,20,NA,9,133,220,4256,Competitions Master
"Pamplona, Navarre, Spain",15,NA,13,239,121,4257,Competitions Master
"Bengaluru, Karnataka, India",17,NA,5,90,271,4258,Competitions Expert
"Hsinchu, Taiwan",26,2,121,75,664,4259,Competitions Expert
NA,13,2,73,38,39,4260,Notebooks Expert
"Montreal, Quebec, Canada",2,NA,6,44,85,4261,Notebooks Expert
"İstanbul, İstanbul, Turkey",30,9,17,108,183,4262,Competitions Expert
"Stanford, California, United States",NA,25,18,3,624,4263,Datasets Master
"Jersey City, New Jersey, United States",1,1,15,4,49,4265,Notebooks Expert
"Virginia Beach, Virginia, United States",10,NA,18,279,115,4266,Notebooks Expert
"Bengaluru, Karnataka, India",8,2,33,58,339,4267,Notebooks Expert
"Delhi, Delhi, India",NA,4,6,47,215,4268,Notebooks Expert
"Singapore, Singapore",21,2,12,110,130,4269,Competitions Master
"Linz, Upper Austria, Austria",9,1,15,57,138,4270,Notebooks Expert
"Ahmedabad, Gujarat, India",6,NA,12,6,232,4271,Notebooks Expert
"Seoul, Seoul, South Korea",4,1,16,58,138,4272,Notebooks Expert
"Sahibzada Ajit Singh Nagar, Punjab, India",1,NA,9,50,3843,4273,Notebooks Expert
"Bengaluru, Karnataka, India",12,1,4,9,353,4274,Notebooks Expert
"Gandhinagar, Gujarat, India",NA,NA,7,1,239,4275,Notebooks Expert
"Patna, Bihar, India",NA,NA,5,NA,271,4276,Notebooks Expert
NA,28,NA,20,101,29,4277,Competitions Expert
"Maine, Maine, United States",88,NA,26,218,14,4278,Competitions Expert
"Changsha, Hunan, China",79,1,10,154,216,4279,Competitions Grandmaster
"McLean, Virginia, United States",41,1,7,110,74,4280,Competitions Expert
"Texas, United States",11,NA,18,157,66,4281,Notebooks Expert
NA,1,NA,30,11,118,4282,Notebooks Expert
"Sunnyvale, California, United States",4,NA,11,11,178,4283,Notebooks Expert
NA,14,NA,20,8,98,4284,Notebooks Expert
"New Delhi, Delhi, India",12,2,5,10,325,4285,Competitions Expert
"Hangzhou, Zhejiang, China",NA,NA,8,26,45,4286,Notebooks Expert
"Lahore, Punjab, Pakistan",2,NA,6,15,99,4287,Notebooks Expert
"New Delhi, Delhi, India",NA,1,8,6,310,4288,Notebooks Expert
"Chicago, Illinois, United States",3,2,6,31,129,4289,Competitions Expert
"Pune, Maharashtra, India",3,NA,7,10,227,4290,Notebooks Expert
"Ahmedabad, Gujarat, India",6,NA,8,2,205,4291,Notebooks Expert
"Gurugram, Haryana, India",NA,NA,7,71,332,4292,Notebooks Expert
NA,6,1,116,382,15,4293,Competitions Expert
"Stockholm, Stockholm County, Sweden",20,NA,11,405,135,4294,Competitions Master
"Seattle, Washington, United States",148,NA,25,899,94,4295,Discussion Grandmaster
"Jaipur, Rajasthan, India",20,3,26,14,56,4296,Competitions Expert
Singapore,10,NA,15,52,50,4297,Notebooks Expert
"Ottawa, Ontario, Canada",NA,NA,8,10,44,4298,Notebooks Expert
NA,35,2,63,16,4259,4299,Notebooks Expert
"Lahore, Punjab, Pakistan",3,1,5,14,97,4300,Notebooks Expert
Pakistan,5,NA,6,4,99,4301,Competitions Expert
