Country,Total Competitions,Total Datasets,Total Codes,Total Discussions,Highest Rank,Current Rank,Current Level
"Sydney, New South Wales, Australia",20,1,19,36,849,1339,Notebooks Expert
"Tokyo, Tokyo, Japan",13,NA,7,21,61,1302,Notebooks Expert
"İzmir, Izmir, Turkey",4,NA,7,218,163,1341,Notebooks Expert
"Warangal, Telangana, India",2,6,13,67,868,876,Datasets Expert
"İzmir, İzmir, Turkey",NA,3,14,55,598,1342,Notebooks Expert
"Cairo, Cairo Governorate, Egypt",NA,9,8,42,839,1343,Datasets Expert
NA,9,NA,8,9,866,1328,Notebooks Expert
NA,NA,NA,22,38,526,1329,Notebooks Expert
"Kraków, Lesser Poland Voivodeship, Poland",NA,1,6,456,453,1330,Notebooks Expert
"São Paulo, State of São Paulo, Brazil",NA,1,15,63,1087,1331,Notebooks Expert
"Hyderabad, Telangana, India",4,2,13,70,834,1332,Notebooks Expert
"Mangaluru, Karnataka, India",NA,NA,21,6,829,1333,Notebooks Expert
NA,10,4,6,9,1167,1334,Notebooks Expert
"Buffalo, New York, United States",2,NA,12,114,1185,1294,Notebooks Expert
"Neyshabur, Razavi Khorasan Province, Iran",NA,3,8,49,1149,1335,Notebooks Expert
"Mangaluru, Karnataka, India",NA,NA,30,9,1285,1351,Notebooks Expert
"Pune, Maharashtra, India",5,6,12,103,1301,1352,Datasets Expert
"Rome, Lazio, Italy",7,3,8,40,1055,1319,Notebooks Expert
"Raleigh, North Carolina, United States",15,13,14,243,467,1357,Notebooks Expert
"Istanbul, Istanbul, Turkey",1,4,24,29,1288,1340,Notebooks Expert
"Jabalpur, Madhya Pradesh, India",11,3,10,132,1318,1326,Competitions Expert
"Faisalabad, Punjab, Pakistan",1,16,47,325,507,1363,Datasets Expert
"Moscow, Russia",4,2,18,14,897,1344,Notebooks Expert
"Moscow, Russia",4,NA,10,83,759,1347,Notebooks Expert
"Hyderabad, Telangana, India",6,9,31,107,1272,1348,Notebooks Expert
NA,1,NA,17,16,1285,1368,Notebooks Expert
"Mumbai, Maharashtra, India",4,4,9,44,1288,1349,Datasets Expert
"Moscow, Russia",37,1,17,70,15,1353,Notebooks Master
"San Diego, California, United States",15,5,14,54,311,1373,Notebooks Expert
"Paris, Île-de-France, France",23,74,7,191,218,1374,Competitions Grandmaster
"Des Moines, Iowa, United States",12,1,10,130,1338,1354,Notebooks Expert
"Nashville, Tennessee, United States",1,NA,19,13,1276,1375,Notebooks Expert
"İzmit, Kocaeli, Turkey",1,6,27,180,525,1356,Datasets Expert
"Juiz de Fora, State of Minas Gerais, Brazil",6,3,37,66,427,1358,Notebooks Expert
"Delhi, Delhi, India",10,4,16,228,491,1359,Notebooks Expert
"Chennai, Tamil Nadu, India",5,2,15,117,678,1360,Notebooks Expert
"Bengaluru, Karnataka, India",NA,1,15,329,191,1361,Notebooks Expert
"Gharo, Sindh, Pakistan",34,8,26,160,490,1246,Competitions Master
"Wilmington, North Carolina, United States",3,14,30,287,438,1362,Datasets Expert
"Karachi, Sindh, Pakistan",2,1,9,113,1347,1364,Notebooks Expert
"Albany, New York, United States",2,1,10,175,1197,1365,Notebooks Expert
"Ghaziabad, Uttar Pradesh, India",NA,8,26,40,454,1381,Datasets Expert
"Pune, Maharashtra, India",1,NA,6,301,720,1345,Notebooks Expert
"Mumbai, Maharashtra, India",4,4,20,43,1348,1366,Datasets Expert
"Seongnam-si, Gyeonggi-do, South Korea",4,1,21,214,393,1383,Notebooks Expert
NA,2,3,29,138,521,1367,Datasets Expert
"Moradabad, Uttar Pradesh, India",5,4,16,54,975,1384,Notebooks Expert
"Bhiwani, Haryana, India",1,NA,5,80,745,1369,Notebooks Expert
"Giza, Giza Governorate, Egypt",NA,1,20,25,1188,1370,Notebooks Expert
"Bogotá, Bogota, Colombia",7,1,10,150,1201,1205,Notebooks Expert
"Mathura, Uttar Pradesh, India",NA,2,7,7,1249,1390,Notebooks Expert
"Casablanca, Casablanca-Settat, Morocco",25,3,13,619,199,1371,Notebooks Master
"Regensburg, Bavaria, Germany",4,NA,11,85,4,1372,Competitions Expert
"Zürich, Zurich, Switzerland",36,8,33,201,1112,1391,Competitions Expert
NA,8,2,15,79,1168,1393,Notebooks Expert
"Rio de Janeiro, State of Rio de Janeiro, Brazil",2,NA,14,87,202,1355,Notebooks Expert
"Sarajevo, Federation of Bosnia and Herzegovina, Bosnia and Herzegovina",5,NA,18,37,669,1376,Notebooks Expert
"Barcelona, Catalonia, Spain",5,NA,10,166,162,1398,Notebooks Expert
"London, England, United Kingdom",2,2,11,461,156,1380,Notebooks Expert
"Bengaluru, Karnataka, India",NA,4,29,210,571,1401,Datasets Expert
NA,NA,2,15,48,1343,1346,Notebooks Expert
NA,NA,2,43,10,1246,1382,Notebooks Expert
"Daejeon, Daejeon, South Korea",3,2,18,84,509,1385,Notebooks Expert
"Seoul, Seoul, South Korea",3,2,13,8,1304,1386,Notebooks Expert
"Seoul, Seoul, South Korea",5,3,23,38,702,1387,Notebooks Expert
NA,4,1,16,10,1376,1410,Notebooks Expert
"Kashima, Ibaraki, Japan",6,NA,7,54,1338,1350,Notebooks Expert
NA,1,NA,6,17,1327,1388,Notebooks Expert
"California, United States",59,4,18,477,32,1412,Competitions Grandmaster
"Tokyo, Tokyo, Japan",29,1,32,62,208,1413,Competitions Master
NA,67,13,10,236,119,1414,Competitions Master
"Shanghai, Shanghai, China",7,22,13,62,1072,1078,Notebooks Expert
"Patna, Bihar, India",6,18,33,9,916,1392,Notebooks Expert
"Tokyo, Tokyo, Japan",16,NA,13,80,942,1394,Notebooks Expert
"Kolkata, West Bengal, India",8,3,18,82,207,1395,Notebooks Expert
NA,10,1,5,11,1374,1396,Notebooks Expert
"Bengaluru, Karnataka, India",NA,10,12,105,374,1377,Datasets Expert
"Bromley, England, United Kingdom",NA,1,12,51,689,1378,Notebooks Expert
"Seoul, Seoul, South Korea",7,4,21,111,747,1397,Notebooks Expert
"San Francisco, California, United States",9,9,6,269,NA,1379,Datasets Expert
"Ankara, Ankara, Turkey",NA,NA,13,26,1128,1399,Notebooks Expert
"Antalya, Antalya, Turkey",25,9,17,40,1037,1400,Datasets Expert
"Beirut, Beirut Governorate, Lebanon",5,1,7,57,399,1402,Notebooks Expert
"Isa Town, Central Governorate, Bahrain",19,NA,8,326,981,1418,Competitions Expert
"Bloomington, Indiana, United States",1,3,20,266,408,1405,Datasets Expert
"Essen, North Rhine-Westphalia, Germany",NA,NA,8,144,778,1406,Notebooks Expert
"İstanbul, İstanbul, Turkey",NA,1,13,22,474,1407,Notebooks Expert
"Hyderabad, Telangana, India",3,NA,11,190,1244,1420,Notebooks Expert
"Tanta, Gharbia Governorate, Egypt",1,3,11,49,1226,1408,Notebooks Expert
"Cairo, Cairo Governorate, Egypt",1,1,13,79,988,1409,Notebooks Expert
NA,NA,NA,6,15,1181,1423,Notebooks Expert
"Mangaluru, Karnataka, India",NA,NA,12,19,876,1411,Notebooks Expert
"Kolkata, West Bengal, India",1,NA,5,17,1389,1426,Notebooks Expert
"Philadelphia, Pennsylvania, United States",15,12,49,186,296,1416,Competitions Expert
"Novosibirsk, Novosibirsk Oblast, Russia",16,NA,9,245,174,1428,Competitions Expert
"Gandhinagar, Gujarat, India",NA,NA,20,57,417,1434,Notebooks Expert
"St Andrews, Scotland, United Kingdom",1,NA,11,141,475,1403,Notebooks Expert
"Hildesheim, Lower Saxony, Germany",NA,2,9,269,536,1419,Notebooks Expert
"Sydney, New South Wales, Australia",6,2,18,29,575,1436,Notebooks Expert
"Bhubaneswar, Odisha, India",NA,2,6,30,1387,1438,Notebooks Expert
"Tehran, Tehran Province, Iran",NA,NA,8,78,645,1421,Notebooks Expert
"Amman, Amman Governorate, Jordan",3,NA,11,53,919,1422,Notebooks Expert
NA,NA,NA,9,25,1389,1424,Notebooks Expert
"Jaipur, Rajasthan, India",NA,2,7,28,1057,1425,Notebooks Expert
"Tianjin, Tianjin, China",5,6,13,32,1364,1442,Notebooks Expert
"Guwahati, Assam, India",15,NA,34,148,563,1427,Notebooks Expert
"Kolkata, West Bengal, India",4,6,14,52,1378,1415,Notebooks Expert
"New York, New York, United States",26,3,11,302,1042,1444,Competitions Expert
"Pune, Maharashtra, India",1,NA,11,38,1321,1445,Notebooks Expert
"Rio de Janeiro, State of Rio de Janeiro, Brazil",9,NA,10,53,119,1429,Notebooks Expert
"Bath, England, United Kingdom",12,NA,7,277,197,1430,Notebooks Expert
"Saint Petersburg, Russia",29,16,42,271,264,1417,Competitions Expert
NA,4,NA,15,51,818,1431,Notebooks Expert
"Chandigarh, Chandigarh, India",1,14,17,25,1388,1449,Notebooks Expert
"Nagoya, Aichi, Japan",10,NA,10,21,1046,1450,Notebooks Expert
"Kobe, Hyogo, Japan",36,NA,10,11,563,1432,Competitions Expert
"Bengaluru, Karnataka, India",NA,5,5,765,520,1435,Datasets Expert
"Barnala, Punjab, India",1,NA,11,44,977,1452,Notebooks Expert
"Kafr El-Shaikh, Gharbia Governorate, Egypt",NA,3,9,97,1050,1437,Datasets Expert
"Pune, Maharashtra, India",8,5,9,59,1403,1404,Datasets Expert
"Pune, Maharashtra, India",NA,5,28,41,1042,1456,Notebooks Expert
"Sahibganj, Jharkhand, India",NA,NA,21,22,691,1439,Notebooks Expert
"Paris, Île-de-France, France",2,NA,14,29,1254,1440,Notebooks Expert
"Bahawalpur, Punjab, Pakistan",1,1,6,29,1208,1224,Notebooks Expert
"Pella, Iowa, United States",7,132,31,607,114,1462,Notebooks Master
"Mangalore, Karnataka, India",NA,2,19,90,708,1463,Notebooks Expert
"Essen, North Rhine-Westphalia, Germany",32,4,31,177,819,1448,Competitions Expert
"Naya Raipur, Chhattisgarh, India",10,1,11,220,239,1465,Notebooks Master
"Bengaluru, Karnataka, India",7,1,5,169,226,1451,Competitions Expert
"Singapore, Singapore",1,2,6,105,322,1453,Notebooks Expert
"New York, New York, United States",3,1,8,182,348,1454,Notebooks Expert
"Dhaka, Dhaka Division, Bangladesh",6,5,10,7,553,1455,Notebooks Expert
"Ichikawa, Chiba, Japan",13,1,15,28,838,1468,Notebooks Expert
"Fukuoka, Fukuoka, Japan",1,9,29,47,1164,1471,Notebooks Expert
"Al-Malikiyah, Al-Hasakah Governorate, Syria",1,5,6,67,1440,1459,Datasets Expert
"İzmit, Kocaeli, Turkey",NA,NA,8,39,1421,1460,Notebooks Expert
"Fairfax, Virginia, United States",8,5,39,186,242,1475,Notebooks Expert
"Turin, Piedmont, Italy",9,3,9,41,1321,1476,Notebooks Expert
NA,12,1,27,"1,322",65,1446,Competitions Expert
"Chennai, Tamil Nadu, India",13,39,46,100,459,1477,Datasets Expert
"Toronto, Ontario, Canada",15,17,23,217,178,1478,Notebooks Expert
"Tampa, Florida, United States",8,4,15,72,355,1464,Notebooks Expert
"Seoul, Seoul, South Korea",2,NA,19,46,1020,1466,Notebooks Expert
"Tomsk, Tomsk Oblast, Russia",NA,NA,8,51,868,1480,Notebooks Expert
"Windsor, Ontario, Canada",NA,1,10,165,944,1467,Notebooks Expert
"Greater Noida, Uttar Pradesh, India",NA,3,36,61,459,1482,Datasets Expert
"Jhumri Telaiya, Jharkhand, India",8,9,46,79,893,1483,Notebooks Expert
NA,2,1,20,35,579,1484,Notebooks Expert
"Noida, Uttar Pradesh, India",1,2,12,72,1252,1485,Notebooks Expert
,23,3,28,131,1158,1486,Notebooks Expert
"Faiyum, Faiyum Governorate, Egypt",4,NA,7,95,1378,1469,Notebooks Expert
NA,1,NA,92,31,647,1470,Notebooks Expert
"Shiraz, Fars Province, Iran",NA,NA,11,16,647,1472,Notebooks Expert
"Tunis, Tunis, Tunisia",NA,1,10,32,1453,1492,Notebooks Expert
"Stockholm, Stockholm County, Sweden",1,3,17,53,1176,1493,Notebooks Expert
"Anand, Gujarat, India",NA,3,16,92,1217,1494,Datasets Expert
"Pune, Maharashtra, India",9,NA,7,62,1189,1473,Notebooks Expert
"Rourkela, Odisha, India",1,NA,9,35,1436,1461,Notebooks Expert
"Gurugram, Haryana, India",20,3,39,65,1061,1498,Notebooks Expert
"Moscow, Russia",129,14,90,357,1,1474,Competitions Grandmaster
"Delhi, Delhi, India",10,NA,7,225,726,1501,Notebooks Expert
"Catania, Sicily, Italy",2,NA,9,65,1002,1505,Notebooks Expert
"Athens, Greece",NA,3,7,516,303,1479,Datasets Expert
"Munich, Bavaria, Germany",7,1,7,178,196,1508,Competitions Expert
"Saint Petersburg, Russia",NA,NA,9,111,773,1481,Notebooks Expert
"New Delhi, Delhi, India",NA,NA,32,29,517,1511,Notebooks Expert
"Madrid, Community of Madrid, Spain",4,31,14,545,1316,1487,Datasets Grandmaster
"Jaipur, Rajasthan, India",NA,NA,11,1,613,1516,Notebooks Expert
"New Delhi, Delhi, India",8,12,56,229,463,1488,Datasets Expert
"İstanbul, İstanbul, Turkey",NA,NA,15,147,569,1517,Notebooks Expert
"New Cairo City, Cairo Governorate, Egypt",NA,4,12,7,1253,1491,Datasets Expert
"Bahawalpur, Punjab, Pakistan",1,3,6,54,1383,1389,Datasets Expert
"Islamabad, Islamabad Capital Territory, Pakistan",NA,NA,16,68,1303,1495,Notebooks Expert
NA,5,2,11,47,929,1499,Notebooks Expert
"Rio de Janeiro, State of Rio de Janeiro, Brazil",17,2,15,9,1191,1521,Notebooks Expert
"Stuttgart, Baden-Württemberg, Germany",2,3,18,186,587,1522,Datasets Expert
"Moscow, Russia",13,3,14,62,103,1500,Notebooks Expert
"Gaziantep, Gaziantep, Turkey",19,1,17,64,812,1525,Notebooks Expert
"Lucknow, Uttar Pradesh, India",2,NA,15,49,702,1502,Notebooks Expert
"Vancouver, British Columbia, Canada",NA,NA,8,205,1340,1504,Notebooks Expert
"Kolkata, West Bengal, India",2,NA,13,197,497,1528,Notebooks Expert
"Prague, Prague, Czechia",NA,NA,5,153,1490,1529,Notebooks Expert
"Bhopal, Madhya Pradesh, India",1,NA,26,13,1488,1506,Notebooks Expert
"Munich, Bavaria, Germany",6,3,12,179,881,1509,Notebooks Expert
"Aachen, North Rhine-Westphalia, Germany",5,NA,7,9,1381,1532,Notebooks Expert
"Karachi, Sindh, Pakistan",1,NA,6,305,586,1510,Notebooks Expert
"Pretoria, Gauteng, South Africa",1,2,24,26,865,1512,Notebooks Expert
"Pisa, Tuscany, Italy",NA,17,9,178,1469,1513,Datasets Expert
"Lviv, Lviv Oblast, Ukraine",9,22,13,24,776,1514,Competitions Expert
"Munich, Bavaria, Germany",11,1,10,54,1497,1535,Notebooks Expert
"Dakahlia Governorate, Egypt",3,NA,7,47,1386,1489,Notebooks Expert
"Thane, Maharashtra, India",4,6,10,320,1378,1490,Datasets Expert
"Mumbai, Maharashtra, India",1,NA,8,17,1452,1536,Notebooks Expert
"Lexington, Massachusetts, United States",18,3,14,53,1479,1538,Notebooks Expert
,4,4,9,8,868,1518,Datasets Expert
"Karachi, Sindh, Pakistan",NA,16,19,103,1436,1441,Notebooks Expert
"Gifu, Gifu, Japan",5,1,12,18,1490,1496,Notebooks Expert
"Badulla, Uva Province, Sri Lanka",NA,NA,7,112,1387,1519,Notebooks Expert
"Moscow, Russia",39,7,18,103,282,1543,Competitions Master
"Hanover, Lower Saxony, Germany",19,NA,9,132,137,1523,Notebooks Expert
"Tokyo, Tokyo, Japan",23,6,22,52,287,1524,Competitions Master
"Yokohama, Kanagawa, Japan",21,5,7,121,487,1549,Competitions Master
"Dallas, Texas, United States",NA,6,12,31,801,1526,Notebooks Expert
"Pune, Maharashtra, India",NA,5,15,512,300,1527,Notebooks Expert
"Bengaluru, Karnataka, India",NA,4,28,137,491,1503,Notebooks Expert
"Indore, Madhya Pradesh, India",NA,1,27,380,275,1530,Notebooks Expert
"Islamabad, Islamabad Capital Territory, Pakistan",1,4,10,199,1431,1433,Datasets Expert
"Guwahati, Assam, India",8,5,12,35,893,1531,Datasets Expert
Jammu,10,3,13,118,1117,1533,Datasets Expert
"Jakarta, Jakarta, Indonesia",NA,1,21,50,617,1534,Notebooks Expert
NA,NA,NA,5,95,968,1558,Notebooks Expert
"Ubon Ratchathani, Ubon Ratchathani, Thailand",7,9,8,18,1515,1560,Notebooks Expert
"Lahore, Punjab, Pakistan",2,11,13,52,1263,1539,Datasets Expert
"İstanbul, İstanbul, Turkey",NA,NA,11,13,1448,1540,Notebooks Expert
"Bhimavaram, Andhra Pradesh, India",1,11,18,NA,1260,1563,Datasets Expert
NA,1,NA,12,34,1500,1541,Notebooks Expert
"Brisbane, Queensland, Australia",18,8,9,227,1164,1564,Competitions Master
,151,31,87,161,95,1542,Competitions Master
NA,9,8,8,119,1147,1565,Notebooks Expert
"Mumbai, Maharashtra, India",20,4,16,311,1523,1545,Notebooks Expert
"Lausanne, Vaud, Switzerland",8,7,14,127,178,1547,Competitions Expert
NA,15,11,20,28,1235,1572,Notebooks Expert
"Kolkata, West Bengal, India",5,1,29,182,242,1550,Notebooks Expert
"São Paulo, State of São Paulo, Brazil",7,14,31,180,105,1573,Datasets Expert
"Ahmedabad, Gujarat, India",3,NA,15,409,776,1574,Notebooks Expert
"Mumbai, Maharashtra, India",4,2,5,106,848,1551,Notebooks Expert
"Saint-Ouen, Île-de-France, France",NA,NA,7,245,557,1552,Notebooks Expert
"Faiyum, Faiyum Governorate, Egypt",3,NA,11,310,452,1553,Notebooks Expert
"İstanbul, İstanbul, Turkey",15,NA,7,42,NA,1185,Competitions Expert
"Chennai, Tamil Nadu, India",1,4,11,167,180,1575,Notebooks Master
,4,1,10,71,1470,1554,Notebooks Expert
"Dhaka, Dhaka Division, Bangladesh",NA,3,25,101,519,1555,Datasets Expert
NA,1,NA,5,112,1508,1580,Notebooks Expert
"Lima, Callao Region, Peru",13,6,7,148,572,1556,Datasets Expert
"Zagazig, Ash Sharqia Governorate, Egypt",NA,NA,7,113,1496,1557,Notebooks Expert
"Adana, Adana, Turkey",2,1,35,37,1243,1586,Notebooks Expert
"Casablanca, Casablanca-Settat, Morocco",7,7,5,23,1251,1254,Notebooks Expert
"Kraków, Lesser Poland Voivodeship, Poland",1,1,14,26,826,1559,Notebooks Expert
"Guwahati, Assam, India",1,NA,11,43,1275,1587,Notebooks Expert
"Los Angeles, California, United States",2,2,9,7,1360,1561,Notebooks Expert
"Bhilai, Chhattisgarh, India",4,4,7,19,1400,1562,Datasets Expert
"London, England, United Kingdom",16,1,8,611,556,1566,Competitions Master
"Singapore, Singapore",43,22,44,155,600,1595,Datasets Expert
"New York, New York, United States",7,1,20,132,110,1596,Competitions Expert
"Colombo, Western Province, Sri Lanka",1,NA,10,414,74,1567,Notebooks Master
"New Delhi, Delhi, India",36,25,12,223,283,1599,Competitions Master
NA,32,6,54,441,51,1568,Competitions Master
"Modi'in-Maccabim-Re'ut, Center District, Israel",8,2,7,126,246,1544,Competitions Expert
NA,27,NA,9,68,47,1569,Competitions Expert
"İstanbul, İstanbul, Turkey",33,4,8,10,251,1600,Competitions Master
"Delhi, Delhi, India",NA,9,30,96,784,1570,Notebooks Expert
"Leuven, Flanders, Belgium",NA,1,7,374,94,1571,Notebooks Expert
"Haifa, Haifa District, Israel",17,5,16,528,136,1546,Competitions Grandmaster
"Ankara, Ankara, Turkey",NA,1,19,86,299,1548,Notebooks Expert
"Liverpool, England, United Kingdom",4,8,22,85,1200,1576,Datasets Expert
"Medellín, Antioquia, Colombia",5,NA,12,202,519,1604,Notebooks Expert
"New Delhi, Delhi, India",NA,NA,11,93,421,1577,Notebooks Expert
NA,5,1,10,39,1384,1606,Notebooks Expert
"Seoul, Seoul, South Korea",13,8,14,54,613,1578,Competitions Master
"Kenilworth, England, United Kingdom",14,NA,9,26,1250,1608,Notebooks Expert
"Hyderabad, Telangana, India",2,NA,23,22,815,1579,Notebooks Expert
"Jersey City, New Jersey, United States",NA,3,18,260,340,1581,Datasets Expert
"Frankfurt, Hessen, Germany",1,NA,20,430,329,1582,Notebooks Expert
"Patiala, Punjab, India",1,NA,19,54,1323,1583,Notebooks Expert
"Seattle, Washington, United States",12,5,18,46,1177,1584,Competitions Expert
"Delhi, Delhi, India",6,10,7,8,1253,1611,Datasets Expert
"Mandi, Himachal Pradesh, India",1,7,13,107,1449,1457,Datasets Expert
"Coimbatore, Tamil Nadu, India",1,2,5,39,1523,1614,Notebooks Expert
"Nagpur, Maharashtra, India",4,1,49,1,1094,1589,Notebooks Expert
NA,6,1,21,25,1527,1590,Notebooks Expert
NA,2,NA,10,26,1148,1591,Notebooks Expert
"Claremont, California, United States",2,2,20,168,85,1594,Notebooks Expert
"Dhaka, Dhaka Division, Bangladesh",11,8,21,387,78,1598,Notebooks Master
"Heidelberg, Baden-Württemberg, Germany",14,NA,24,318,76,1624,Competitions Expert
"Lahore, Punjab, Pakistan",6,8,24,102,708,1627,Datasets Expert
"Nalbari, Assam, India",20,12,17,60,662,1630,Notebooks Expert
"Córdoba, Andalusia, Spain",8,4,19,30,1394,1631,Notebooks Expert
"Winchester, England, United Kingdom",26,NA,13,21,986,1602,Notebooks Expert
"Manchester, England, United Kingdom",20,17,23,154,858,1603,Competitions Expert
"Rio de Janeiro, State of Rio de Janeiro, Brazil",4,5,12,65,1462,1605,Notebooks Expert
NA,7,19,28,123,1153,1609,Notebooks Expert
"Chicago, Illinois, United States",6,21,62,491,375,1635,Datasets Expert
"İstanbul, İstanbul, Turkey",1,1,12,33,1043,1610,Notebooks Expert
"Kyoto, Kyoto, Japan",10,NA,10,15,1573,1612,Notebooks Expert
"Buffalo, Minnesota, United States",NA,20,22,67,1140,1640,Datasets Expert
"Bengaluru, Karnataka, India",1,2,6,17,1359,1616,Notebooks Expert
"Tokyo, Tokyo, Japan",9,NA,16,1,641,1642,Competitions Expert
"Seoul, Seoul, South Korea",1,9,18,43,1138,1617,Datasets Expert
"Düsseldorf, North Rhine-Westphalia, Germany",2,4,8,17,1596,1619,Datasets Expert
"Bologna, Emilia-Romagna, Italy",2,NA,5,18,1554,1592,Notebooks Expert
NA,1,NA,7,35,1579,1593,Notebooks Expert
"Taipei, Taiwan",34,1,33,204,176,1644,Competitions Master
"Seattle, Washington, United States",8,6,11,92,257,1621,Competitions Expert
"Mumbai, Maharashtra, India",2,2,25,103,83,1597,Notebooks Expert
"Neyveli, Tamil Nadu, India",4,8,11,90,405,1622,Datasets Expert
"Toronto, Ontario, Canada",4,3,9,363,1205,1623,Competitions Expert
"Tokyo, Tokyo, Japan",20,2,12,125,109,1625,Competitions Master
"Ajmer, Rajasthan, India",NA,NA,5,28,559,1626,Notebooks Expert
"İzmit, Kocaeli, Turkey",NA,1,5,91,738,1628,Notebooks Expert
"Exeter, England, United Kingdom",NA,3,11,295,625,1649,Notebooks Expert
"Rafsanjan, Kerman Province, Iran",4,4,21,18,1610,1650,Notebooks Expert
NA,1,11,47,32,1319,1651,Datasets Expert
"Kolkata, West Bengal, India",30,12,5,15,537,1629,Competitions Expert
"Atlanta, Georgia, United States",20,23,27,264,702,1632,Competitions Expert
"Ahmedabad, Gujarat, India",15,5,5,282,417,1633,Datasets Expert
"Bengaluru, Karnataka, India",NA,6,21,297,469,1607,Datasets Expert
NA,5,3,22,59,1209,1634,Notebooks Expert
"Jaipur, Rajasthan, India",9,1,31,105,1170,1636,Notebooks Expert
NA,5,NA,16,82,645,1637,Notebooks Expert
"Mission Viejo, California, United States",NA,1,5,69,1054,1638,Notebooks Expert
"Meerut, Uttar Pradesh, India",7,13,27,81,1313,1585,Datasets Expert
"Novosibirsk, Novosibirsk Oblast, Russia",4,1,8,71,1502,1639,Notebooks Expert
NA,7,1,36,10,1155,1613,Notebooks Expert
"Greensboro, North Carolina, United States",NA,1,5,149,1493,1641,Notebooks Expert
"New Delhi, Delhi, India",1,1,14,50,1022,1662,Notebooks Expert
"Ahmedabad, Gujarat, India",3,1,7,74,1238,1665,Notebooks Expert
NA,1,3,14,5,684,1643,Datasets Expert
NA,4,NA,6,17,1470,1618,Notebooks Expert
"Seattle, Washington, United States",8,4,9,112,1167,1666,Notebooks Expert
"İstanbul, İstanbul, Turkey",NA,4,7,26,1007,1667,Notebooks Expert
"Washington, District of Columbia, United States",NA,2,117,82,952,1645,Notebooks Expert
"Birmingham, England, United Kingdom",2,5,16,43,1098,1646,Notebooks Expert
"Pune, Maharashtra, India",1,4,29,21,1272,1652,Datasets Expert
NA,8,3,39,44,861,1653,Notebooks Expert
"Satna, Madhya Pradesh, India",8,2,17,84,1189,1654,Notebooks Expert
"Stockholm, Stockholm County, Sweden",98,80,26,"1,190",1592,1681,Discussion Grandmaster
"Mumbai, Maharashtra, India",8,4,16,25,1328,1655,Notebooks Expert
"London, England, United Kingdom",1,1,5,119,1616,1656,Notebooks Expert
"Nagoya, Aichi, Japan",22,9,18,32,1323,1684,Competitions Master
NA,15,14,24,6,1135,1657,Notebooks Expert
"Meerut, Uttar Pradesh, India",3,4,19,150,879,1658,Notebooks Expert
NA,3,1,10,19,735,1659,Notebooks Expert
NA,5,16,19,67,1509,1515,Notebooks Expert
Gilgit,2,5,26,100,1078,1660,Notebooks Expert
"Vijayawada, Andhra Pradesh, India",6,3,17,82,965,1661,Datasets Expert
"Karachi, Sindh, Pakistan",3,NA,8,30,1398,1689,Notebooks Expert
"Isfahan, Isfahan Province, Iran",NA,NA,14,45,662,1663,Notebooks Expert
"Pune, Maharashtra, India",1,1,10,12,1175,1664,Notebooks Expert
"Egypt, Arkansas, United States",NA,6,23,21,1534,1691,Notebooks Expert
"Hyderabad, Telangana, India",6,9,18,57,1293,1298,Notebooks Expert
"Brasília, Federal District, Brazil",1,NA,12,70,1479,1668,Notebooks Expert
"Tbilisi, Tbilisi, Georgia",23,9,10,461,20,1669,Competitions Grandmaster
"Moscow, Russia",15,2,7,119,1030,1697,Competitions Expert
"Newport Beach, California, United States",7,9,13,130,262,1670,Notebooks Expert
"Irving, Texas, United States",51,12,26,"1,129",322,1671,Discussion Grandmaster
"New Delhi, Delhi, India",36,NA,9,172,1109,1672,Competitions Master
"Berlin, Berlin, Germany",3,NA,5,72,150,1703,Notebooks Expert
"Miramar, Buenos Aires Province, Argentina",14,11,11,76,931,1674,Notebooks Expert
"Kaohsiung, Kaohsiung City, Taiwan",7,4,19,15,570,1706,Notebooks Expert
"Boston, Massachusetts, United States",1,NA,10,16,900,1676,Notebooks Expert
"Bologna, Emilia-Romagna, Italy",14,1,30,245,312,1708,Notebooks Expert
"Delhi, Delhi, India",8,5,25,71,1368,1677,Notebooks Expert
"South Jakarta, Jakarta, Indonesia",6,NA,12,22,760,1678,Notebooks Expert
"College Park, Maryland, United States",4,21,45,138,750,1709,Competitions Expert
"Zürich, Zurich, Switzerland",1,4,27,25,1525,1710,Notebooks Expert
"Tokyo, Tokyo, Japan",8,NA,17,11,695,1712,Notebooks Expert
"Fatih, İstanbul, Turkey",NA,1,47,78,309,1679,Notebooks Expert
NA,2,9,9,116,297,1680,Datasets Expert
"Kolkata, West Bengal, India",1,1,10,14,1553,1682,Notebooks Expert
"Warsaw, Masovian Voivodeship, Poland",8,NA,5,15,1335,1683,Competitions Expert
"İstanbul, İstanbul, Turkey",7,NA,23,5,1018,1685,Notebooks Expert
"Hyderabad, Telangana, India",14,5,29,33,943,1686,Datasets Expert
"Visakhapatnam, Andhra Pradesh, India",6,9,21,124,954,1687,Datasets Expert
"Lviv, Lviv Oblast, Ukraine",3,1,10,14,1531,1688,Notebooks Expert
"Sakarya, Sakarya, Turkey",NA,1,8,7,1530,1537,Notebooks Expert
NA,NA,NA,11,52,1163,1690,Notebooks Expert
"Mangaluru, Karnataka, India",NA,NA,15,5,1142,1692,Notebooks Expert
"İstanbul, İstanbul, Turkey",NA,1,7,67,NA,1271,Notebooks Expert
,1,NA,5,25,1596,1693,Notebooks Expert
"Philadelphia, Pennsylvania, United States",16,14,13,196,1436,1694,Datasets Expert
