,Name,Ratings,Duration,Language,Level,Total Ratings,Enrolled,Hours Per Week,Subtitles,Prerequisite,Link
0,Google Data Analytics Professional Certificate,4.8/5,6 Months,English,Beginner Level,"77,398","1,114,824",10,['English'],No,https://www.coursera.org/professional-certificates/google-data-analytics
1,IBM Data Science Professional Certificate,4.6/5,11 Months,English,Beginner Level,"57,528","127,465",4,"['English,', 'Arabic,', 'French,', 'Portuguese', '(European),', 'Italian,', 'Vietnamese,', 'German,', 'Russian,', 'Turkish,', 'Spanish,', 'Persian,', 'Korean']",No,https://www.coursera.org/professional-certificates/ibm-data-science
2,IBM Data Analyst Professional Certificate,4.6/5,11 Months,English,Beginner Level,"9,551","85,586",3,"['English,', 'Arabic,', 'French,', 'Portuguese', '(European),', 'Italian,', 'Vietnamese,', 'German,', 'Russian,', 'Spanish,', 'Korean,', 'Persian,', 'Turkish']",No,https://www.coursera.org/professional-certificates/ibm-data-analyst
3,IBM Data Engineering Professional Certificate,4.6/5,15 Months,English,Beginner Level,"1,978","25,900",4,"['English,', 'Korean,', 'Arabic,', 'Persian']",No,https://www.coursera.org/professional-certificates/ibm-data-engineer
