Country,Total Competitions,Total Datasets,Total Codes,Total Discussions,Highest Rank,Current Rank,Current Level
NA,8,2,10,2,1522,2032,Notebooks Expert
NA,NA,1,6,17,1176,2036,Notebooks Expert
"Bahawalpur, Punjab, Pakistan",1,7,17,31,1716,1779,Datasets Expert
"Sohawa, Punjab, Pakistan",NA,7,8,319,1806,2040,Datasets Expert
,3,NA,5,19,1732,2042,Notebooks Expert
"London, England, United Kingdom",9,NA,8,61,320,2043,Competitions Expert
"Brisbane, Queensland, Australia",5,NA,8,35,555,2044,Notebooks Expert
"Hyderabad, Telangana, India",10,NA,20,107,39,2084,Notebooks Expert
"Hamburg, Hamburg, Germany",22,4,25,209,1804,2085,Competitions Expert
"Edmond, Oklahoma, United States",6,3,17,101,420,2086,Notebooks Expert
"Albany, New York, United States",12,12,43,64,752,1981,Datasets Expert
"Bengaluru, Karnataka, India",NA,17,10,369,1538,2088,Datasets Expert
"Bengaluru, Karnataka, India",24,NA,20,51,203,2045,Notebooks Expert
"Tokyo, Tokyo, Japan",10,16,17,37,1923,2047,Notebooks Expert
"Brasília, Federal District, Brazil",5,1,13,60,301,2048,Notebooks Expert
"Pune, Maharashtra, India",4,11,11,107,977,2049,Datasets Expert
"Bengaluru, Karnataka, India",2,4,16,894,719,2050,Datasets Expert
"Cologne, North Rhine-Westphalia, Germany",58,31,19,874,164,2051,Competitions Grandmaster
"Tokyo, Tokyo, Japan",23,8,6,19,1390,2052,Competitions Expert
"Noida, Uttar Pradesh, India",1,3,18,235,329,2053,Datasets Expert
"Hyderabad, Telangana, India",1,3,6,21,1940,2055,Datasets Expert
"Varanasi, Uttar Pradesh, India",1,11,16,9,343,2057,Datasets Expert
"Varanasi, Uttar Pradesh, India",7,2,25,69,580,2098,Notebooks Expert
"Kolkata, West Bengal, India",14,6,12,330,1324,2058,Datasets Expert
"Hyderabad, Telangana, India",NA,NA,7,51,1874,2059,Notebooks Expert
NA,1,2,5,147,764,2060,Notebooks Expert
"Mandalay, Mandalay Region, Myanmar (Burma)",2,NA,11,26,2029,2103,Notebooks Expert
"Hanoi, Hanoi, Vietnam",23,9,24,14,861,2107,Notebooks Expert
"Durgapur, West Bengal, India",8,1,21,96,980,2062,Notebooks Expert
"Pune, Maharashtra, India",2,16,15,28,1902,2064,Notebooks Expert
"New Delhi, Delhi, India",NA,3,6,168,711,2065,Datasets Expert
"Khulna, Khulna Division, Bangladesh",NA,1,5,14,1897,2066,Notebooks Expert
"South Tangerang, Banten, Indonesia",5,NA,10,38,1002,2111,Notebooks Expert
"Auckland, Auckland, New Zealand",5,NA,15,21,1524,2112,Notebooks Expert
"Sassari, Sardinia, Italy",1,5,11,83,1985,2114,Notebooks Expert
"Hyderabad, Telangana, India",16,1,9,78,1186,2068,Notebooks Expert
"Ludhiana, Punjab, India",2,1,11,16,1696,2069,Notebooks Expert
"Kamalia, Punjab, Pakistan",1,9,16,22,2047,2070,Notebooks Expert
"Madrid, Community of Madrid, Spain",9,2,18,56,1671,2031,Competitions Expert
"El-Mahalla El-Kubra, Gharbia Governorate, Egypt",1,3,7,129,NA,808,Datasets Expert
"El-Mahalla El-Kubra, Gharbia Governorate, Egypt",1,3,7,129,NA,808,Datasets Expert
"New Delhi, Delhi, India",13,NA,6,160,1349,2071,Notebooks Expert
"Patiala, Punjab, India",1,NA,8,33,1127,2120,Notebooks Expert
NA,NA,NA,9,6,1411,2122,Notebooks Expert
"İstanbul, İstanbul, Turkey",2,2,9,12,1612,2125,Notebooks Expert
,NA,4,9,28,1522,2073,Datasets Expert
"Saint Petersburg, Russia",5,2,11,23,1277,2074,Notebooks Expert
"Bandar Bushehr, Bushehr Province, Iran",NA,NA,10,51,1115,2075,Notebooks Expert
"Edmonton, Alberta, Canada",3,2,5,1,1876,2076,Notebooks Expert
"Kolkata, West Bengal, India",NA,NA,5,19,1810,2077,Notebooks Expert
NA,1,NA,6,50,1784,2078,Notebooks Expert
"Buenos Aires, Buenos Aires, Argentina",NA,NA,9,138,1945,2079,Notebooks Expert
"Islamabad, Islamabad Capital Territory, Pakistan",NA,7,8,56,1907,2080,Datasets Expert
"Melbourne, Victoria, Australia",23,3,9,101,419,2082,Competitions Grandmaster
"Hyderabad, Telangana, India",9,NA,19,44,1242,2084,Notebooks Expert
"Chandigarh, Punjab, India",17,NA,33,16,1328,2088,Notebooks Expert
"Toulon, Provence-Alpes-Côte d'Azur, France",14,1,11,146,217,2090,Competitions Master
"Guwahati, Assam, India",20,8,106,390,344,2047,Datasets Expert
"Taipei, Taiwan",17,7,8,23,1787,2091,Competitions Expert
"Beijing, Beijing, China",16,NA,5,30,971,2092,Competitions Expert
"Bloomington, Indiana, United States",2,1,6,17,1956,2093,Notebooks Expert
"Swansea, Wales, United Kingdom",3,NA,20,38,880,2135,Notebooks Expert
"Singapore, Singapore",15,NA,14,174,138,2136,Notebooks Expert
"Noida, Uttar Pradesh, India",2,1,8,41,934,2138,Notebooks Expert
"Bengaluru, Karnataka, India",10,1,6,40,1013,1954,Notebooks Expert
"Lucknow, Uttar Pradesh, India",3,5,8,126,230,2139,Datasets Expert
"Moscow, Russia",9,NA,15,82,976,2094,Notebooks Expert
"Karaj, Alborz Province, Iran",4,NA,8,273,661,2096,Notebooks Expert
"Hyderabad, Telangana, India",1,12,23,72,738,2098,Notebooks Expert
"Natal, State of Rio Grande do Norte, Brazil",2,7,24,94,718,2145,Datasets Expert
,3,NA,11,17,1859,2100,Notebooks Expert
,3,NA,11,17,1859,2100,Notebooks Expert
