Country,Total Competitions,Total Datasets,Total Codes,Total Discussions,Highest Rank,Current Rank,Current Level
"Moscow, Russia",4,NA,18,11,130,2170,Notebooks Master
"Erlangen, Bavaria, Germany",1,NA,5,168,1424,2171,Notebooks Expert
"Madison, Wisconsin, United States",NA,4,16,87,282,2173,Datasets Expert
"Jabalpur, Madhya Pradesh, India",2,42,60,71,352,2175,Datasets Expert
"Singapore, Singapore",4,1,9,23,1065,2209,Notebooks Expert
"Seattle, Washington, United States",4,1,6,27,287,2210,Notebooks Expert
"Tokyo, Tokyo, Japan",22,54,12,289,606,2176,Competitions Master
"Bengaluru, Karnataka, India",5,11,33,280,1486,2177,Notebooks Expert
"Rajshahi, Rajshahi Division, Bangladesh",28,9,24,224,262,2178,Competitions Expert
"Prayagraj, Uttar Pradesh, India",46,9,64,65,545,2179,Competitions Expert
"Bengaluru, Karnataka, India",1,5,7,91,1056,2180,Datasets Expert
"Blacksburg, Virginia, United States",26,23,26,40,294,2215,Competitions Expert
"İstanbul, İstanbul, Turkey",2,1,7,49,1497,2182,Notebooks Expert
"Timișoara, Timiș County, Romania",NA,2,11,160,697,2219,Notebooks Expert
"Hanover, Lower Saxony, Germany",4,NA,6,7,1896,2184,Notebooks Expert
NA,1,NA,6,118,662,2223,Notebooks Expert
"Bologna, Emilia-Romagna, Italy",4,NA,8,68,732,2186,Notebooks Expert
"Satara, Maharashtra, India",3,1,33,39,1681,2188,Notebooks Expert
"Santa Cruz, California, United States",1,3,10,17,434,2189,Notebooks Expert
"Kolkata, West Bengal, India",2,1,9,106,1448,2190,Notebooks Expert
NA,6,2,9,3,NA,1911,Notebooks Expert
NA,3,8,5,58,2100,2226,Datasets Expert
"Abuja, Federal Capital Territory, Nigeria",NA,1,9,83,1326,2193,Notebooks Expert
"İstanbul, İstanbul, Turkey",NA,NA,5,56,1912,2196,Notebooks Expert
NA,NA,3,5,2,2091,2229,Datasets Expert
"Navi Mumbai, Maharashtra, India",NA,NA,9,111,1124,2197,Notebooks Expert
"Tehran, Tehran Province, Iran",NA,NA,12,29,705,2199,Notebooks Expert
NA,2,NA,10,11,2048,2200,Notebooks Expert
"Raipur, Chhattisgarh, India",NA,NA,6,101,1406,2201,Notebooks Expert
"Manisa, Manisa, Turkey",NA,7,6,50,989,2235,Notebooks Expert
"Hazaribagh, Jharkhand, India",NA,3,7,5,2103,2203,Notebooks Expert
NA,NA,3,16,6,1372,2237,Notebooks Expert
"İstanbul, İstanbul, Turkey",2,1,11,30,1932,2239,Notebooks Expert
NA,3,3,5,8,2079,2240,Datasets Expert
"Bengaluru, Karnataka, India",4,NA,9,18,2108,2204,Notebooks Expert
"Brussels, Brussels, Belgium",3,1,15,124,717,2241,Notebooks Expert
"Bengaluru, Karnataka, India",1,3,13,10,1954,2245,Notebooks Expert
"São Carlos, State of São Paulo, Brazil",6,3,23,47,1967,2206,Notebooks Expert
"Dehradun, Uttarakhand, India",48,3,13,831,189,2207,Discussion Grandmaster
"Seoul, Seoul, South Korea",NA,2,21,56,967,2208,Notebooks Expert
"Hanoi, Hanoi, Vietnam",23,7,12,43,668,2211,Competitions Expert
"İstanbul, Istanbul, Turkey",NA,5,37,11,237,2212,Notebooks Expert
"Moscow, Russia",20,6,15,237,1920,2213,Competitions Expert
"Bengaluru, Karnataka, India",3,4,21,267,575,2250,Notebooks Expert
"Zhukovskiy, Moscow Oblast, Russia",NA,14,13,4,2096,2147,Datasets Expert
"Hyderabad, Telangana, India",NA,7,17,289,427,2216,Notebooks Expert
"Mumbai, Maharashtra, India",2,3,22,96,1259,2218,Notebooks Expert
"Bengaluru, Karnataka, India",5,1,14,25,1501,2220,Notebooks Expert
"Jersey City, New Jersey, United States",1,3,12,168,279,2221,Notebooks Expert
"Washington, District of Columbia, United States",18,2,19,230,389,2222,Competitions Expert
"İzmir, İzmir, Turkey",1,2,5,16,1283,2224,Notebooks Expert
"Ankara, Ankara, Turkey",NA,NA,8,21,1956,2187,Notebooks Expert
"Bengaluru, Karnataka, India",NA,11,16,181,639,2225,Datasets Expert
"Seattle, Washington, United States",3,NA,5,8,2107,2227,Notebooks Expert
"Esch-sur-Alzette, Luxembourg District, Luxembourg",NA,2,18,88,1094,2261,Notebooks Expert
"Gujrat, Punjab, Pakistan",NA,7,20,36,885,2228,Datasets Expert
"Delhi, Delhi, India",1,NA,11,131,1266,2263,Notebooks Expert
"Tiruppur, Tamil Nadu, India",3,4,8,107,1240,2265,Datasets Expert
NA,9,1,8,25,2058,2230,Notebooks Expert
NA,4,5,12,4,1923,2231,Datasets Expert
NA,34,NA,7,10,1690,2232,Notebooks Expert
"Mumbai, Maharashtra, India",NA,1,5,31,2075,2233,Notebooks Expert
NA,4,1,9,14,1715,2270,Notebooks Expert
"Tiruppur, Tamil Nadu, India",2,4,6,150,1476,2273,Datasets Expert
"Rio de Janeiro, State of Rio de Janeiro, Brazil",12,1,8,75,2159,2274,Notebooks Expert
"Seoul, Seoul, South Korea",1,4,15,147,1601,2236,Notebooks Expert
"Amman, Amman Governorate, Jordan",3,NA,5,25,1458,2238,Notebooks Expert
"Kyiv, Ukraine",98,1,36,119,30,2135,Competitions Master
"Riga, Latvia",153,1,41,226,52,2242,Competitions Grandmaster
"Vancouver, British Columbia, Canada",3,NA,10,141,105,2243,Notebooks Expert
"Memphis, Tennessee, United States",14,5,17,63,1604,2244,Notebooks Expert
"Tel Aviv-Yafo, Tel Aviv District, Israel",19,10,10,476,119,2246,Competitions Grandmaster
"Ankara, Ankara, Turkey",NA,1,20,404,120,2247,Notebooks Expert
,3,1,7,12,2097,2283,Notebooks Expert
"Bengaluru, Karnataka, India",1,2,32,137,1501,2248,Notebooks Expert
"Nizhny Novgorod, Nizhny Novgorod Oblast, Russia",12,NA,11,27,856,2249,Notebooks Expert
"Karachi, Sindh, Pakistan",5,3,21,27,1464,2286,Notebooks Expert
NA,7,3,10,39,1195,2251,Notebooks Expert
"Mashhad, Razavi Khorasan Province, Iran",NA,7,18,138,510,2252,Notebooks Expert
"Saharanpur, Uttar Pradesh, India",5,8,20,141,1425,2288,Datasets Expert
"Bengaluru, Karnataka, India",4,22,24,62,1071,2217,Datasets Expert
NA,13,1,18,23,1689,2289,Notebooks Expert
"Cairo, Cairo Governorate, Egypt",7,2,13,66,1201,2254,Notebooks Expert
"Kolkata, West Bengal, India",2,7,25,49,823,2255,Datasets Expert
"Toronto, Ontario, Canada",NA,4,14,32,1202,2256,Notebooks Expert
"Mumbai, Maharashtra, India",10,6,10,126,669,2257,Notebooks Expert
"Moscow, Russia",4,NA,7,113,1348,2258,Notebooks Expert
"Tunis, Tunis, Tunisia",1,NA,9,86,1506,2259,Notebooks Expert
"Nagoya, Aichi, Japan",18,188,39,35,1620,2298,Competitions Expert
"Durgapur, West Bengal, India",3,1,15,15,1057,2299,Notebooks Expert
"Alexandria, Alexandria Governorate, Egypt",1,NA,17,58,2190,2260,Notebooks Expert
,2,4,11,35,2074,2301,Notebooks Expert
NA,6,1,10,75,2234,2262,Notebooks Expert
"Mumbai, Maharashtra, India",16,NA,9,6,1276,2264,Notebooks Expert
NA,1,2,8,117,1694,2302,Notebooks Expert
"Kolkata, West Bengal, India",3,4,17,18,1751,2266,Datasets Expert
"Rome, Lazio, Italy",3,NA,14,29,1128,2267,Notebooks Expert
"Shiraz, Fars Province, Iran",NA,NA,6,15,731,2268,Notebooks Expert
NA,4,NA,7,9,2154,2271,Notebooks Expert
"Mumbai, Maharashtra, India",1,4,9,37,2046,2272,Notebooks Expert
NA,NA,NA,6,33,1267,2275,Notebooks Expert
NA,6,NA,12,56,1693,2276,Notebooks Expert
,NA,5,9,171,2212,2277,Datasets Expert
,9,NA,7,27,1787,2307,Notebooks Expert
"Redwood City, California, United States",13,NA,17,588,43,2279,Competitions Master
"Warsaw, Masovian Voivodeship, Poland",32,NA,23,90,79,2310,Competitions Master
"Bengaluru, Karnataka, India",41,3,10,305,406,2312,Competitions Expert
"Bengaluru, Karnataka, India",3,NA,8,21,1849,2280,Notebooks Expert
"Hollywood, Florida, United States",47,NA,19,41,1400,2281,Competitions Master
"Bengaluru, Karnataka, India",1,3,12,171,1392,2317,Datasets Expert
"Dalian, Liaoning, China",8,NA,12,143,1529,2282,Notebooks Expert
"Granada, Andalusia, Spain",13,11,20,41,1448,2321,Notebooks Expert
"New Delhi, Delhi, India",NA,4,11,308,302,2284,Datasets Expert
"Gurugram, Haryana, India",2,5,19,294,427,2287,Notebooks Expert
"Bengaluru, Karnataka, India",5,16,16,46,637,2324,Notebooks Expert
"Tokyo, Tokyo, Japan",18,18,13,212,669,2100,Competitions Master
"Montreal, Quebec, Canada",NA,NA,9,51,1362,2290,Notebooks Expert
"Bursa, Bursa, Turkey",3,NA,22,133,479,2291,Notebooks Expert
"Dehradun, Uttarakhand, India",4,4,12,254,325,2292,Datasets Expert
"Białystok, Podlaskie Voivodeship, Poland",6,NA,5,118,883,2293,Notebooks Expert
"Solapur, Maharashtra, India",5,3,8,109,662,2294,Datasets Expert
NA,22,NA,24,102,726,2295,Notebooks Expert
"Mumbai, Maharashtra, India",13,NA,17,9,956,2332,Competitions Expert
"Rohtak, Haryana, India",3,NA,27,8,1192,2296,Notebooks Expert
"Aurangabad, Maharashtra, India",1,2,18,153,764,2297,Notebooks Expert
NA,1,NA,8,21,1429,2334,Notebooks Expert
"Damietta, Damietta Governorate, Egypt",NA,1,7,14,1859,2300,Notebooks Expert
"Colomiers, Occitanie, France",3,2,13,24,1036,2340,Notebooks Expert
"Thane, Maharashtra, India",1,5,7,8,1418,2303,Datasets Expert
"Mumbai, Maharashtra, India",1,4,8,25,1599,2342,Datasets Expert
"İstanbul, İstanbul, Turkey",NA,NA,6,7,2253,2269,Notebooks Expert
"Mahabad, West Azerbaijan Province, Iran",3,4,9,186,1690,1691,Notebooks Expert
"İstanbul, İstanbul, Turkey",NA,NA,9,10,1279,2343,Notebooks Expert
"Cairo, Cairo Governorate, Egypt",2,NA,6,4,1505,2344,Notebooks Expert
NA,1,3,8,3,1772,2345,Notebooks Expert
NA,NA,NA,6,6,1585,2304,Notebooks Expert
NA,7,1,5,14,1894,2305,Notebooks Expert
"Chennai, Tamil Nadu, India",1,NA,13,13,2002,2306,Notebooks Expert
"Hong Kong, Hong Kong",NA,1,12,6,2173,2349,Notebooks Expert
"Khabarovsk, Khabarovsk Krai, Russia",8,NA,6,53,1753,1758,Notebooks Expert
"San Francisco, California, United States",21,21,134,575,2005,2352,Datasets Expert
"Hyderabad, Telangana, India",48,16,27,167,694,2308,Competitions Expert
"Mumbai, Maharashtra, India",24,20,50,217,657,2353,Datasets Expert
"Singapore, Singapore",6,1,14,13,1942,2309,Notebooks Expert
"London, England, United Kingdom",18,NA,16,229,281,2311,Competitions Expert
"Dallas, Texas, United States",NA,NA,8,51,1250,2313,Notebooks Expert
"Bengaluru, Karnataka, India",6,1,12,29,1056,2314,Notebooks Expert
"Daegu, Daegu, South Korea",NA,NA,5,4,1083,2315,Notebooks Expert
"Washington, District of Columbia, United States",13,4,34,16,1251,2362,Notebooks Expert
"London, England, United Kingdom",26,2,9,225,505,2316,Competitions Master
"Mumbai, Maharashtra, India",1,1,7,15,2264,2318,Notebooks Expert
"Philadelphia, Pennsylvania, United States",3,NA,11,56,671,2319,Notebooks Expert
"Tokyo, Tokyo, Japan",27,3,6,116,168,2320,Competitions Master
"New Delhi, Delhi, India",8,1,9,237,273,2367,Notebooks Expert
"Tokyo, Tokyo, Japan",2,NA,15,6,363,2369,Notebooks Expert
"Hanoi, Hanoi, Vietnam",78,13,18,640,125,2322,Competitions Master
"New Delhi, Delhi, India",47,167,28,38,457,2323,Competitions Master
"İstanbul, İstanbul, Turkey",NA,NA,8,18,2014,2017,Notebooks Expert
"Istanbul, Istanbul, Turkey",3,NA,5,6,1547,2374,Notebooks Expert
"Chiba, Chiba, Japan",3,5,10,8,2255,2285,Notebooks Expert
"Stockholm, Stockholm County, Sweden",4,5,17,94,1188,2325,Datasets Expert
"İstanbul, Istanbul, Turkey",1,NA,6,31,1441,2326,Notebooks Expert
"Hyderabad, Telangana, India",7,1,20,14,2180,2327,Notebooks Expert
"Mumbai, Maharashtra, India",5,1,19,225,273,2381,Notebooks Expert
"Bengaluru, Karnataka, India",3,NA,15,33,421,2328,Notebooks Expert
"Ahmedabad, Gujarat, India",5,5,6,146,318,2253,Notebooks Expert
"Taipei, Taiwan",4,32,42,39,1189,2384,Notebooks Expert
NA,NA,NA,50,47,1007,2385,Notebooks Expert
"Hyderabad, Telangana, India",4,20,55,8,393,2329,Notebooks Expert
"Bengaluru, Karnataka, India",1,4,5,210,1904,1908,Datasets Expert
"Kolkata, West Bengal, India",NA,NA,9,218,1615,2330,Notebooks Expert
"Varanasi, Uttar Pradesh, India",2,NA,6,1,1885,2387,Notebooks Expert
"Bengaluru, Karnataka, India",NA,NA,5,72,483,2331,Notebooks Expert
"Karachi, Sindh, Pakistan",NA,NA,16,154,1121,2390,Notebooks Expert
"Cheruvathur, Kerala, India",NA,6,7,23,717,2391,Datasets Expert
"Tokyo, Tokyo, Japan",3,1,6,12,570,2333,Notebooks Expert
"Faridabad, Haryana, India",NA,NA,8,150,839,2335,Notebooks Expert
"Bengaluru, Karnataka, India",NA,NA,8,30,1262,2336,Notebooks Expert
NA,NA,5,5,94,1662,2337,Notebooks Expert
"Kanpur, Uttar Pradesh, India",3,NA,8,88,992,2338,Notebooks Expert
"Tiruppur, Tamil Nadu, India",NA,4,7,91,1356,2341,Datasets Expert
"Cairo, Cairo Governorate, Egypt",NA,4,11,42,NA,2037,Datasets Expert
NA,NA,NA,30,13,1233,2346,Notebooks Expert
"Hyderabad, Sindh, Pakistan",NA,2,7,33,2294,2400,Notebooks Expert
"Jaipur, Rajasthan, India",9,NA,20,8,1911,2347,Notebooks Expert
NA,1,1,6,9,1760,2348,Notebooks Expert
"Churu, Rajasthan, India",NA,3,5,98,2031,2278,Notebooks Expert
"Seattle, Washington, United States",NA,NA,7,2,2198,2350,Notebooks Expert
"London, England, United Kingdom",2,NA,10,14,1266,2354,Notebooks Expert
NA,13,NA,16,54,9,2355,Notebooks Expert
"Prague, Prague, Czechia",6,NA,8,61,103,2404,Competitions Expert
"Santa Clara, California, United States",30,9,17,494,1399,2356,Competitions Master
"Bengaluru, Karnataka, India",1,1,12,101,996,2358,Notebooks Expert
"İstanbul, İstanbul, Turkey",NA,NA,22,2,2273,2359,Notebooks Expert
"Istanbul, Istanbul, Turkey",NA,2,17,22,1272,2360,Notebooks Expert
"Faridabad, Haryana, India",NA,NA,6,217,696,2361,Notebooks Expert
"Shanghai, Shanghai, China",2,NA,5,132,83,2409,Notebooks Expert
"Mumbai, Maharashtra, India",NA,NA,13,79,380,2410,Notebooks Expert
"Lahore, Punjab, Pakistan",2,20,81,185,485,2365,Notebooks Expert
"London, England, United Kingdom",5,4,11,97,333,2366,Notebooks Expert
"Hope, Tasman, New Zealand",3,NA,12,487,1046,2411,Notebooks Expert
"Trondheim, Trøndelag, Norway",NA,1,25,48,664,2368,Notebooks Expert
"Seongnam-si, Gyeonggi-do, South Korea",3,NA,9,85,1254,2413,Notebooks Expert
"Seoul, Seoul, South Korea",13,1,8,25,493,2370,Notebooks Expert
"Mira, Veneto, Italy",10,NA,17,2,1253,2371,Notebooks Expert
"Cairo, Cairo Governorate, Egypt",1,3,14,24,1003,2414,Notebooks Expert
"Doha, Doha, Qatar",31,3,29,8,733,2373,Notebooks Expert
"Cairo, Cairo Governorate, Egypt",5,NA,7,3,1136,2375,Notebooks Expert
"Cheonan-si, Chungcheongnam-do, South Korea",4,NA,36,1,2107,2376,Notebooks Expert
"Pune, Maharashtra, India",3,14,22,143,817,2377,Notebooks Expert
"Bokaro Steel City, Jharkhand, India",1,3,19,73,326,2378,Datasets Expert
"Dhanbad, Jharkhand, India",NA,5,7,168,569,2379,Datasets Expert
NA,12,48,22,245,2077,2380,Competitions Master
"Jaipur, Rajasthan, India",1,2,10,190,646,2382,Notebooks Expert
"Mumbai, Maharashtra, India",7,1,11,40,808,2383,Notebooks Expert
"Odesa, Odessa Oblast, Ukraine",NA,NA,22,39,380,2386,Notebooks Expert
"Pune, Maharashtra, India",NA,1,7,61,498,2424,Notebooks Expert
"Bhubaneswar, Odisha, India",8,13,25,14,1203,2428,Datasets Expert
"Los Olivos, Lima Region, Peru",5,1,13,138,510,2388,Notebooks Expert
NA,2,1,10,12,1774,2389,Notebooks Expert
"Mumbai, Maharashtra, India",NA,NA,29,26,695,2392,Notebooks Expert
"Guwahati, Assam, India",1,4,9,101,1895,2121,Datasets Expert
"Los Angeles, California, United States",2,NA,5,7,2071,2393,Notebooks Expert
"Ankara, Ankara, Turkey",NA,NA,6,47,734,2339,Notebooks Expert
"Tehran, Tehran Province, Iran",7,1,8,3,2279,2435,Notebooks Expert
"Seoul, Seoul, South Korea",3,4,15,57,1288,2394,Notebooks Expert
"Novosibirsk, Novosibirsk Oblast, Russia",3,2,19,60,1308,2437,Notebooks Expert
"Bengaluru, Karnataka, India",NA,NA,10,8,2150,2438,Notebooks Expert
"Aliabad-e-Katul, Golestan Province, Iran",NA,1,12,31,928,2396,Notebooks Expert
"El-Hawamdeyya, Giza Governorate, Egypt",1,2,6,7,1837,2397,Notebooks Expert
"Cairo, Cairo Governorate, Egypt",1,2,6,2,1911,2398,Notebooks Expert
NA,NA,1,10,11,2324,2399,Notebooks Expert
"Seoul, Seoul, South Korea",5,NA,6,4,1434,2401,Notebooks Expert
"Lahore, Punjab, Pakistan",NA,4,16,111,2079,2402,Datasets Expert
"Gurugram, Haryana, India",52,NA,38,115,134,2403,Competitions Master
"Delhi, Delhi, India",4,1,25,27,1265,2451,Notebooks Expert
"Rio de Janeiro, State of Rio de Janeiro, Brazil",3,6,30,134,991,2357,Datasets Expert
"Oulu, Finland",19,6,43,221,506,2453,Notebooks Expert
NA,2,NA,7,26,73,2406,Notebooks Expert
"Hong Kong Island, Hong Kong",3,NA,10,31,165,2407,Notebooks Expert
"İstanbul, Istanbul, Turkey",20,4,15,103,583,2408,Notebooks Expert
NA,2,NA,11,1,2255,2459,Notebooks Expert
"Göttingen, Lower Saxony, Germany",6,2,8,51,825,2412,Notebooks Expert
"Washington, District of Columbia, United States",17,1,12,29,1307,2415,Notebooks Expert
"İstanbul, İstanbul, Turkey",1,2,7,16,1397,2416,Notebooks Expert
NA,7,NA,7,7,2177,2418,Notebooks Expert
"Junagadh, Gujarat, India",11,11,11,51,819,2419,Notebooks Expert
"Varanasi, Uttar Pradesh, India",5,1,9,24,352,2420,Notebooks Expert
"Moscow, Russia",3,2,12,20,1451,2421,Notebooks Expert
"Surat, Gujarat, India",3,NA,8,12,542,2422,Notebooks Expert
"Chattogram, Chittagong Division, Bangladesh",1,NA,17,134,672,2423,Notebooks Expert
"Ahmedabad, Gujarat, India",3,3,9,101,976,2425,Datasets Expert
"Chennai, Tamil Nadu, India",4,1,11,110,2183,2426,Notebooks Expert
"Paris, Île-de-France, France",NA,2,11,25,1023,2429,Notebooks Expert
"Aligarh, Uttar Pradesh, India",1,2,7,37,420,2430,Notebooks Expert
"New Delhi, Delhi, India",NA,11,26,28,1078,2431,Notebooks Expert
"Cairo, Cairo Governorate, Egypt",2,NA,12,6,1511,2473,Notebooks Expert
NA,1,NA,7,22,1327,2475,Notebooks Expert
"Kafr El-Shaikh, Gharbia Governorate, Egypt",NA,4,6,44,1745,2432,Notebooks Expert
"Noida, Uttar Pradesh, India",6,1,39,12,1474,2433,Notebooks Expert
"Mumbai, Maharashtra, India",NA,2,4,58,1593,2434,Notebooks Expert
"Saint Petersburg, Russia",NA,NA,5,117,2051,2436,Notebooks Expert
"Karachi, Sindh, Pakistan",NA,1,7,5,2174,2439,Notebooks Expert
NA,1,4,14,5,1085,2440,Notebooks Expert
NA,7,8,5,54,1259,2442,Notebooks Expert
,3,NA,14,28,1176,2443,Notebooks Expert
"Bandung, West Java, Indonesia",NA,1,16,17,1567,2487,Notebooks Expert
"Monastir, Monastir, Tunisia",1,1,10,10,1891,2445,Notebooks Expert
"Farrukhabad, Uttar Pradesh, India",2,9,10,5,2363,2491,Datasets Expert
"Faiyum, Faiyum Governorate, Egypt",2,NA,9,5,2326,2446,Notebooks Expert
"Shibuya City, Tokyo, Japan",64,NA,36,76,1968,2447,Competitions Master
"Bengaluru, Karnataka, India",16,4,13,329,992,2448,Notebooks Expert
NA,50,51,43,308,490,2449,Competitions Expert
"Barcelona, Catalonia, Spain",1,2,61,80,159,2450,Notebooks Expert
"Dhaka, Dhaka Division, Bangladesh",8,9,68,5,610,2405,Notebooks Expert
"Sattur, Tamil Nadu, India",10,1,19,164,180,2452,Notebooks Expert
"Gurugram, Haryana, India",16,4,23,100,512,2454,Competitions Expert
NA,6,NA,8,16,1271,2499,Notebooks Expert
"Chennai, Tamil Nadu, India",3,1,9,37,451,2500,Notebooks Expert
"Jaipur, Rajasthan, India",15,NA,18,58,317,2455,Notebooks Expert
"Montreal, Quebec, Canada",18,2,13,207,1074,2456,Competitions Expert
NA,28,1,8,14,142,2457,Competitions Expert
"İstanbul, Istanbul, Turkey",3,1,18,23,646,2458,Notebooks Expert
"New Delhi, Delhi, India",9,1,12,108,396,2460,Notebooks Expert
"Rotterdam, South Holland, Netherlands",8,2,6,51,117,2461,Notebooks Expert
"Varese, Lombardy, Italy",2,NA,6,18,2242,2505,Notebooks Expert
"Santa Cruz, California, United States",11,1,31,269,236,2462,Competitions Expert
"Minato City, Tokyo, Japan",8,4,5,106,2146,2417,Datasets Expert
"Durham, England, United Kingdom",1,1,8,183,785,2464,Notebooks Expert
"New Delhi, Delhi, India",4,3,10,157,451,2466,Datasets Expert
"Dhaka, Dhaka Division, Bangladesh",3,5,13,33,893,2467,Notebooks Expert
"Cairo, Cairo Governorate, Egypt",2,3,18,153,838,2468,Notebooks Expert
NA,46,1,11,368,471,2469,Competitions Expert
"Tel Aviv-Yafo, Tel Aviv District, Israel",7,3,13,266,1122,2470,Notebooks Expert
"Kolkata, West Bengal, India",NA,NA,8,148,452,2427,Notebooks Expert
NA,2,4,9,3,1775,2521,Notebooks Expert
"Bogotá, Bogota, Colombia",NA,NA,11,43,902,2471,Notebooks Expert
"Pune, Maharashtra, India",2,NA,11,43,2092,2472,Notebooks Expert
"Bhubaneswar, Odisha, India",6,6,10,119,926,2523,Datasets Expert
"Gampaha, Western Province, Sri Lanka",8,9,12,3,2057,2524,Notebooks Expert
"6th of October City, Giza Governorate, Egypt",1,NA,7,12,1451,2474,Notebooks Expert
"Delft, South Holland, Netherlands",NA,2,10,42,743,2476,Notebooks Expert
"Gothenburg, Västra Götaland County, Sweden",5,2,24,191,1265,2477,Notebooks Expert
,1,NA,5,3,1231,2478,Notebooks Expert
,4,1,7,26,1758,2479,Notebooks Expert
"Tehran, Tehran Province, Iran",6,NA,9,28,1987,2480,Notebooks Expert
"Incheon, Incheon, South Korea",NA,NA,11,16,1233,2481,Notebooks Expert
"Isfahan, Isfahan Province, Iran",7,3,22,50,2222,2395,Notebooks Expert
"Moscow, Russia",2,2,9,122,2345,2482,Notebooks Expert
"Hyderabad, Telangana, India",2,12,20,22,1403,2483,Notebooks Expert
NA,NA,NA,10,39,1161,2533,Notebooks Expert
"Mumbai, Maharashtra, India",NA,1,8,17,2378,2485,Notebooks Expert
NA,NA,NA,4,3,1668,2488,Notebooks Expert
"Surat, Gujarat, India",1,1,6,13,2206,2539,Notebooks Expert
"Brasília, Federal District, Brazil",2,NA,8,75,2389,2489,Notebooks Expert
NA,NA,3,8,104,2059,2490,Datasets Expert
"Shibuya City, Tokyo, Japan",78,7,19,541,305,2492,Competitions Grandmaster
"Seattle, Washington, United States",49,3,19,106,156,2493,Competitions Grandmaster
"Valparaíso, Valparaíso, Chile",9,2,12,122,1999,2540,Competitions Expert
"Manila, Metro Manila, Philippines",10,NA,11,45,254,2494,Notebooks Expert
"Mumbai, Maharashtra, India",NA,NA,10,33,30,2495,Notebooks Expert
"Kawasaki, Kanagawa, Japan",8,5,20,274,89,2496,Competitions Expert
NA,NA,4,17,NA,1334,2497,Notebooks Expert
"Chennai, Tamil Nadu, India",2,2,30,58,399,2498,Notebooks Expert
"Bengaluru, Karnataka, India",NA,3,21,47,1316,2501,Notebooks Expert
"Kraków, Lesser Poland Voivodeship, Poland",5,5,18,110,95,2502,Notebooks Expert
"Bengaluru, Karnataka, India",9,4,13,210,109,2549,Competitions Expert
"Suwon-si, Gyeonggi-do, South Korea",8,1,8,165,771,2550,Notebooks Expert
"Moscow, Russia",3,12,11,13,867,2503,Datasets Expert
