Country,Total Competitions,Total Datasets,Total Codes,Total Discussions,Highest Rank,Current Rank,Current Level
"İstanbul, Istanbul, Turkey",NA,4,18,40,439,2556,Datasets Expert
"New Delhi, Delhi, India",9,1,18,4,1954,2559,Notebooks Expert
"İzmir, İzmir, Turkey",NA,NA,16,13,887,2504,Notebooks Expert
"Patna, Bihar, India",NA,NA,6,518,519,2506,Notebooks Expert
"İstanbul, İstanbul, Turkey",15,NA,8,3,2147,2507,Competitions Expert
"Bikaner, Rajasthan, India",6,1,8,35,147,2508,Notebooks Expert
"Tbilisi, Tbilisi, Georgia",1,1,6,153,2160,2463,Notebooks Expert
"Jaipur, Rajasthan, India",3,16,37,31,755,2465,Datasets Expert
"Ankara, Ankara, Turkey",NA,1,24,41,531,2509,Notebooks Expert
"Heidelberg, Baden-Württemberg, Germany",2,NA,5,13,574,2510,Notebooks Expert
"Tokyo, Tokyo, Japan",11,NA,9,4,1392,2565,Notebooks Expert
"Paris, Île-de-France, France",6,NA,10,54,633,2511,Notebooks Expert
"Jaipur, Rajasthan, India",NA,1,8,117,571,2512,Notebooks Expert
"Chicago, Illinois, United States",2,6,25,44,296,2568,Datasets Expert
"Antalya, Antalya, Turkey",NA,NA,18,11,2019,2513,Notebooks Expert
"Cairo, Cairo Governorate, Egypt",NA,NA,10,23,1277,2570,Notebooks Expert
"Bengaluru, Karnataka, India",1,5,14,201,409,2515,Datasets Expert
"Noida, Uttar Pradesh, India",2,4,14,127,599,2516,Notebooks Expert
"Pune, Maharashtra, India",2,2,8,8,1041,2517,Notebooks Expert
"Kolkata, West Bengal, India",1,NA,12,39,1106,2518,Notebooks Expert
NA,NA,NA,11,27,959,2519,Notebooks Expert
"Mumbai, Maharashtra, India",2,6,15,86,942,2520,Notebooks Expert
"6th of October City, Giza Governorate, Egypt",1,3,13,149,736,2522,Notebooks Expert
"Ranchi, Jharkhand, India",1,1,10,116,763,2525,Notebooks Expert
"Yamagata, Yamagata, Japan",58,NA,9,262,1675,2526,Competitions Expert
"Dehradun, Uttarakhand, India",3,1,12,97,806,2527,Notebooks Expert
"Delhi, Delhi, India",NA,NA,15,22,1903,2528,Notebooks Expert
"Lancaster, England, United Kingdom",2,NA,6,11,2119,2529,Notebooks Expert
"Ernakulam, Kerala, India",NA,5,8,87,910,2576,Datasets Expert
"Chennai, Tamil Nadu, India",3,5,8,37,1940,2577,Datasets Expert
NA,NA,NA,13,33,1085,2531,Notebooks Expert
"Bhandara, Maharashtra, India",1,2,5,96,930,2532,Notebooks Expert
"Brest, Brittany, France",NA,NA,8,27,2033,2584,Notebooks Expert
"Semarang, Central Java, Indonesia",23,1,20,17,2389,2534,Notebooks Expert
"Baramati, Maharashtra, India",1,1,14,21,2433,2587,Notebooks Expert
"Mumbai, Maharashtra, India",3,NA,14,25,2436,2588,Notebooks Expert
NA,9,2,8,20,2492,2693,Notebooks Expert
"Ankara, Ankara, Turkey",NA,NA,6,1,1126,2590,Notebooks Expert
"Agra, Uttar Pradesh, India",NA,2,5,12,1104,2591,Notebooks Expert
NA,NA,NA,7,51,2373,2536,Notebooks Expert
"Seoul, Seoul, South Korea",2,NA,6,9,1167,2537,Notebooks Expert
NA,1,NA,5,1,2508,2593,Notebooks Expert
"Dhaka, Dhaka Division, Bangladesh",2,2,12,12,2296,2538,Notebooks Expert
"Shahroud, Semnan Province, Iran",NA,1,8,2,1435,2594,Notebooks Expert
"Ahmedabad, Gujarat, India",69,9,58,72,659,2541,Competitions Expert
"Seattle, Washington, United States",68,4,9,77,1823,2542,Competitions Expert
"Austin, Texas, United States",1,118,47,475,53,2543,Datasets Grandmaster
"Luxembourg, Luxembourg District, Luxembourg",13,3,12,60,2044,2544,Notebooks Expert
"Cairo, Cairo Governorate, Egypt",15,2,37,71,212,2601,Notebooks Expert
"Boston, Massachusetts, United States",13,4,10,"1,169",371,2602,Discussion Master
"Nicosia, Nicosia, Cyprus",2,NA,9,33,1217,2545,Notebooks Expert
"Pune, Maharashtra, India",6,14,22,120,801,2603,Notebooks Expert
"Kayseri, Kayseri, Turkey",NA,3,14,3,584,2548,Notebooks Expert
"Nairobi, Nairobi County, Kenya",7,7,28,31,1628,2607,Datasets Expert
"Madrid, Community of Madrid, Spain",30,NA,10,165,2276,2551,Competitions Expert
"Bengaluru, Karnataka, India",2,7,8,205,380,2608,Datasets Expert
NA,5,NA,30,23,2466,2552,Notebooks Expert
"Texas City, Texas, United States",4,7,20,148,796,2553,Notebooks Expert
"Busan, Busan, South Korea",15,4,13,39,1014,2555,Competitions Expert
"Tokyo, Tokyo, Japan",9,NA,6,23,1016,2557,Notebooks Expert
"Ankara, Ankara, Turkey",NA,NA,7,4,2467,2558,Notebooks Expert
"Toulouse, Occitanie, France",3,4,11,94,104,2614,Competitions Expert
"Madrid, Community of Madrid, Spain",NA,NA,11,47,1225,2560,Notebooks Expert
"Pittsburgh, Pennsylvania, United States",15,6,8,37,1536,2561,Competitions Expert
NA,8,2,5,76,1463,2562,Notebooks Expert
"Islamabad, Islamabad Capital Territory, Pakistan",3,1,11,8,1563,2563,Notebooks Expert
"Cairo, Cairo Governorate, Egypt",NA,6,34,36,1691,2564,Notebooks Expert
"Sandhikharka, Western Development Region, Nepal",1,6,14,201,275,2566,Datasets Expert
"Noisy-le-Grand, Île-de-France, France",12,5,21,102,833,2621,Datasets Expert
"Suwon-si, Gyeonggi-do, South Korea",NA,2,8,232,626,2567,Notebooks Expert
"Cairo, Cairo Governorate, Egypt",6,NA,10,13,2196,2514,Notebooks Expert
"Delhi, Delhi, India",NA,3,10,164,1574,2571,Datasets Expert
"Alexandria, Alexandria Governorate, Egypt",NA,NA,7,13,2013,2572,Notebooks Expert
"Bengaluru, Karnataka, India",2,NA,6,55,1539,2573,Notebooks Expert
"Navi Mumbai, Maharashtra, India",1,2,6,15,2285,2627,Notebooks Expert
"Yokohama, Kanagawa, Japan",19,NA,7,7,1965,2574,Competitions Expert
"Thiruvananthapuram, Kerala, India",NA,1,5,87,814,2631,Notebooks Expert
NA,NA,NA,6,1,1229,2578,Notebooks Expert
"Udine, Friuli-Venezia Giulia, Italy",NA,NA,14,86,1006,2579,Notebooks Expert
"Dresden, Saxony, Germany",NA,5,9,4,2457,2580,Datasets Expert
"Bengaluru, Karnataka, India",NA,NA,26,55,706,2581,Notebooks Expert
"Sirsa, Haryana, India",4,2,8,128,866,2582,Notebooks Expert
"Ankara, Ankara, Turkey",6,NA,6,34,1219,2583,Notebooks Expert
"Mansehra, Khyber Pakhtunkhwa, Pakistan",1,1,6,5,2389,2636,Notebooks Expert
NA,2,2,6,1,2051,2585,Notebooks Expert
"Solapur, Maharashtra, India",4,4,6,92,1845,2637,Notebooks Expert
,10,2,6,6,1838,2586,Notebooks Expert
"Rajshahi, Rajshahi Division, Bangladesh",NA,NA,11,131,1065,2441,Notebooks Expert
"İstanbul, İstanbul, Turkey",NA,NA,5,1,1461,2589,Notebooks Expert
,1,1,9,1,1657,2592,Notebooks Expert
NA,NA,1,5,27,1891,2595,Notebooks Expert
NA,1,NA,9,1,1850,2010,Notebooks Expert
"Shiraz, Fars Province, Iran",1,1,5,43,930,2596,Notebooks Expert
"San Francisco, California, United States",19,3,41,705,23,2643,Discussion Master
"Esslingen, Baden-Württemberg, Germany",15,2,13,12,1090,2597,Notebooks Expert
"New Delhi, Delhi, India",17,NA,13,127,1465,2644,Competitions Expert
"Paris, Île-de-France, France",69,1,16,36,389,2598,Competitions Master
"Warsaw, Masovian Voivodeship, Poland",8,1,14,42,2390,2599,Notebooks Expert
,9,10,21,18,1118,2600,Notebooks Expert
"Tokyo, Tokyo, Japan",12,NA,8,179,130,2646,Competitions Master
"Mumbai, Maharashtra, India",39,1,10,8,1837,2647,Competitions Expert
"Jakarta, Jakarta, Indonesia",8,1,18,65,1685,2604,Notebooks Expert
"Seattle, Washington, United States",10,1,11,14,455,2546,Competitions Expert
"Bengaluru, Karnataka, India",2,3,16,32,1129,2605,Notebooks Expert
"Bangkok, Bangkok, Thailand",1,NA,8,18,463,2606,Notebooks Expert
"Mumbai, Maharashtra, India",2,6,7,21,500,2609,Datasets Expert
"Pune, Maharashtra, India",10,8,13,191,1213,2610,Datasets Expert
"Gurugram, Haryana, India",1,21,21,9,407,2655,Datasets Expert
"Melbourne, Victoria, Australia",10,3,6,66,723,2611,Notebooks Expert
"Seattle, Washington, United States",NA,NA,6,88,493,2657,Notebooks Expert
"Baltimore, Maryland, United States",4,7,35,13,1579,2554,Notebooks Expert
"Mumbai, Maharashtra, India",1,1,6,45,1443,2658,Notebooks Expert
"Bengaluru, Karnataka, India",19,1,21,1,816,2659,Notebooks Expert
"Tokyo, Tokyo, Japan",35,78,10,291,452,2612,Competitions Master
"Ankara, Ankara, Turkey",4,2,7,4,2486,2662,Notebooks Expert
"İstanbul, İstanbul, Turkey",NA,NA,12,68,804,2613,Notebooks Expert
"Colombo, Western Province, Sri Lanka",NA,4,14,165,348,2615,Datasets Expert
"Kharkiv, Kharkiv Oblast, Ukraine",14,6,27,26,493,2616,Notebooks Expert
NA,7,1,7,128,1538,2372,Competitions Expert
"Mumbai, Maharashtra, India",3,3,9,188,290,2617,Datasets Expert
"Jaunpur, Uttar Pradesh, India",14,2,18,188,943,2618,Notebooks Expert
"Dehradun, Uttarakhand, India",NA,1,5,43,1808,2668,Notebooks Expert
"Lyon, Auvergne-Rhône-Alpes, France",55,8,30,327,1119,2671,Notebooks Expert
"Pune, Maharashtra, India",10,1,19,20,2411,2673,Notebooks Expert
"Karachi, Sindh, Pakistan",1,1,5,53,1735,2619,Notebooks Expert
"Bengaluru, Karnataka, India",7,9,10,86,521,2620,Datasets Expert
"Erode, Tamil Nadu, India",22,4,6,40,1508,2675,Datasets Expert
"Bahawalpur, Punjab, Pakistan",NA,4,5,34,NA,1866,Datasets Expert
"Ahmedabad, Gujarat, India",NA,39,18,128,504,2677,Notebooks Expert
"İstanbul, İstanbul, Turkey",1,2,6,28,1179,2623,Notebooks Expert
"Rotterdam, South Holland, Netherlands",2,NA,9,57,1683,2624,Notebooks Expert
"Jakarta, Jakarta, Indonesia",4,1,6,4,467,2625,Notebooks Expert
"Ranchi, Jharkhand, India",7,1,11,131,442,2626,Notebooks Expert
"Aarhus, Denmark",1,10,27,124,401,2569,Datasets Expert
"Tanta, Gharbia Governorate, Egypt",4,1,7,95,671,2683,Notebooks Expert
"Cupertino, California, United States",3,15,11,291,2183,2628,Datasets Expert
"Noida, Uttar Pradesh, India",2,2,13,128,850,2629,Notebooks Expert
"Cairo, Cairo Governorate, Egypt",1,1,22,13,865,2630,Notebooks Expert
"Lipa, Calabarzon, Philippines",NA,NA,7,124,1156,2688,Notebooks Expert
"Cheruvathur, Kerala, India",NA,2,9,57,1061,2689,Notebooks Expert
"Bengaluru, Karnataka, India",1,3,20,126,1003,2632,Notebooks Expert
"Delhi, Delhi, India",2,3,29,34,1260,2633,Notebooks Expert
"Tel Aviv District, Israel",NA,NA,5,18,1191,2634,Notebooks Expert
"Bursa, Bursa, Turkey",3,2,12,76,992,2635,Notebooks Expert
,2,1,6,20,2320,2638,Notebooks Expert
NA,1,1,8,7,1806,2639,Notebooks Expert
"Khulna, Khulna Division, Bangladesh",10,5,10,47,1831,2640,Datasets Expert
NA,4,3,8,10,1582,2641,Notebooks Expert
"Alexandria, Alexandria Governorate, Egypt",1,5,6,2,2352,2642,Notebooks Expert
"New York, New York, United States",154,1,53,203,61,2645,Competitions Expert
"Dublin, County Dublin, Ireland",4,4,6,125,1133,2696,Competitions Expert
"Bengaluru, Karnataka, India",NA,NA,17,165,1261,2697,Notebooks Expert
NA,41,16,72,"1,180",253,2648,Competitions Grandmaster
"Philadelphia, Pennsylvania, United States",8,NA,28,2,1461,2649,Notebooks Expert
"Miami, Florida, United States",49,7,18,457,107,2699,Competitions Grandmaster
"Nagano, Nagano, Japan",10,NA,24,51,126,2650,Notebooks Expert
"Delhi, Delhi, India",15,4,10,9,793,2651,Competitions Expert
"Kaiserslautern, Rhineland-Palatinate, Germany",16,NA,8,50,1031,2652,Competitions Expert
"Paris, Île-de-France, France",NA,1,15,5,2118,2653,Notebooks Expert
"Karachi, Sindh, Pakistan",4,6,22,161,1527,2363,Datasets Expert
"Thiruvananthapuram, Kerala, India",3,6,29,143,475,2654,Notebooks Expert
"Santiago, Santiago Metropolitan Region, Chile",3,3,7,516,606,2656,Datasets Expert
"Chennai, Tamil Nadu, India",3,3,7,33,385,2660,Notebooks Expert
NA,NA,NA,5,26,942,2661,Notebooks Expert
"Ankara, Ankara, Turkey",NA,NA,6,34,389,2663,Notebooks Expert
"Noida, Uttar Pradesh, India",50,37,7,98,311,2664,Competitions Expert
"Pune, Maharashtra, India",5,NA,9,115,1656,2665,Notebooks Expert
"Karlskrona, Blekinge County, Sweden",NA,NA,13,117,619,2666,Notebooks Expert
"Hyderabad, Telangana, India",4,4,15,14,2111,2704,Notebooks Expert
,NA,1,9,10,2231,2667,Notebooks Expert
"Bloomington, Indiana, United States",7,2,8,193,623,2669,Notebooks Expert
"Moscow, Russia",1,NA,6,1,621,2672,Notebooks Expert
"Chennai, Tamil Nadu, India",34,1,15,114,1918,2709,Notebooks Expert
"Shanghai, Shanghai, China",5,NA,7,329,165,2710,Notebooks Expert
"Amsterdam, North Holland, Netherlands",NA,4,17,33,679,2712,Notebooks Expert
"Chicago, Illinois, United States",NA,NA,5,28,1729,2674,Notebooks Expert
"İstanbul, İstanbul, Turkey",3,26,11,306,188,2713,Datasets Expert
"Austin, Texas, United States",5,5,10,6,1452,2676,Notebooks Expert
"Bengaluru, Karnataka, India",1,1,20,82,374,2622,Notebooks Expert
"Kolkata, West Bengal, India",NA,1,8,88,458,2678,Notebooks Expert
NA,NA,3,30,143,307,2715,Notebooks Expert
"São Paulo, State of São Paulo, Brazil",NA,5,5,91,544,2679,Datasets Expert
"Bengaluru, Karnataka, India",2,1,7,209,397,2719,Notebooks Expert
"Chennai, Tamil Nadu, India",NA,1,17,21,2274,2680,Notebooks Expert
"Moscow, Russia",13,NA,10,5,1197,2720,Notebooks Expert
"New Delhi, Delhi, India",1,1,11,37,1422,2721,Notebooks Expert
"Naihati, West Bengal, India",6,2,11,131,908,2722,Notebooks Expert
"Gandhinagar, Gujarat, India",6,NA,26,12,2485,2723,Notebooks Expert
"Coimbatore, Tamil Nadu, India",1,2,7,67,1170,2681,Notebooks Expert
"Delhi, Delhi, India",1,1,7,23,1383,2682,Notebooks Expert
"Seoul, Seoul, South Korea",NA,NA,8,1,1957,2684,Notebooks Expert
"Kyiv, Ukraine",9,NA,7,13,2636,2730,Notebooks Expert
"Bengaluru, Karnataka, India",6,2,6,115,1210,2686,Notebooks Expert
"Vijayawada, Andhra Pradesh, India",NA,NA,21,27,1033,2687,Notebooks Expert
NA,NA,NA,5,5,1124,2690,Notebooks Expert
"Cairo, Cairo Governorate, Egypt",6,NA,16,40,1503,2691,Notebooks Expert
NA,6,3,6,33,1688,2734,Notebooks Expert
"Palampur, Himachal Pradesh, India",2,1,7,14,2491,2736,Notebooks Expert
"Malatya, Malatya, Turkey",NA,1,5,16,1355,2692,Notebooks Expert
NA,NA,NA,7,1,1685,2737,Notebooks Expert
"Kafr El-Shaikh, Gharbia Governorate, Egypt",4,NA,5,6,1792,2484,Notebooks Expert
NA,1,NA,8,14,1682,2738,Notebooks Expert
"İstanbul, İstanbul, Turkey",NA,1,6,6,1543,2739,Notebooks Expert
"Thonnakkal, Kerala, India",NA,4,5,54,2225,2740,Datasets Expert
NA,NA,NA,14,4,1644,2741,Notebooks Expert
"Seoul, Seoul, South Korea",NA,NA,8,13,1924,2694,Notebooks Expert
NA,NA,NA,8,17,2346,2351,Notebooks Expert
"Yokohama, Kanagawa, Japan",49,3,16,542,154,2743,Competitions Grandmaster
"London, England, United Kingdom",9,NA,13,112,1771,2746,Notebooks Expert
"Kyiv, Ukraine",33,1,16,171,13,2695,Competitions Expert
"Bengaluru, Karnataka, India",10,2,12,87,2359,2547,Notebooks Expert
"Cologne, North Rhine-Westphalia, Germany",1,1,12,94,1641,2698,Notebooks Expert
"Washington, District of Columbia, United States",1,7,25,123,256,2751,Notebooks Expert
NA,34,8,17,111,262,2752,Competitions Master
"Hanoi, Hanoi, Vietnam",17,7,17,14,63,2700,Notebooks Expert
"Hyderabad, Telangana, India",3,2,7,19,2317,2753,Notebooks Expert
"Kalyan, Maharashtra, India",1,5,15,17,1945,2756,Notebooks Expert
"Coimbatore, Tamil Nadu, India",4,NA,5,5,1469,2757,Notebooks Expert
NA,1,4,14,41,944,2701,Notebooks Expert
"Dublin, County Dublin, Ireland",5,15,38,193,505,2702,Notebooks Expert
"New Delhi, Delhi, India",1,3,5,80,426,2703,Datasets Expert
"Jakarta, Jakarta, Indonesia",26,6,31,68,526,2705,Notebooks Expert
"Mombasa, Mombasa County, Kenya",2,1,12,32,2019,2021,Notebooks Expert
"Dehradun, Uttarakhand, India",NA,3,15,54,1044,2706,Notebooks Expert
"İstanbul, Istanbul, Turkey",2,14,12,47,537,2670,Datasets Expert
"Gurugram, Haryana, India",8,2,12,21,1614,2707,Notebooks Expert
"Gurugram, Haryana, India",NA,NA,20,54,510,2708,Notebooks Expert
"Jamshedpur, Jharkhand, India",NA,NA,23,34,676,2765,Notebooks Expert
"Kochi, Kerala, India",1,NA,13,106,356,2711,Notebooks Expert
"Jaipur, Rajasthan, India",NA,6,11,8,409,2767,Notebooks Expert
"Hyderabad, Telangana, India",NA,4,13,154,416,2714,Notebooks Expert
NA,NA,5,7,11,1227,2716,Notebooks Expert
NA,7,4,19,62,2042,2770,Notebooks Expert
NA,13,10,5,11,2535,2717,Competitions Master
"Calgary, Alberta, Canada",2,4,8,16,840,2718,Notebooks Expert
"Itarsi, Madhya Pradesh, India",NA,NA,8,38,1031,2724,Notebooks Expert
NA,6,5,7,108,876,2725,Datasets Expert
"Bangkok, Bangkok, Thailand",1,2,42,54,911,2726,Notebooks Expert
"Mersin, Mersin, Turkey",NA,2,61,62,2018,2728,Notebooks Expert
NA,13,NA,12,46,989,2729,Notebooks Expert
"İstanbul, İstanbul, Turkey",NA,NA,5,52,2600,2774,Notebooks Expert
"Bhiwani, Haryana, India",3,NA,10,49,1452,2685,Notebooks Expert
"Seoul, Seoul, South Korea",1,NA,5,12,1610,2731,Notebooks Expert
"Solapur, Maharashtra, India",4,1,6,87,1050,2777,Notebooks Expert
"Thanjavur, Tamil Nadu, India",3,8,11,8,1371,2779,Notebooks Expert
"Agartala, Tripura, India",NA,NA,18,113,1450,2780,Notebooks Expert
"Bandung, West Java, Indonesia",1,NA,5,17,2548,2732,Notebooks Expert
"Dhaka, Dhaka Division, Bangladesh",NA,4,11,12,2281,2733,Datasets Expert
"New York, New York, United States",NA,NA,9,39,1289,2735,Notebooks Expert
"Tehran, Tehran Province, Iran",NA,NA,9,5,1466,2793,Notebooks Expert
NA,1,4,9,4,2279,2742,Notebooks Expert
"Frankfurt, Hesse, Germany",44,NA,12,147,46,2744,Competitions Expert
"Washington, District of Columbia, United States",2,3,7,48,330,2798,Notebooks Expert
"Hamburg, Hamburg, Germany",8,4,31,28,260,2745,Notebooks Expert
"Antwerp, Flanders, Belgium",9,5,11,105,904,2800,Datasets Expert
"Moscow, Russia",9,NA,14,20,1490,2747,Notebooks Expert
"Wolfsburg, Lower Saxony, Germany",34,4,12,245,2328,2748,Competitions Master
"Kharagpur, West Bengal, India",4,NA,6,49,1023,2749,Notebooks Expert
"Manaus, State of Amazonas, Brazil",3,2,12,2,1384,2805,Notebooks Expert
"Mumbai, Maharashtra, India",2,4,55,160,463,2754,Datasets Expert
"Cambridge, Massachusetts, United States",16,2,18,264,2663,2755,Competitions Master
"Chennai, Tamil Nadu, India",1,NA,7,30,1081,2812,Notebooks Expert
"Warangal, Telangana, India",23,8,23,122,1128,2758,Notebooks Expert
NA,1,NA,8,115,1352,2759,Notebooks Expert
"Warsaw, Masovian Voivodeship, Poland",5,1,15,7,713,2760,Notebooks Expert
"Mumbai, Maharashtra, India",1,NA,7,160,2326,2761,Notebooks Expert
"Samara, Samara Oblast, Russia",1,1,8,1,871,2762,Notebooks Expert
"Nairobi, Nairobi County, Kenya",3,1,12,23,2275,2818,Notebooks Expert
"İstanbul, Istanbul, Turkey",1,1,12,30,346,2763,Notebooks Expert
NA,1,1,8,161,375,2819,Notebooks Expert
"Thiruvallur, Tamil Nadu, India",4,NA,24,18,2036,2764,Notebooks Expert
"Jaipur, Rajasthan, India",NA,3,19,101,461,2766,Datasets Expert
"Amman, Amman Governorate, Jordan",2,2,6,18,2178,2768,Notebooks Expert
"Maharagama, Western Province, Sri Lanka",12,3,18,17,2113,2769,Notebooks Expert
"Strasbourg, Grand Est, France",1,3,16,84,1038,2771,Notebooks Expert
"Lucknow, Uttar Pradesh, India",1,NA,6,89,580,2772,Notebooks Expert
"Thiruvananthapuram, Kerala, India",13,1,15,277,404,2826,Competitions Expert
"Bangkok, Bangkok, Thailand",NA,NA,6,90,966,2773,Notebooks Expert
"Peshawar, Khyber Pakhtunkhwa, Pakistan",NA,1,5,39,2558,2727,Notebooks Expert
NA,6,NA,8,10,1917,2829,Notebooks Expert
"Windsor, Ontario, Canada",3,NA,7,23,1506,2775,Notebooks Expert
"Ho Chi Minh City, Ho Chi Minh City, Vietnam",8,NA,10,1,1378,2776,Notebooks Expert
"İstanbul, İstanbul, Turkey",NA,2,8,3,2565,2575,Notebooks Expert
"Tehran, Tehran Province, Iran",3,NA,5,26,1653,2778,Notebooks Expert
"Aurangabad, Maharashtra, India",NA,NA,5,106,968,2781,Notebooks Expert
"Patna, Bihar, India",1,4,6,124,1374,2782,Datasets Expert
,2,NA,12,13,1664,2783,Notebooks Expert
NA,NA,NA,9,9,1894,2784,Notebooks Expert
"Moscow, Russia",3,NA,8,109,954,2835,Notebooks Expert
NA,2,NA,15,1,1279,2785,Notebooks Expert
"Thane, Maharashtra, India",NA,NA,11,16,1751,2786,Notebooks Expert
"Guwahati, Assam, India",15,1,14,9,1504,2836,Notebooks Expert
"Delhi, Delhi, India",NA,NA,14,34,1310,2787,Notebooks Expert
"Tehran, Tehran Province, Iran",NA,1,10,17,989,2788,Notebooks Expert
"Zonguldak, Zonguldak, Turkey",2,NA,6,14,2558,2839,Notebooks Expert
NA,4,1,15,10,1947,2790,Notebooks Expert
"İstanbul, İstanbul, Turkey",NA,NA,5,8,1139,2841,Notebooks Expert
NA,7,2,9,34,2365,2791,Notebooks Expert
,NA,NA,12,5,1810,2792,Notebooks Expert
,1,3,6,12,2239,2794,Datasets Expert
"Volos, Greece",225,9,17,863,718,2844,Competitions Grandmaster
"Bengaluru, Karnataka, India",39,13,98,315,348,2796,Competitions Expert
"Bengaluru, Karnataka, India",9,6,37,25,1433,2797,Datasets Expert
"Gaza, Iowa, United States",4,7,121,57,425,2799,Datasets Expert
"Boston, Massachusetts, United States",NA,4,32,69,1120,2801,Notebooks Expert
"Perth, Western Australia, Australia",8,NA,8,3,1756,2803,Notebooks Expert
"Montreal, Quebec, Canada",10,1,6,131,93,2804,Competitions Expert
"Buenos Aires, Buenos Aires, Argentina",23,40,15,157,608,2848,Competitions Expert
"Karachi, Sindh, Pakistan",2,1,9,119,909,2806,Notebooks Expert
"Moscow, Russia",11,1,25,69,218,2851,Notebooks Expert
"Udaipur, Rajasthan, India",45,56,8,134,146,2852,Competitions Master
"Dublin, County Dublin, Ireland",10,NA,5,3,2707,2808,Notebooks Expert
"Bengaluru, Karnataka, India",2,18,8,179,985,2809,Datasets Expert
"Tokyo, Tokyo, Japan",2,6,11,8,394,2810,Notebooks Expert
"Kanpur, Uttar Pradesh, India",5,NA,5,38,1972,2811,Notebooks Expert
"Moscow, Russia",48,9,23,238,512,2813,Competitions Expert
"Ariana, Ariana, Tunisia",10,3,15,101,1122,2814,Notebooks Expert
"Dublin, County Dublin, Ireland",NA,NA,6,21,2689,2815,Notebooks Expert
"Hyderabad, Telangana, India",3,4,32,34,1065,2816,Notebooks Expert
"Gurugram, Haryana, India",4,4,8,124,544,2817,Datasets Expert
"Boston, Massachusetts, United States",16,13,63,288,630,2820,Datasets Expert
"Bengaluru, Karnataka, India",NA,4,8,104,1480,2821,Notebooks Expert
"Dhaka, Dhaka Division, Bangladesh",2,22,35,285,646,2822,Datasets Expert
"Ichikawa, Chiba, Japan",12,1,15,2,2512,2823,Notebooks Expert
"Bhopal, Madhya Pradesh, India",NA,6,31,14,2341,2824,Notebooks Expert
"Paris, Île-de-France, France",NA,3,11,57,1219,2825,Notebooks Expert
"Mumbai, Maharashtra, India",1,6,6,2,1700,2827,Datasets Expert
"Delhi, Delhi, India",1,NA,23,70,1115,2828,Notebooks Expert
"Karachi, Sindh, Pakistan",2,7,7,12,2013,2869,Notebooks Expert
"Bengaluru, Karnataka, India",NA,NA,8,96,1010,2871,Notebooks Expert
"Palakkad, Kerala, India",NA,NA,5,84,952,2830,Notebooks Expert
"Bangkok, Bangkok, Thailand",NA,6,15,25,2207,2831,Datasets Expert
"Lahore, Punjab, Pakistan",4,6,7,47,2815,2832,Datasets Expert
"Karachi, Sindh, Pakistan",NA,NA,3,10,2042,2872,Notebooks Expert
"Rahim Yar Khan, Punjab, Pakistan",NA,6,20,254,768,2833,Datasets Expert
"Mumbai, Maharashtra, India",3,NA,7,25,1105,2834,Notebooks Expert
"Houston, Texas, United States",3,NA,6,3,1533,2873,Notebooks Expert
"Tehran, Tehran Province, Iran",NA,5,7,19,1143,2837,Notebooks Expert
NA,5,3,10,8,1595,2838,Notebooks Expert
"Yekaterinburg, Sverdlovsk Oblast, Russia",14,3,14,24,1371,2879,Notebooks Expert
,19,11,13,24,1358,2840,Competitions Expert
"Seoul, Seoul, South Korea",NA,NA,5,4,1481,2882,Notebooks Expert
NA,NA,NA,5,13,1482,2842,Notebooks Expert
"Madrid, Community of Madrid, Spain",127,NA,15,106,2051,2843,Competitions Master
"Dresden, Saxony, Germany",26,NA,9,380,8,2845,Competitions Grandmaster
"Athens, Greece",47,7,13,69,105,2886,Competitions Master
NA,26,4,15,94,312,2889,Competitions Expert
NA,3,NA,73,111,32,2846,Notebooks Expert
"Pune, Maharashtra, India",10,3,12,21,742,2892,Notebooks Expert
"Poole, England, United Kingdom",1,NA,13,35,139,2802,Notebooks Expert
"İstanbul, İstanbul, Turkey",4,3,14,43,1494,2894,Notebooks Expert
"Phoenix, Arizona, United States",9,1,11,88,37,2847,Competitions Expert
"Kolkata, West Bengal, India",7,6,9,71,618,2849,Notebooks Expert
"New Delhi, Delhi, India",1,NA,5,77,2067,2850,Notebooks Expert
"Ahmedabad, Gujarat, India",15,NA,12,53,220,2896,Notebooks Expert
"Kyiv, Ukraine",47,1,35,156,635,2807,Competitions Master
"Bristol, England, United Kingdom",4,NA,21,26,684,2853,Notebooks Expert
"Singapore, Singapore",1,1,7,68,307,2903,Notebooks Expert
"Ahmedabad, Gujarat, India",4,2,16,315,252,2854,Notebooks Expert
"Dehradun, Uttarakhand, India",4,6,19,209,490,2904,Notebooks Expert
"City Bell, Buenos Aires Province, Argentina",11,2,14,142,1530,2855,Notebooks Expert
"Taipei, Taiwan",17,18,11,421,437,2856,Competitions Master
"Tunis, Tunis, Tunisia",9,NA,26,79,998,2857,Notebooks Expert
"Dhaka, Dhaka Division, Bangladesh",8,10,35,224,463,2858,Notebooks Expert
NA,13,NA,10,18,1757,2859,Notebooks Expert
"Sydney, New South Wales, Australia",3,NA,6,105,1181,2860,Notebooks Expert
NA,NA,NA,7,58,1174,2861,Notebooks Expert
"Vinnytsia, Vinnytsia Oblast, Ukraine",NA,1,6,13,1871,2909,Notebooks Expert
"Mumbai, Maharashtra, India",37,2,11,16,1932,2910,Competitions Expert
"Saint Petersburg, Russia",12,4,10,9,614,2862,Notebooks Expert
